"id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","tleaf","lleaf","lday","fday","bday","nl"
"AROMEL11_HF_03","AROMEL","11","HF","AROMEL11_HF","WS0","20","08","chill0","ARO",NA,NA,"0","0","","",1,-32,1,0,0,27,NA,12,1
"AROMEL11_HF_04","AROMEL","11","HF","AROMEL11_HF","WL0","20","12","chill0","ARO",NA,NA,"0","0","","",1,-32,1,0,0,18,NA,13,1
"BETALL01_SH_01","BETALL","1","SH","BETALL01_SH","CS2","15","08","chill2","BET",NA,NA,"-","-","missing","TS",36,3,3,NA,NA,NA,NA,NA,0
"BETALL01_SH_02","BETALL","1","SH","BETALL01_SH","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,17,NA,13,1
"BETALL01_SH_03","BETALL","1","SH","BETALL01_SH","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,50,NA,24,1
"BETALL01_SH_04","BETALL","1","SH","BETALL01_SH","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,38,NA,13,1
"BETALL01_SH_05","BETALL","1","SH","BETALL01_SH","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,39,1
"BETALL01_SH_06","BETALL","1","SH","BETALL01_SH","CL2","15","12","chill2","BET",NA,NA,"-","-","missing","EB",36,3,3,NA,NA,NA,NA,NA,0
"BETALL01_SH_07","BETALL","1","SH","BETALL01_SH","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,29,NA,29,1
"BETALL01_SH_09","BETALL","1","SH","BETALL01_SH","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,9,1
"BETALL01_SH_10","BETALL","1","SH","BETALL01_SH","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,56,NA,34,1
"BETALL01_SH_11","BETALL","1","SH","BETALL01_SH","WL2","20","12","chill2","BET",NA,NA,"0","-","","EB",36,3,3,0,NA,27,NA,14,1
"BETALL01_SH_12","BETALL","1","SH","BETALL01_SH","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,26,1
"BETALL02_SH_01","BETALL","2","SH","BETALL02_SH","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,26,1
"BETALL02_SH_02","BETALL","2","SH","BETALL02_SH","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,52,NA,23,1
"BETALL02_SH_04","BETALL","2","SH","BETALL02_SH","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,17,NA,13,1
"BETALL02_SH_05","BETALL","2","SH","BETALL02_SH","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,48,NA,32,1
"BETALL02_SH_06","BETALL","2","SH","BETALL02_SH","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,56,NA,34,1
"BETALL02_SH_07","BETALL","2","SH","BETALL02_SH","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,17,1
"BETALL02_SH_08","BETALL","2","SH","BETALL02_SH","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,52,NA,23,1
"BETALL02_SH_09","BETALL","2","SH","BETALL02_SH","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,47,1
"BETALL02_SH_10","BETALL","2","SH","BETALL02_SH","WL2","20","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,14,NA,14,1
"BETALL02_SH_11","BETALL","2","SH","BETALL02_SH","CL2","15","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,43,NA,16,1
"BETALL02_SH_12","BETALL","2","SH","BETALL02_SH","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,24,1
"BETALL03_SH_02","BETALL","3","SH","BETALL03_SH","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,26,1
"BETALL03_SH_03","BETALL","3","SH","BETALL03_SH","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,17,NA,13,1
"BETALL03_SH_04","BETALL","3","SH","BETALL03_SH","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,15,1
"BETALL03_SH_05","BETALL","3","SH","BETALL03_SH","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,27,NA,27,1
"BETALL03_SH_06","BETALL","3","SH","BETALL03_SH","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,24,1
"BETALL03_SH_07","BETALL","3","SH","BETALL03_SH","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,32,1
"BETALL03_SH_08","BETALL","3","SH","BETALL03_SH","WL2","20","12","chill2","BET",NA,NA,"0","-","","EB",36,3,3,0,NA,36,NA,14,1
"BETALL03_SH_09","BETALL","3","SH","BETALL03_SH","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,13,1
"BETALL03_SH_10","BETALL","3","SH","BETALL03_SH","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,13,1
"BETALL03_SH_11","BETALL","3","SH","BETALL03_SH","CL2","15","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,37,NA,16,1
"BETALL03_SH_12","BETALL","3","SH","BETALL03_SH","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,33,1
"BETALL08_SH_01","BETALL","8","SH","BETALL08_SH","CL2","15","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,30,NA,13,1
"BETALL08_SH_02","BETALL","8","SH","BETALL08_SH","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,9,1
"BETALL08_SH_03","BETALL","8","SH","BETALL08_SH","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,42,NA,33,1
"BETALL08_SH_04","BETALL","8","SH","BETALL08_SH","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,24,NA,8,1
"BETALL08_SH_05","BETALL","8","SH","BETALL08_SH","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,18,1
"BETALL08_SH_06","BETALL","8","SH","BETALL08_SH","WS2","20","08","chill2","BET",NA,NA,"-","0","","TS",36,3,3,NA,0,24,NA,13,1
"BETALL08_SH_07","BETALL","8","SH","BETALL08_SH","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,17,NA,13,1
"BETALL08_SH_08","BETALL","8","SH","BETALL08_SH","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,32,1
"BETALL08_SH_09","BETALL","8","SH","BETALL08_SH","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,13,1
"BETALL08_SH_10","BETALL","8","SH","BETALL08_SH","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,27,1
"BETALL08_SH_11","BETALL","8","SH","BETALL08_SH","WL2","20","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,20,NA,20,1
"BETALL09_SH_01","BETALL","9","SH","BETALL09_SH","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,17,1
"BETALL09_SH_02","BETALL","9","SH","BETALL09_SH","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,34,1
"BETALL09_SH_03","BETALL","9","SH","BETALL09_SH","WL2","20","12","chill2","BET",NA,NA,"0","-","","EB",36,3,3,0,NA,27,NA,14,1
"BETALL09_SH_04","BETALL","9","SH","BETALL09_SH","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,15,1
"BETALL09_SH_05","BETALL","9","SH","BETALL09_SH","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,22,NA,13,1
"BETALL09_SH_06","BETALL","9","SH","BETALL09_SH","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,29,1
"BETALL09_SH_07","BETALL","9","SH","BETALL09_SH","CL2","15","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,37,NA,13,1
"BETALL09_SH_08","BETALL","9","SH","BETALL09_SH","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,42,1
"BETALL09_SH_09","BETALL","9","SH","BETALL09_SH","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,24,1
"BETALL09_SH_11","BETALL","9","SH","BETALL09_SH","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,48,NA,32,1
"BETALL09_SH_12","BETALL","9","SH","BETALL09_SH","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,24,NA,8,1
"BETALL10_HF_01","BETALL","10","HF","BETALL10_HF","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,23,0
"BETALL10_HF_02","BETALL","10","HF","BETALL10_HF","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,24,1
"BETALL10_HF_03","BETALL","10","HF","BETALL10_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,33,1
"BETALL10_HF_04","BETALL","10","HF","BETALL10_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,18,1
"BETALL10_HF_05","BETALL","10","HF","BETALL10_HF","WL2","20","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,36,NA,14,1
"BETALL10_HF_06","BETALL","10","HF","BETALL10_HF","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,13,1
"BETALL10_HF_08","BETALL","10","HF","BETALL10_HF","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,38,NA,13,1
"BETALL10_HF_09","BETALL","10","HF","BETALL10_HF","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,17,1
"BETALL10_HF_10","BETALL","10","HF","BETALL10_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,26,1
"BETALL10_HF_11","BETALL","10","HF","BETALL10_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,32,1
"BETALL10_HF_12","BETALL","10","HF","BETALL10_HF","CL2","15","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,37,NA,23,1
"BETALL10_SH_01","BETALL","10","SH","BETALL10_SH","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,24,NA,13,1
"BETALL10_SH_02","BETALL","10","SH","BETALL10_SH","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,29,NA,26,1
"BETALL10_SH_03","BETALL","10","SH","BETALL10_SH","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,22,NA,13,1
"BETALL10_SH_04","BETALL","10","SH","BETALL10_SH","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,26,1
"BETALL10_SH_05","BETALL","10","SH","BETALL10_SH","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,33,1
"BETALL10_SH_07","BETALL","10","SH","BETALL10_SH","CS2","15","08","chill2","BET",NA,NA,"-","0","","TS",36,3,3,NA,0,30,NA,13,1
"BETALL10_SH_08","BETALL","10","SH","BETALL10_SH","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,15,1
"BETALL10_SH_09","BETALL","10","SH","BETALL10_SH","WL2","20","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,27,NA,14,1
"BETALL10_SH_10","BETALL","10","SH","BETALL10_SH","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,17,NA,8,1
"BETALL10_SH_11","BETALL","10","SH","BETALL10_SH","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,32,1
"BETALL10_SH_12","BETALL","10","SH","BETALL10_SH","CL2","15","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,23,NA,13,1
"BETALL16_HF_01","BETALL","16","HF","BETALL16_HF","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,17,1
"BETALL16_HF_02","BETALL","16","HF","BETALL16_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,29,NA,20,1
"BETALL16_HF_03","BETALL","16","HF","BETALL16_HF","WL2","20","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,27,NA,14,1
"BETALL16_HF_04","BETALL","16","HF","BETALL16_HF","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,24,NA,13,1
"BETALL16_HF_05","BETALL","16","HF","BETALL16_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,53,NA,33,1
"BETALL16_HF_06","BETALL","16","HF","BETALL16_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,18,1
"BETALL16_HF_07","BETALL","16","HF","BETALL16_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,26,1
"BETALL16_HF_08","BETALL","16","HF","BETALL16_HF","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,22,NA,13,1
"BETALL16_HF_09","BETALL","16","HF","BETALL16_HF","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,15,1
"BETALL16_HF_10","BETALL","16","HF","BETALL16_HF","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,24,NA,13,1
"BETALL16_HF_11","BETALL","16","HF","BETALL16_HF","CL2","15","12","chill2","BET",NA,NA,"0","-","","EB",36,3,3,0,NA,30,NA,13,1
"BETALL17_HF_01","BETALL","17","HF","BETALL17_HF","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,24,1
"BETALL17_HF_02","BETALL","17","HF","BETALL17_HF","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,24,NA,13,1
"BETALL17_HF_03","BETALL","17","HF","BETALL17_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0
"BETALL17_HF_04","BETALL","17","HF","BETALL17_HF","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,17,1
"BETALL17_HF_05","BETALL","17","HF","BETALL17_HF","CL2","15","12","chill2","BET",NA,NA,"0","-","","EB",36,3,3,0,NA,30,NA,23,1
"BETALL17_HF_06","BETALL","17","HF","BETALL17_HF","WL2","20","12","chill2","BET",NA,NA,"0","-","","EB",36,3,3,0,NA,27,NA,27,1
"BETALL17_HF_07","BETALL","17","HF","BETALL17_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,34,1
"BETALL17_HF_08","BETALL","17","HF","BETALL17_HF","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,23,1
"BETALL17_HF_10","BETALL","17","HF","BETALL17_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,27,1
"BETALL17_HF_11","BETALL","17","HF","BETALL17_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,39,1
"BETALL17_HF_12","BETALL","17","HF","BETALL17_HF","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,23,1
"BETALL18_HF_01","BETALL","18","HF","BETALL18_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,21,1
"BETALL18_HF_02","BETALL","18","HF","BETALL18_HF","WL2","20","12","chill2","BET",NA,NA,"-","-","missing","EB",36,3,3,NA,NA,NA,NA,NA,0
"BETALL18_HF_03","BETALL","18","HF","BETALL18_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,27,NA,27,1
"BETALL18_HF_04","BETALL","18","HF","BETALL18_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,18,1
"BETALL18_HF_05","BETALL","18","HF","BETALL18_HF","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,38,NA,8,1
"BETALL18_HF_06","BETALL","18","HF","BETALL18_HF","CL2","15","12","chill2","BET",NA,NA,"-","-","missing","EB",36,3,3,NA,NA,NA,NA,NA,0
"BETALL18_HF_07","BETALL","18","HF","BETALL18_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,32,NA,20,1
"BETALL18_HF_08","BETALL","18","HF","BETALL18_HF","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,17,0
"BETALL18_HF_09","BETALL","18","HF","BETALL18_HF","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,41,NA,24,1
"BETALL18_HF_11","BETALL","18","HF","BETALL18_HF","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,15,1
"BETALL18_HF_12","BETALL","18","HF","BETALL18_HF","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,37,NA,13,1
"BETALL19_HF_01","BETALL","19","HF","BETALL19_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,29,NA,20,1
"BETALL19_HF_02","BETALL","19","HF","BETALL19_HF","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,15,1
"BETALL19_HF_03","BETALL","19","HF","BETALL19_HF","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,8,1
"BETALL19_HF_04","BETALL","19","HF","BETALL19_HF","WL2","20","12","chill2","BET",NA,NA,"0","-","","EB",36,3,3,0,NA,27,NA,14,1
"BETALL19_HF_05","BETALL","19","HF","BETALL19_HF","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,37,NA,13,1
"BETALL19_HF_06","BETALL","19","HF","BETALL19_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,27,NA,18,1
"BETALL19_HF_07","BETALL","19","HF","BETALL19_HF","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,13,1
"BETALL19_HF_09","BETALL","19","HF","BETALL19_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,18,1
"BETALL19_HF_10","BETALL","19","HF","BETALL19_HF","CL2","15","12","chill2","BET",NA,NA,"0","-","","EB",36,3,3,0,NA,30,NA,13,1
"BETALL19_HF_11","BETALL","19","HF","BETALL19_HF","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,13,1
"BETALL19_HF_12","BETALL","19","HF","BETALL19_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,42,NA,33,1
"BETALL20_HF_01","BETALL","20","HF","BETALL20_HF","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,17,NA,13,1
"BETALL20_HF_02","BETALL","20","HF","BETALL20_HF","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,13,1
"BETALL20_HF_03","BETALL","20","HF","BETALL20_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,26,1
"BETALL20_HF_04","BETALL","20","HF","BETALL20_HF","WL2","20","12","chill2","BET",NA,NA,"0","-","","EB",36,3,3,0,NA,27,NA,14,1
"BETALL20_HF_05","BETALL","20","HF","BETALL20_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,33,1
"BETALL20_HF_06","BETALL","20","HF","BETALL20_HF","CL2","15","12","chill2","BET",NA,NA,"0","-","","EB",36,3,3,0,NA,30,NA,13,1
"BETALL20_HF_07","BETALL","20","HF","BETALL20_HF","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,17,1
"BETALL20_HF_09","BETALL","20","HF","BETALL20_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,29,1
"BETALL20_HF_10","BETALL","20","HF","BETALL20_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,26,1
"BETALL20_HF_11","BETALL","20","HF","BETALL20_HF","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,24,1
"BETALL20_HF_12","BETALL","20","HF","BETALL20_HF","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,15,1
"BETLEN04_HF_01","BETLEN","4","HF","BETLEN04_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,61,NA,32,1
"BETLEN04_HF_02","BETLEN","4","HF","BETLEN04_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,39,1
"BETLEN04_HF_03","BETLEN","4","HF","BETLEN04_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,29,0
"BETLEN04_HF_04","BETLEN","4","HF","BETLEN04_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,56,NA,29,1
"BETLEN05_HF_01","BETLEN","5","HF","BETLEN05_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,43,NA,32,1
"BETLEN05_HF_02","BETLEN","5","HF","BETLEN05_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,75,NA,21,1
"BETLEN05_HF_03","BETLEN","5","HF","BETLEN05_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,34,1
"BETLEN05_HF_04","BETLEN","5","HF","BETLEN05_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,33,NA,26,1
"BETLEN06_HF_01","BETLEN","6","HF","BETLEN06_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,26,1
"BETLEN06_HF_02","BETLEN","6","HF","BETLEN06_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,27,1
"BETLEN06_HF_03","BETLEN","6","HF","BETLEN06_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,43,NA,32,1
"BETLEN06_HF_04","BETLEN","6","HF","BETLEN06_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,47,1
"BETLEN08_HF_01","BETLEN","8","HF","BETLEN08_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,43,NA,27,1
"BETLEN08_HF_02","BETLEN","8","HF","BETLEN08_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,20,1
"BETLEN08_HF_03","BETLEN","8","HF","BETLEN08_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,33,NA,26,1
"BETLEN08_HF_04","BETLEN","8","HF","BETLEN08_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,33,1
"BETLEN10_HF_01","BETLEN","10","HF","BETLEN10_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,29,1
"BETLEN10_HF_02","BETLEN","10","HF","BETLEN10_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,33,1
"BETLEN10_HF_03","BETLEN","10","HF","BETLEN10_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,43,NA,27,1
"BETLEN10_HF_04","BETLEN","10","HF","BETLEN10_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,32,1
"BETLEN11_HF_01","BETLEN","11","HF","BETLEN11_HF","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,26,1
"BETLEN11_HF_02","BETLEN","11","HF","BETLEN11_HF","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,27,1
"BETLEN11_HF_03","BETLEN","11","HF","BETLEN11_HF","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,33,1
"BETLEN11_HF_04","BETLEN","11","HF","BETLEN11_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,48,NA,29,1
"BETPAP04_SH_01","BETPAP","4","SH","BETPAP04_SH","CS0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,21,1
"BETPAP04_SH_02","BETPAP","4","SH","BETPAP04_SH","CL1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,13,1
"BETPAP04_SH_03","BETPAP","4","SH","BETPAP04_SH","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,32,1
"BETPAP04_SH_04","BETPAP","4","SH","BETPAP04_SH","WL1","20","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,17,NA,13,1
"BETPAP04_SH_05","BETPAP","4","SH","BETPAP04_SH","WL2","20","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,27,NA,14,1
"BETPAP04_SH_06","BETPAP","4","SH","BETPAP04_SH","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,44,NA,9,1
"BETPAP04_SH_07","BETPAP","4","SH","BETPAP04_SH","CS2","15","08","chill2","BET",NA,NA,"","","[not measured]","TS",36,3,3,NA,NA,30,NA,17,1
"BETPAP04_SH_08","BETPAP","4","SH","BETPAP04_SH","CL2","15","12","chill2","BET",NA,NA,"0","0","","EB",36,3,3,0,0,37,NA,23,1
"BETPAP04_SH_09","BETPAP","4","SH","BETPAP04_SH","WS2","20","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,31,NA,13,1
"BETPAP04_SH_10","BETPAP","4","SH","BETPAP04_SH","WS0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,18,1
"BETPAP04_SH_12","BETPAP","4","SH","BETPAP04_SH","WL0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,18,1
"BETPAP06_HF_01","BETPAP","6","HF","BETPAP06_HF","CS1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,0,0,23,NA,15,1
"BETPAP06_HF_02","BETPAP","6","HF","BETPAP06_HF","CS2","15","08","chill2","BET",NA,NA,"0","0","","TS",36,3,3,0,0,30,NA,17,1
"BETPAP06_HF_03","BETPAP","6","HF","BETPAP06_HF","CL0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,0,0,29,NA,20,1
