id,sp,rep,site,ind,treatcode,warm,photo,chill,gen,Term.fl,Lat.fl,Term.lf,Lat.lf,Comments,Observer,day,day.chill,dayuse,tleaf,lleaf,lday,fday,bday,nl
CORCOR05_SH_04,CORCOR,5,SH,CORCOR05_SH,WS0,20,8,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,27,27,18,1
CORCOR06_HF_02,CORCOR,6,HF,CORCOR06_HF,WL0,20,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,18,26,13,1
CORCOR06_HF_03,CORCOR,6,HF,CORCOR06_HF,CL0,15,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,29,34,20,1
CORCOR07_HF_01,CORCOR,7,HF,CORCOR07_HF,WL0,20,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,26,26,18,1
CORCOR07_HF_04,CORCOR,7,HF,CORCOR07_HF,CS0,15,8,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,42,13,33,1
CORCOR07_SH_02,CORCOR,7,SH,CORCOR07_SH,WL0,20,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,6,29,6,1
CORCOR08_HF_04,CORCOR,8,HF,CORCOR08_HF,WS0,20,8,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,34,12,27,1
CORCOR08_SH_01,CORCOR,8,SH,CORCOR08_SH,WL0,20,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,26,13,18,1
CORCOR08_SH_02,CORCOR,8,SH,CORCOR08_SH,CS0,15,8,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,39,33,13,1
CORCOR08_SH_03,CORCOR,8,SH,CORCOR08_SH,CL0,15,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,32,32,20,1
CORCOR09_HF_01,CORCOR,9,HF,CORCOR09_HF,WS0,20,8,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,27,27,18,1
CORCOR09_HF_02,CORCOR,9,HF,CORCOR09_HF,WL0,20,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,6,13,6,1
CORCOR09_HF_03,CORCOR,9,HF,CORCOR09_HF,CL0,15,12,chill0,COR,NA,NA,0,0,"Too many twigs at base of clipping, trimed 2",,1,-32,1,0,0,34,34,32,1
CORCOR09_HF_04,CORCOR,9,HF,CORCOR09_HF,CS0,15,8,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,53,13,33,1
CORCOR09_SH_02,CORCOR,9,SH,CORCOR09_SH,CS0,15,8,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,33,33,21,1
CORCOR09_SH_04,CORCOR,9,SH,CORCOR09_SH,WL0,20,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,6,33,6,1
CORCOR10_HF_01,CORCOR,10,HF,CORCOR10_HF,WS0,20,8,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,34,34,27,1
CORCOR10_HF_02,CORCOR,10,HF,CORCOR10_HF,CL0,15,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,40,34,29,1
CORCOR10_HF_03,CORCOR,10,HF,CORCOR10_HF,WL0,20,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,29,39,26,1
CORCOR10_SH_01,CORCOR,10,SH,CORCOR10_SH,WL0,20,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,26,26,18,1
CORCOR10_SH_02,CORCOR,10,SH,CORCOR10_SH,CS0,15,8,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,39,13,33,1
CORCOR11_SH_01,CORCOR,11,SH,CORCOR11_SH,CL0,15,12,chill0,COR,NA,NA,0,0,,,1,-32,1,0,0,32,34,20,1
HAMVIR11_HF_03,HAMVIR,11,HF,HAMVIR11_HF,WS0,20,8,chill0,HAM,NA,NA,0,0,,,1,-32,1,0,0,34,12,29,1
ILEMUC01_SH_01,ILEMUC,1,SH,ILEMUC01_SH,CL0,15,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,40,43,29,1
ILEMUC01_SH_02,ILEMUC,1,SH,ILEMUC01_SH,WL0,20,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,18,29,13,1
ILEMUC01_SH_03,ILEMUC,1,SH,ILEMUC01_SH,CL2,15,12,chill2,ILE,NA,NA,-,-,missing,EB,36,3,3,NA,NA,23,23,23,1
ILEMUC01_SH_04,ILEMUC,1,SH,ILEMUC01_SH,CL1,15,12,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,13,22,8,1
ILEMUC01_SH_05,ILEMUC,1,SH,ILEMUC01_SH,WS2,20,8,chill2,ILE,NA,NA,0,0,,TS,36,3,3,0,0,24,31,24,1
ILEMUC01_SH_06,ILEMUC,1,SH,ILEMUC01_SH,CS2,15,8,chill2,ILE,NA,NA,0,0,,TS,36,3,3,0,0,30,30,13,1
ILEMUC01_SH_08,ILEMUC,1,SH,ILEMUC01_SH,CS1,15,8,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,44,44,15,1
ILEMUC01_SH_09,ILEMUC,1,SH,ILEMUC01_SH,CS0,15,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,39,39,13,1
ILEMUC01_SH_10,ILEMUC,1,SH,ILEMUC01_SH,WS0,20,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,26,26,18,1
ILEMUC01_SH_11,ILEMUC,1,SH,ILEMUC01_SH,WL2,20,12,chill2,ILE,NA,NA,0,0,,EB,36,3,3,0,0,27,27,14,1
ILEMUC03_HF_01,ILEMUC,3,HF,ILEMUC03_HF,CS0,15,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,33,39,13,1
ILEMUC03_HF_02,ILEMUC,3,HF,ILEMUC03_HF,CS1,15,8,chill1,ILE,NA,NA,0,-,no lat?,TS,36,3,3,0,NA,30,30,15,1
ILEMUC03_HF_03,ILEMUC,3,HF,ILEMUC03_HF,WL1,20,12,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,13,13,8,1
ILEMUC03_HF_04,ILEMUC,3,HF,ILEMUC03_HF,WL0,20,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,13,29,13,1
ILEMUC03_HF_05,ILEMUC,3,HF,ILEMUC03_HF,CL0,15,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,29,29,20,1
ILEMUC03_HF_06,ILEMUC,3,HF,ILEMUC03_HF,CS2,15,8,chill2,ILE,NA,NA,0,0,,TS,36,3,3,0,0,30,30,13,1
ILEMUC03_HF_07,ILEMUC,3,HF,ILEMUC03_HF,CL2,15,12,chill2,ILE,NA,NA,0,0,,EB,36,3,3,0,0,23,30,13,1
ILEMUC03_HF_08,ILEMUC,3,HF,ILEMUC03_HF,WL2,20,12,chill2,ILE,NA,NA,0,0,,EB,36,3,3,0,0,27,27,14,1
ILEMUC03_HF_09,ILEMUC,3,HF,ILEMUC03_HF,WS2,20,8,chill2,ILE,NA,NA,0,0,,TS,36,3,3,0,0,24,31,13,1
ILEMUC03_HF_10,ILEMUC,3,HF,ILEMUC03_HF,WS0,20,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,18,27,12,1
ILEMUC03_HF_11,ILEMUC,3,HF,ILEMUC03_HF,CL1,15,12,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,17,22,8,1
ILEMUC03_SH_01,ILEMUC,3,SH,ILEMUC03_SH,CS1,15,8,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,44,44,23,1
ILEMUC03_SH_02,ILEMUC,3,SH,ILEMUC03_SH,CL0,15,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,29,34,20,1
ILEMUC03_SH_03,ILEMUC,3,SH,ILEMUC03_SH,WL0,20,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,26,26,13,1
ILEMUC03_SH_04,ILEMUC,3,SH,ILEMUC03_SH,WL2,20,12,chill2,ILE,NA,NA,0,-,,EB,36,3,3,0,NA,14,27,14,1
ILEMUC03_SH_06,ILEMUC,3,SH,ILEMUC03_SH,WL1,20,12,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,13,31,8,1
ILEMUC03_SH_07,ILEMUC,3,SH,ILEMUC03_SH,CL1,15,12,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,30,22,17,1
ILEMUC03_SH_08,ILEMUC,3,SH,ILEMUC03_SH,CS0,15,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,39,47,33,1
ILEMUC03_SH_09,ILEMUC,3,SH,ILEMUC03_SH,CS2,15,8,chill2,ILE,NA,NA,0,0,,TS,36,3,3,0,0,30,30,17,1
ILEMUC03_SH_10,ILEMUC,3,SH,ILEMUC03_SH,CL2,15,12,chill2,ILE,NA,NA,0,-,,EB,36,3,3,0,NA,23,23,13,1
ILEMUC03_SH_11,ILEMUC,3,SH,ILEMUC03_SH,WS0,20,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,27,27,18,1
ILEMUC03_SH_12,ILEMUC,3,SH,ILEMUC03_SH,WS2,20,8,chill2,ILE,NA,NA,0,0,,TS,36,3,3,0,0,24,41,24,1
ILEMUC05_HF_08,ILEMUC,5,HF,ILEMUC05_HF,WS0,20,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,18,27,18,1
ILEMUC06_HF_07,ILEMUC,6,HF,ILEMUC06_HF,CL0,15,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,43,34,34,1
ILEMUC06_SH_06,ILEMUC,6,SH,ILEMUC06_SH,WS0,20,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,27,34,12,1
ILEMUC07_HF_02,ILEMUC,7,HF,ILEMUC07_HF,CS0,15,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,39,42,13,1
ILEMUC07_HF_08,ILEMUC,7,HF,ILEMUC07_HF,CL1,15,12,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,22,22,8,1
ILEMUC07_SH_01,ILEMUC,7,SH,ILEMUC07_SH,CS0,15,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,33,39,21,1
ILEMUC07_SH_02,ILEMUC,7,SH,ILEMUC07_SH,WS0,20,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,26,26,13,1
ILEMUC07_SH_06,ILEMUC,7,SH,ILEMUC07_SH,CS2,15,8,chill2,ILE,NA,NA,0,0,,TS,36,3,3,0,0,23,30,13,1
ILEMUC07_SH_07,ILEMUC,7,SH,ILEMUC07_SH,CL0,15,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,32,32,20,1
ILEMUC07_SH_08,ILEMUC,7,SH,ILEMUC07_SH,CL1,15,12,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,13,22,8,1
ILEMUC07_SH_09,ILEMUC,7,SH,ILEMUC07_SH,WL1,20,12,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,13,24,8,1
ILEMUC07_SH_10,ILEMUC,7,SH,ILEMUC07_SH,CL2,15,12,chill2,ILE,NA,NA,0,0,,EB,36,3,3,0,0,23,23,13,1
ILEMUC07_SH_12,ILEMUC,7,SH,ILEMUC07_SH,WL0,20,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,18,26,13,1
ILEMUC08_HF_01,ILEMUC,8,HF,ILEMUC08_HF,CL2,15,12,chill2,ILE,NA,NA,0,0,,EB,36,3,3,0,0,30,37,13,1
ILEMUC08_HF_03,ILEMUC,8,HF,ILEMUC08_HF,CL0,15,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,32,32,20,1
ILEMUC08_HF_04,ILEMUC,8,HF,ILEMUC08_HF,CS2,15,8,chill2,ILE,NA,NA,1,1,,TS,36,3,3,1,1,44,52,13,1
ILEMUC08_HF_05,ILEMUC,8,HF,ILEMUC08_HF,CS1,15,8,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,30,30,15,1
ILEMUC08_HF_06,ILEMUC,8,HF,ILEMUC08_HF,WL0,20,12,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,18,18,13,1
ILEMUC08_HF_08,ILEMUC,8,HF,ILEMUC08_HF,WS0,20,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,27,27,18,1
ILEMUC08_HF_09,ILEMUC,8,HF,ILEMUC08_HF,WL1,20,12,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,13,13,8,1
ILEMUC08_HF_10,ILEMUC,8,HF,ILEMUC08_HF,CL1,15,12,chill1,ILE,NA,NA,0,0,,TS,36,3,3,0,0,13,22,8,1
ILEMUC08_HF_11,ILEMUC,8,HF,ILEMUC08_HF,CS0,15,8,chill0,ILE,NA,NA,0,0,,,1,-32,1,0,0,42,42,33,1
ILEMUC08_HF_12,ILEMUC,8,HF,ILEMUC08_HF,WL2,20,12,chill2,ILE,NA,NA,0,0,,EB,36,3,3,0,0,20,20,14,1
LONCAN01_SH_01,LONCAN,1,SH,LONCAN01_SH,WS0,20,8,chill0,LON,NA,NA,0,0,,,1,-32,1,0,0,18,34,12,1
LONCAN02_HF_04,LONCAN,2,HF,LONCAN02_HF,CS0,15,8,chill0,LON,NA,NA,0,0,,,1,-32,1,0,0,33,47,13,1
LONCAN05_HF_01,LONCAN,5,HF,LONCAN05_HF,CL0,15,12,chill0,LON,NA,NA,0,0,,,1,-32,1,0,0,29,34,20,1
LONCAN05_HF_02,LONCAN,5,HF,LONCAN05_HF,WS0,20,8,chill0,LON,NA,NA,0,0,,,1,-32,1,0,0,27,27,12,1
LONCAN05_HF_04,LONCAN,5,HF,LONCAN05_HF,CS0,15,8,chill0,LON,NA,NA,0,0,,,1,-32,1,0,0,39,33,21,1
LONCAN05_SH_01,LONCAN,5,SH,LONCAN05_SH,CL0,15,12,chill0,LON,NA,NA,0,0,,,1,-32,1,0,0,29,34,12,1
LONCAN05_SH_02,LONCAN,5,SH,LONCAN05_SH,WL0,20,12,chill0,LON,NA,NA,0,0,,,1,-32,1,0,0,18,33,13,1
LONCAN07_HF_04,LONCAN,7,HF,LONCAN07_HF,WS0,20,8,chill0,LON,NA,NA,0,0,,,1,-32,1,0,0,27,34,6,1
POPGRA01_SH_04,POPGRA,1,SH,POPGRA01_SH,WL2,20,12,chill2,POP,NA,NA,0,0,,EB,36,3,3,0,0,27,14,20,1
POPGRA03_HF_04,POPGRA,3,HF,POPGRA03_HF,CS0,15,8,chill0,POP,NA,NA,0,0,,,1,-32,1,0,0,68,33,13,1
POPGRA03_HF_06,POPGRA,3,HF,POPGRA03_HF,WL2,20,12,chill2,POP,NA,18,0,0,,EB,36,3,3,0,0,27,20,20,1
POPGRA03_HF_08,POPGRA,3,HF,POPGRA03_HF,WL1,20,12,chill1,POP,18,18,1,1,,TS,36,3,3,1,1,31,3,24,1
POPGRA03_HF_11,POPGRA,3,HF,POPGRA03_HF,CL1,15,12,chill1,POP,19,19,1,1,,TS,36,3,3,1,1,51,3,30,1
POPGRA05_HF_01,POPGRA,5,HF,POPGRA05_HF,WS2,20,8,chill2,POP,NA,NA,1,1,,TS,36,3,3,1,1,50,13,41,1
POPGRA05_HF_02,POPGRA,5,HF,POPGRA05_HF,WL0,20,12,chill0,POP,NA,NA,0,0,,,1,-32,1,0,0,47,13,39,1
POPGRA05_HF_03,POPGRA,5,HF,POPGRA05_HF,CS0,15,8,chill0,POP,NA,NA,0,0,,,1,-32,1,0,0,82,21,68,1
POPGRA05_HF_05,POPGRA,5,HF,POPGRA05_HF,CL1,15,12,chill1,POP,18,18,1,1,,TS,36,3,3,1,1,57,3,43,1
POPGRA05_HF_12,POPGRA,5,HF,POPGRA05_HF,WS0,20,8,chill0,POP,NA,NA,0,0,,,1,-32,1,0,0,56,18,40,1
POPGRA06_HF_01,POPGRA,6,HF,POPGRA06_HF,CL0,15,12,chill0,POP,NA,NA,0,0,,,1,-32,1,0,0,68,34,54,1
POPGRA06_HF_11,POPGRA,6,HF,POPGRA06_HF,WL1,20,12,chill1,POP,NA,NA,1,1,,TS,36,3,3,1,1,31,8,24,1
POPGRA07_HF_01,POPGRA,7,HF,POPGRA07_HF,CL1,15,12,chill1,POP,20,20,1,1,,TS,36,3,3,1,1,43,3,30,1
POPGRA07_HF_02,POPGRA,7,HF,POPGRA07_HF,CS1,15,8,chill1,POP,18,18,1,1,Male catkins,TS,36,3,3,1,1,52,3,44,1
POPGRA07_HF_03,POPGRA,7,HF,POPGRA07_HF,WS0,20,8,chill0,POP,NA,NA,0,0,"Water level needs to be kept high, 300ml+ due to shape of clipping",,1,-32,1,0,0,56,26,40,1
POPGRA07_HF_04,POPGRA,7,HF,POPGRA07_HF,WL0,20,12,chill0,POP,NA,NA,0,0,,,1,-32,1,0,0,6,13,6,1
POPGRA07_HF_06,POPGRA,7,HF,POPGRA07_HF,CL2,15,12,chill2,POP,NA,18,1,1,,EB,36,3,3,1,1,50,13,37,1
POPGRA07_HF_08,POPGRA,7,HF,POPGRA07_HF,WL1,20,12,chill1,POP,18,18,1,1,,TS,36,3,3,1,1,31,3,24,1
POPGRA07_HF_09,POPGRA,7,HF,POPGRA07_HF,CL0,15,12,chill0,POP,NA,NA,0,0,,,1,-32,1,0,0,68,20,68,1
POPGRA07_HF_11,POPGRA,7,HF,POPGRA07_HF,CS0,15,8,chill0,POP,NA,NA,0,0,,,1,-32,1,0,0,68,13,13,1
PRUPEN02_SH_01,PRUPEN,2,SH,PRUPEN02_SH,CS0,15,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,42,68,13,1
PRUPEN02_SH_02,PRUPEN,2,SH,PRUPEN02_SH,CL0,15,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,32,40,12,1
PRUPEN02_SH_04,PRUPEN,2,SH,PRUPEN02_SH,WL0,20,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,18,26,13,1
PRUPEN04_SH_01,PRUPEN,4,SH,PRUPEN04_SH,WL0,20,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,29,26,13,1
PRUPEN04_SH_04,PRUPEN,4,SH,PRUPEN04_SH,CS0,15,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,39,68,21,1
PRUPEN05_HF_01,PRUPEN,5,HF,PRUPEN05_HF,CL0,15,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,20,48,12,1
PRUPEN05_HF_02,PRUPEN,5,HF,PRUPEN05_HF,CS0,15,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,33,47,13,1
PRUPEN05_HF_03,PRUPEN,5,HF,PRUPEN05_HF,WL0,20,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,18,26,13,1
PRUPEN05_HF_04,PRUPEN,5,HF,PRUPEN05_HF,WS0,20,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,18,29,12,1
PRUPEN06_HF_02,PRUPEN,6,HF,PRUPEN06_HF,CS0,15,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,39,68,13,1
PRUPEN06_HF_03,PRUPEN,6,HF,PRUPEN06_HF,WL0,20,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,18,26,13,1
PRUPEN06_HF_04,PRUPEN,6,HF,PRUPEN06_HF,WS0,20,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,27,27,18,1
PRUPEN06_SH_01,PRUPEN,6,SH,PRUPEN06_SH,CL0,15,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,32,40,12,1
PRUPEN06_SH_03,PRUPEN,6,SH,PRUPEN06_SH,WL0,20,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,18,26,13,1
PRUPEN08_HF_02,PRUPEN,8,HF,PRUPEN08_HF,CS0,15,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,33,47,13,1
PRUPEN08_SH_02,PRUPEN,8,SH,PRUPEN08_SH,CL0,15,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,34,48,20,1
PRUPEN08_SH_03,PRUPEN,8,SH,PRUPEN08_SH,WS0,20,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,27,34,27,1
PRUPEN08_SH_04,PRUPEN,8,SH,PRUPEN08_SH,CS0,15,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,47,68,13,1
PRUPEN09_SH_01,PRUPEN,9,SH,PRUPEN09_SH,WS0,20,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,27,27,6,1
PRUPEN09_SH_02,PRUPEN,9,SH,PRUPEN09_SH,CL0,15,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,29,34,12,1
PRUPEN09_SH_03,PRUPEN,9,SH,PRUPEN09_SH,WL0,20,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,18,18,13,1
PRUPEN09_SH_04,PRUPEN,9,SH,PRUPEN09_SH,CS0,15,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,33,21,13,1
PRUPEN12_HF_02,PRUPEN,12,HF,PRUPEN12_HF,CL0,15,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,32,43,20,1
PRUPEN12_HF_03,PRUPEN,12,HF,PRUPEN12_HF,WL0,20,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,26,26,13,1
PRUPEN12_HF_04,PRUPEN,12,HF,PRUPEN12_HF,CS0,15,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,33,68,21,1
PRUPEN13_HF_01,PRUPEN,13,HF,PRUPEN13_HF,CS0,15,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,39,47,21,1
PRUPEN13_HF_02,PRUPEN,13,HF,PRUPEN13_HF,CL0,15,12,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,32,40,20,1
PRUPEN13_HF_03,PRUPEN,13,HF,PRUPEN13_HF,WS0,20,8,chill0,PRU,NA,NA,0,0,,,1,-32,1,0,0,27,34,12,1
QUERUB08_SH_02,QUERUB,8,SH,QUERUB08_SH,CL0,15,12,chill0,QUE,NA,NA,0,0,,,1,-32,1,0,0,68,74,68,1
RHOPRI03_HF_01,RHOPRI,3,HF,RHOPRI03_HF,CL0,15,12,chill0,RHO,NA,NA,0,0,,,1,-32,1,0,0,68,43,32,1
RHOPRI03_HF_04,RHOPRI,3,HF,RHOPRI03_HF,WL0,20,12,chill0,RHO,NA,NA,0,0,,,1,-32,1,0,0,47,39,13,1
RHOPRI04_HF_01,RHOPRI,4,HF,RHOPRI04_HF,WL0,20,12,chill0,RHO,NA,NA,0,0,,,1,-32,1,0,0,39,42,18,1
RHOPRI04_HF_03,RHOPRI,4,HF,RHOPRI04_HF,CL0,15,12,chill0,RHO,NA,NA,0,0,,,1,-32,1,0,0,61,34,29,1
