id,sp,rep,site,ind,treatcode,warm,photo,chill,gen,Term.fl,Lat.fl,Term.lf,Lat.lf,Comments,Observer,day,day.chill,dayuse,tleaf,lleaf,lday,fday,bday,nl
RHOPRI05_HF_01,RHOPRI,5,HF,RHOPRI05_HF,WS0,20,8,chill0,RHO,NA,NA,0,0,,,1,-32,1,0,0,56,68,34,1
RHOPRI05_HF_03,RHOPRI,5,HF,RHOPRI05_HF,CL0,15,12,chill0,RHO,NA,NA,0,0,,,1,-32,1,0,0,61,61,32,1
RHOPRI05_HF_04,RHOPRI,5,HF,RHOPRI05_HF,WL0,20,12,chill0,RHO,NA,NA,0,0,,,1,-32,1,0,0,42,39,29,1
RHOPRI08_HF_02,RHOPRI,8,HF,RHOPRI08_HF,CL0,15,12,chill0,RHO,NA,NA,0,0,,,1,-32,1,0,0,68,34,68,1
VACMYR03_SH_04,VACMYR,3,SH,VACMYR03_SH,WL0,20,12,chill0,VAC,NA,NA,0,0,,,1,-32,1,0,0,26,26,6,1
VACMYR04_HF_01,VACMYR,4,HF,VACMYR04_HF,CS0,15,8,chill0,VAC,NA,NA,0,0,,,1,-32,1,0,0,33,42,13,1
VACMYR05_HF_02,VACMYR,5,HF,VACMYR05_HF,WL0,20,12,chill0,VAC,NA,NA,0,0,,,1,-32,1,0,0,18,29,13,1
VIBCAS02_HF_01,VIBCAS,2,HF,VIBCAS02_HF,CL0,15,12,chill0,VIB,NA,NA,0,0,,,1,-32,1,0,0,68,48,12,1
VIBCAS04_SH_05,VIBCAS,4,SH,VIBCAS04_SH,WL0,20,12,chill0,VIB,NA,NA,0,0,,,1,-32,1,0,0,13,26,13,1
VIBCAS08_HF_05,VIBCAS,8,HF,VIBCAS08_HF,WS2,20,8,chill2,VIB,NA,NA,0,0,,TS,36,3,3,0,0,24,50,24,1
VIBCAS08_HF_08,VIBCAS,8,HF,VIBCAS08_HF,WL0,20,12,chill0,VIB,NA,NA,0,0,,,1,-32,1,0,0,13,18,13,1
VIBCAS08_SH_11,VIBCAS,8,SH,VIBCAS08_SH,WL2,20,12,chill2,VIB,NA,NA,0,0,,EB,36,3,3,0,0,14,14,14,1
VIBLAN04_HF_03,VIBLAN,4,HF,VIBLAN04_HF,CL1,15,12,chill1,VIB,NA,NA,0,0,,TS,36,3,3,0,0,57,22,57,1
VIBLAN09_HF_04,VIBLAN,9,HF,VIBLAN09_HF,CL0,15,12,chill0,VIB,NA,NA,0,0,,,1,-32,1,0,0,54,48,54,1
VIBLAN09_HF_09,VIBLAN,9,HF,VIBLAN09_HF,CS2,15,8,chill2,VIB,NA,0,0,0,,TS,36,3,3,0,0,30,52,30,1
VIBLAN10_HF_02,VIBLAN,10,HF,VIBLAN10_HF,CS0,15,8,chill0,VIB,NA,NA,0,0,,,1,-32,1,0,0,47,68,47,1
VIBLAN10_HF_05,VIBLAN,10,HF,VIBLAN10_HF,WS2,20,8,chill2,VIB,NA,NA,0,0,,TS,36,3,3,0,0,50,50,50,1
VIBLAN10_HF_11,VIBLAN,10,HF,VIBLAN10_HF,WL0,20,12,chill0,VIB,NA,NA,0,0,,,1,-32,1,0,0,33,29,33,1
ACERUB10_SH_12,ACERUB,12,SH,ACERUB10_SH,WS1,20,8,chill1,ACE,16,16,1,1,,TS,41,8,8,1,1,31,16,16,1
ILEMUC01_SH_12,ILEMUC,12,SH,ILEMUC01_SH,WS1,20,8,chill1,ILE,NA,NA,0,0,,TS,41,8,8,0,0,24,24,16,1
ILEMUC03_HF_12,ILEMUC,12,HF,ILEMUC03_HF,WS1,20,8,chill1,ILE,NA,NA,0,0,,TS,41,8,8,0,0,24,24,16,1
ILEMUC03_SH_05,ILEMUC,5,SH,ILEMUC03_SH,WS1,20,8,chill1,ILE,NA,NA,0,0,,TS,41,8,8,0,0,31,31,16,1
ILEMUC07_SH_03,ILEMUC,3,SH,ILEMUC07_SH,WS1,20,8,chill1,ILE,NA,NA,0,0,,TS,41,8,8,0,0,24,24,16,1
ILEMUC08_HF_07,ILEMUC,7,HF,ILEMUC08_HF,WS1,20,8,chill1,ILE,NA,NA,0,0,,TS,41,8,8,0,0,24,24,16,1
POPGRA06_HF_02,POPGRA,2,HF,POPGRA06_HF,WS1,20,8,chill1,POP,18,18,1,1,,TS,41,8,8,1,1,31,8,24,1
VIBLAN09_SH_06,VIBLAN,6,SH,VIBLAN09_SH,WS1,20,8,chill1,VIB,NA,NA,0,0,,TS,41,8,8,0,0,16,24,16,1
