"site","plot","event","year","doy","date","genus","species","scrub","varetc","cult"
"harvard",NA,"bbd","1993",124,1993-05-04,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1994",124,1994-05-04,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1995",128,1995-05-08,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1996",128,1996-05-07,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1997",125,1997-05-05,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1998",114,1998-04-24,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1999",123,1999-05-03,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2000",122,2000-05-01,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2001",122,2001-05-02,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2002",109,2002-04-19,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2003",125,2003-05-05,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2004",118,2004-04-27,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2005",112,2005-04-22,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2006",111,2006-04-21,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2007",124,2007-05-04,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2008",118,2008-04-27,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2009",117,2009-04-27,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2010",103,2010-04-13,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2011",119,2011-04-29,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2012",109,2012-04-18,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2013",122,2013-05-02,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","2014",132,2014-05-12,"Hamamelis","virginiana","0",NA,NA
"harvard",NA,"bbd","1990",124,1990-05-04,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1991",122,1991-05-02,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1992",135,1992-05-14,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1993",121,1993-05-01,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1994",124,1994-05-04,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1995",128,1995-05-08,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1996",122,1996-05-01,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1997",132,1997-05-12,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1998",114,1998-04-24,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1999",123,1999-05-03,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","2000",126,2000-05-05,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","2001",122,2001-05-02,"Ilex","verticillata","0",NA,NA
"harvard",NA,"bbd","1990",144,1990-05-24,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","1991",137,1991-05-17,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","1992",142,1992-05-21,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","1993",139,1993-05-19,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","1994",147,1994-05-27,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","1995",146,1995-05-26,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","1996",149,1996-05-28,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","1997",154,1997-06-03,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","1998",139,1998-05-19,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","1999",127,1999-05-07,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","2000",143,2000-05-22,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","2001",137,2001-05-17,"Kalmia","angustifolia","0",NA,NA
"harvard",NA,"bbd","1990",144,1990-05-24,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","1991",137,1991-05-17,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","1992",142,1992-05-21,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","1993",136,1993-05-16,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","1994",143,1994-05-23,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","1995",142,1995-05-22,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","1996",143,1996-05-22,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","1997",147,1997-05-27,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","1998",134,1998-05-14,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","1999",131,1999-05-11,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","2000",136,2000-05-15,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","2001",137,2001-05-17,"Kalmia","latifolia","0",NA,NA
"harvard",NA,"bbd","1990",131,1990-05-11,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","1991",130,1991-05-10,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","1992",140,1992-05-19,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","1993",118,1993-04-28,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","1994",130,1994-05-10,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","1995",132,1995-05-12,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","1996",122,1996-05-01,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","1997",136,1997-05-16,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","1998",128,1998-05-08,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","1999",131,1999-05-11,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","2000",129,2000-05-08,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","2001",125,2001-05-05,"Lyonia","ligustrina","0",NA,NA
"harvard",NA,"bbd","1990",118,1990-04-28,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1991",116,1991-04-26,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1992",129,1992-05-08,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1993",118,1993-04-28,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1994",118,1994-04-28,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1995",128,1995-05-08,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1996",116,1996-04-25,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1997",125,1997-05-05,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1998",108,1998-04-18,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1999",123,1999-05-03,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","2000",126,2000-05-05,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","2001",122,2001-05-02,"Nemopanthus","mucronata","2",NA,NA
"harvard",NA,"bbd","1990",134,1990-05-14,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1991",130,1991-05-10,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1992",142,1992-05-21,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1993",124,1993-05-04,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1994",139,1994-05-19,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1995",142,1995-05-22,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1996",138,1996-05-17,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1997",141,1997-05-21,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1998",128,1998-05-08,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1999",131,1999-05-11,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","2000",129,2000-05-08,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","2001",125,2001-05-05,"Nyssa","sylvatica","0",NA,NA
"harvard",NA,"bbd","1990",163,1990-06-12,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1991",151,1991-05-31,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1992",162,1992-06-10,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1993",153,1993-06-02,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1994",147,1994-05-27,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1995",164,1995-06-13,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1996",165,1996-06-13,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1997",167,1997-06-16,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1998",153,1998-06-02,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1999",154,1999-06-03,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","2000",159,2000-06-07,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","2001",156,2001-06-05,"Pinus","strobus","0",NA,NA
"harvard",NA,"bbd","1990",118,1990-04-28,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","1991",106,1991-04-16,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","1992",129,1992-05-08,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","1993",119,1993-04-29,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","1994",124,1994-05-04,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","1995",128,1995-05-08,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","1996",122,1996-05-01,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","1997",120,1997-04-30,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","1998",108,1998-04-18,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","1999",116,1999-04-26,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2000",126,2000-05-05,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2001",118,2001-04-28,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2002",109,2002-04-19,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2003",121,2003-05-01,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2004",118,2004-04-27,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2005",112,2005-04-22,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2006",111,2006-04-21,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2007",124,2007-05-04,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2008",114,2008-04-23,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2009",117,2009-04-27,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2010",98,2010-04-08,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2011",122,2011-05-02,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2012",109,2012-04-18,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2013",122,2013-05-02,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","2014",132,2014-05-12,"Populus","tremuloides","0",NA,NA
"harvard",NA,"bbd","1990",108,1990-04-18,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","1991",99,1991-04-09,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","1992",114,1992-04-23,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","1993",110,1993-04-20,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","1994",112,1994-04-22,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","1995",117,1995-04-27,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","1996",113,1996-04-22,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","1997",115,1997-04-25,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","1998",108,1998-04-18,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","1999",105,1999-04-15,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2000",104,2000-04-13,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2001",118,2001-04-28,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2002",106,2002-04-16,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2003",111,2003-04-21,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2004",110,2004-04-19,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2005",109,2005-04-19,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2006",107,2006-04-17,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2007",114,2007-04-24,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2008",114,2008-04-23,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2009",113,2009-04-23,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2010",98,2010-04-08,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2011",116,2011-04-26,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2012",89,2012-03-29,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2013",114,2013-04-24,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","2014",114,2014-04-24,"Prunus","serotina","0",NA,NA
"harvard",NA,"bbd","1990",131,1990-05-11,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","1991",122,1991-05-02,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","1992",140,1992-05-19,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","1993",124,1993-05-04,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","1994",139,1994-05-19,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","1995",132,1995-05-12,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","1996",135,1996-05-14,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","1997",136,1997-05-16,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","1998",124,1998-05-04,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","1999",131,1999-05-11,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2000",129,2000-05-08,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2001",125,2001-05-05,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2002",120,2002-04-30,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2003",135,2003-05-15,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2004",131,2004-05-10,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2005",134,2005-05-14,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2006",128,2006-05-08,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2007",131,2007-05-11,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2008",132,2008-05-11,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2009",121,2009-05-01,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2010",124,2010-05-04,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2011",130,2011-05-10,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2012",121,2012-04-30,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2013",126,2013-05-06,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","2014",135,2014-05-15,"Quercus","alba","0",NA,NA
"harvard",NA,"bbd","1990",127,1990-05-07,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1991",122,1991-05-02,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1992",135,1992-05-14,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1993",124,1993-05-04,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1994",124,1994-05-04,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1995",132,1995-05-12,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1996",128,1996-05-07,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1997",132,1997-05-12,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1998",108,1998-04-18,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1999",123,1999-05-03,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2000",129,2000-05-08,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2001",122,2001-05-02,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2002",109,2002-04-19,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2003",129,2003-05-09,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2004",121,2004-04-30,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2005",122,2005-05-02,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2006",124,2006-05-04,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2007",124,2007-05-04,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2008",118,2008-04-27,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2009",121,2009-05-01,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2010",110,2010-04-20,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2011",126,2011-05-06,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2012",109,2012-04-18,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2013",122,2013-05-02,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","2014",132,2014-05-12,"Quercus","rubra","0",NA,NA
"harvard",NA,"bbd","1990",131,1990-05-11,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1991",122,1991-05-02,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1992",140,1992-05-19,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1993",128,1993-05-08,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1994",139,1994-05-19,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1995",132,1995-05-12,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1996",135,1996-05-14,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1997",136,1997-05-16,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1998",119,1998-04-29,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1999",127,1999-05-07,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2000",129,2000-05-08,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2001",122,2001-05-02,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2002",109,2002-04-19,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2003",135,2003-05-15,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2004",125,2004-05-04,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2005",126,2005-05-06,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2006",124,2006-05-04,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2007",131,2007-05-11,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2008",122,2008-05-01,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2009",121,2009-05-01,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2010",113,2010-04-23,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2011",130,2011-05-10,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2012",115,2012-04-24,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2013",126,2013-05-06,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","2014",135,2014-05-15,"Quercus","velutina","0",NA,NA
"harvard",NA,"bbd","1990",131,1990-05-11,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","1991",127,1991-05-07,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","1992",140,1992-05-19,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","1993",124,1993-05-04,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","1994",130,1994-05-10,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","1995",132,1995-05-12,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","1996",122,1996-05-01,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","1997",136,1997-05-16,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","1998",124,1998-05-04,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","1999",127,1999-05-07,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","2000",122,2000-05-01,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","2001",125,2001-05-05,"Rhododendron","nudiflorum","0",NA,NA
"harvard",NA,"bbd","1990",118,1990-04-28,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","1991",80,1991-03-21,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","1992",111,1992-04-20,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","1993",110,1993-04-20,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","1994",105,1994-04-15,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","1995",117,1995-04-27,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","1996",100,1996-04-09,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","1997",98,1997-04-08,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","1998",108,1998-04-18,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","1999",92,1999-04-02,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","2000",87,2000-03-27,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","2001",109,2001-04-19,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","2002",106,2002-04-16,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","2003",105,2003-04-15,"Sambucus","pubens","0",NA,NA
"harvard",NA,"bbd","1990",150,1990-05-30,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","1991",140,1991-05-20,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","1992",147,1992-05-26,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","1993",139,1993-05-19,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","1994",147,1994-05-27,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","1995",142,1995-05-22,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","1996",149,1996-05-28,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","1997",147,1997-05-27,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","1998",134,1998-05-14,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","1999",141,1999-05-21,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","2000",132,2000-05-11,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","2001",145,2001-05-25,"Tsuga","canadensis","0",NA,NA
"harvard",NA,"bbd","1990",118,1990-04-28,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","1991",102,1991-04-12,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","1992",122,1992-05-01,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","1993",118,1993-04-28,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","1994",124,1994-05-04,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","1995",123,1995-05-03,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","1996",116,1996-04-25,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","1997",125,1997-05-05,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","1998",108,1998-04-18,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","1999",123,1999-05-03,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","2000",116,2000-04-25,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","2001",118,2001-04-28,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"bbd","1990",113,1990-04-23,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","1991",99,1991-04-09,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","1992",118,1992-04-27,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","1993",107,1993-04-17,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","1994",118,1994-04-28,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","1995",117,1995-04-27,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","1996",113,1996-04-22,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","1997",115,1997-04-25,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","1998",97,1998-04-07,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","1999",111,1999-04-21,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","2000",104,2000-04-13,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","2001",118,2001-04-28,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","2002",106,2002-04-16,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","2003",111,2003-04-21,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"bbd","1990",118,1990-04-28,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1991",112,1991-04-22,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1992",122,1992-05-01,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1993",114,1993-04-24,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1994",118,1994-04-28,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1995",123,1995-05-03,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1996",113,1996-04-22,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1997",120,1997-04-30,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1998",108,1998-04-18,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","1999",116,1999-04-26,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","2000",109,2000-04-18,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","2001",118,2001-04-28,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"bbd","2003",118,2003-04-28,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1990",138,1990-05-18,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1991",130,1991-05-10,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1992",140,1992-05-19,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1993",132,1993-05-12,"Acer","pensylvanicum","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Acer","pensylvanicum","0",NA,NA
