"Date","id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","tleaf","lleaf"
2015-02-06,"ACEPEN12_HF_02","ACEPEN","12","HF","ACEPEN12_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACEPEN12_HF_04","ACEPEN","12","HF","ACEPEN12_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACEPEN12_HF_06","ACEPEN","12","HF","ACEPEN12_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB05_SH_04","ACERUB","5","SH","ACERUB05_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB05_SH_07","ACERUB","5","SH","ACERUB05_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB05_SH_08","ACERUB","5","SH","ACERUB05_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB05_SH_10","ACERUB","5","SH","ACERUB05_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB06_SH_03","ACERUB","6","SH","ACERUB06_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB06_SH_04","ACERUB","6","SH","ACERUB06_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB06_SH_05","ACERUB","6","SH","ACERUB06_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB06_SH_09","ACERUB","6","SH","ACERUB06_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB07_SH_02","ACERUB","7","SH","ACERUB07_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB07_SH_04","ACERUB","7","SH","ACERUB07_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB07_SH_10","ACERUB","7","SH","ACERUB07_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB07_SH_11","ACERUB","7","SH","ACERUB07_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB08_SH_02","ACERUB","8","SH","ACERUB08_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB08_SH_03","ACERUB","8","SH","ACERUB08_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB08_SH_11","ACERUB","8","SH","ACERUB08_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB08_SH_12","ACERUB","8","SH","ACERUB08_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB09_SH_02","ACERUB","9","SH","ACERUB09_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB09_SH_03","ACERUB","9","SH","ACERUB09_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB09_SH_09","ACERUB","9","SH","ACERUB09_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB09_SH_10","ACERUB","9","SH","ACERUB09_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB10_HF_01","ACERUB","10","HF","ACERUB10_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB10_HF_04","ACERUB","10","HF","ACERUB10_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB10_HF_08","ACERUB","10","HF","ACERUB10_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB10_HF_12","ACERUB","10","HF","ACERUB10_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB10_SH_06","ACERUB","10","SH","ACERUB10_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB10_SH_07","ACERUB","10","SH","ACERUB10_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB10_SH_08","ACERUB","10","SH","ACERUB10_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB10_SH_09","ACERUB","10","SH","ACERUB10_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB11_HF_08","ACERUB","11","HF","ACERUB11_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB11_HF_09","ACERUB","11","HF","ACERUB11_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB11_HF_11","ACERUB","11","HF","ACERUB11_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB11_HF_12","ACERUB","11","HF","ACERUB11_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB13_HF_01","ACERUB","13","HF","ACERUB13_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB13_HF_03","ACERUB","13","HF","ACERUB13_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB13_HF_07","ACERUB","13","HF","ACERUB13_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB13_HF_08","ACERUB","13","HF","ACERUB13_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB14_HF_03","ACERUB","14","HF","ACERUB14_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB14_HF_05","ACERUB","14","HF","ACERUB14_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB14_HF_06","ACERUB","14","HF","ACERUB14_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB14_HF_08","ACERUB","14","HF","ACERUB14_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB99_HF_07","ACERUB","99","HF","ACERUB99_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB99_HF_08","ACERUB","99","HF","ACERUB99_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB99_HF_10","ACERUB","99","HF","ACERUB99_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACERUB99_HF_12","ACERUB","99","HF","ACERUB99_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC02_HF_01","ACESAC","2","HF","ACESAC02_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC02_HF_03","ACESAC","2","HF","ACESAC02_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC02_HF_07","ACESAC","2","HF","ACESAC02_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC02_HF_12","ACESAC","2","HF","ACESAC02_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC02_SH_04","ACESAC","2","SH","ACESAC02_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC02_SH_05","ACESAC","2","SH","ACESAC02_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC02_SH_07","ACESAC","2","SH","ACESAC02_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC02_SH_08","ACESAC","2","SH","ACESAC02_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC03_SH_01","ACESAC","3","SH","ACESAC03_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC03_SH_04","ACESAC","3","SH","ACESAC03_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC03_SH_05","ACESAC","3","SH","ACESAC03_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC03_SH_11","ACESAC","3","SH","ACESAC03_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC05_HF_01","ACESAC","5","HF","ACESAC05_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC05_HF_04","ACESAC","5","HF","ACESAC05_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC05_HF_07","ACESAC","5","HF","ACESAC05_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC05_HF_12","ACESAC","5","HF","ACESAC05_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC06_HF_03","ACESAC","6","HF","ACESAC06_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC06_HF_04","ACESAC","6","HF","ACESAC06_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC06_HF_05","ACESAC","6","HF","ACESAC06_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC06_HF_08","ACESAC","6","HF","ACESAC06_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC07_HF_02","ACESAC","7","HF","ACESAC07_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC07_HF_04","ACESAC","7","HF","ACESAC07_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC07_HF_08","ACESAC","7","HF","ACESAC07_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC07_HF_11","ACESAC","7","HF","ACESAC07_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC07_SH_01","ACESAC","7","SH","ACESAC07_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","Flask contains an extra Franig","",1,-32,1,0,0
2015-02-06,"ACESAC07_SH_08","ACESAC","7","SH","ACESAC07_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC07_SH_10","ACESAC","7","SH","ACESAC07_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC07_SH_11","ACESAC","7","SH","ACESAC07_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC09_SH_02","ACESAC","9","SH","ACESAC09_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC09_SH_03","ACESAC","9","SH","ACESAC09_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC09_SH_11","ACESAC","9","SH","ACESAC09_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC09_SH_12","ACESAC","9","SH","ACESAC09_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC10_HF_02","ACESAC","10","HF","ACESAC10_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC10_HF_05","ACESAC","10","HF","ACESAC10_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC10_HF_08","ACESAC","10","HF","ACESAC10_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC10_HF_10","ACESAC","10","HF","ACESAC10_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC10_SH_02","ACESAC","10","SH","ACESAC10_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC10_SH_05","ACESAC","10","SH","ACESAC10_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC10_SH_07","ACESAC","10","SH","ACESAC10_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC10_SH_08","ACESAC","10","SH","ACESAC10_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC99_HF_02","ACESAC","99","HF","ACESAC99_HF","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC99_HF_06","ACESAC","99","HF","ACESAC99_HF","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC99_HF_09","ACESAC","99","HF","ACESAC99_HF","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC99_HF_12","ACESAC","99","HF","ACESAC99_HF","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC99_SH_01","ACESAC","99","SH","ACESAC99_SH","WL0","warm","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC99_SH_02","ACESAC","99","SH","ACESAC99_SH","CL0","cool","long","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC99_SH_09","ACESAC","99","SH","ACESAC99_SH","WS0","warm","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ACESAC99_SH_12","ACESAC","99","SH","ACESAC99_SH","CS0","cool","short","chill0","ACE",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC01_HF_01","ALNINC","1","HF","ALNINC01_HF","WS0","warm","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC01_HF_02","ALNINC","1","HF","ALNINC01_HF","WL0","warm","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC01_HF_03","ALNINC","1","HF","ALNINC01_HF","CL0","cool","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC01_HF_04","ALNINC","1","HF","ALNINC01_HF","CS0","cool","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC01_SH_01","ALNINC","1","SH","ALNINC01_SH","WL0","warm","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC01_SH_02","ALNINC","1","SH","ALNINC01_SH","CL0","cool","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC01_SH_03","ALNINC","1","SH","ALNINC01_SH","CS0","cool","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC01_SH_04","ALNINC","1","SH","ALNINC01_SH","WS0","warm","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC02_HF_01","ALNINC","2","HF","ALNINC02_HF","WS0","warm","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC02_HF_02","ALNINC","2","HF","ALNINC02_HF","CL0","cool","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC02_HF_03","ALNINC","2","HF","ALNINC02_HF","WL0","warm","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC02_HF_04","ALNINC","2","HF","ALNINC02_HF","CS0","cool","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC02_SH_01","ALNINC","2","SH","ALNINC02_SH","CS0","cool","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC02_SH_02","ALNINC","2","SH","ALNINC02_SH","WS0","warm","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC02_SH_03","ALNINC","2","SH","ALNINC02_SH","CL0","cool","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC02_SH_04","ALNINC","2","SH","ALNINC02_SH","WL0","warm","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC04_HF_01","ALNINC","4","HF","ALNINC04_HF","WS0","warm","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC04_HF_02","ALNINC","4","HF","ALNINC04_HF","WL0","warm","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC04_HF_03","ALNINC","4","HF","ALNINC04_HF","CS0","cool","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC04_HF_04","ALNINC","4","HF","ALNINC04_HF","CL0","cool","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC04_SH_01","ALNINC","4","SH","ALNINC04_SH","CL0","cool","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC04_SH_02","ALNINC","4","SH","ALNINC04_SH","WL0","warm","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC04_SH_03","ALNINC","4","SH","ALNINC04_SH","CS0","cool","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC04_SH_04","ALNINC","4","SH","ALNINC04_SH","WS0","warm","short","chill0","ALN",NA,NA,"0","0","Missing","",1,-32,1,0,0
2015-02-06,"ALNINC05_HF_01","ALNINC","5","HF","ALNINC05_HF","CL0","cool","long","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
2015-02-06,"ALNINC05_HF_02","ALNINC","5","HF","ALNINC05_HF","WS0","warm","short","chill0","ALN",NA,NA,"0","0","","",1,-32,1,0,0
