"Date","id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","tleaf","lleaf"
2015-03-06,"ALNINC01_SH_01","ALNINC","1","SH","ALNINC01_SH","WL0","warm","long","chill0","ALN",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"ALNINC01_SH_02","ALNINC","1","SH","ALNINC01_SH","CL0","cool","long","chill0","ALN",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"ALNINC01_SH_04","ALNINC","1","SH","ALNINC01_SH","WS0","warm","short","chill0","ALN",NA,NA,"3","0","fraxinus","",29,-4,29,3,0
2015-03-06,"ALNINC02_HF_01","ALNINC","2","HF","ALNINC02_HF","WS0","warm","short","chill0","ALN",NA,NA,"0","1","","",29,-4,29,0,1
2015-03-06,"ALNINC02_HF_03","ALNINC","2","HF","ALNINC02_HF","WL0","warm","long","chill0","ALN",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"ALNINC02_SH_02","ALNINC","2","SH","ALNINC02_SH","WS0","warm","short","chill0","ALN",NA,NA,"4","4","","",29,-4,29,4,4
2015-03-06,"ALNINC02_SH_04","ALNINC","2","SH","ALNINC02_SH","WL0","warm","long","chill0","ALN",NA,NA,"4","5","","",29,-4,29,4,5
2015-03-06,"ALNINC04_HF_01","ALNINC","4","HF","ALNINC04_HF","WS0","warm","short","chill0","ALN",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"ALNINC04_HF_02","ALNINC","4","HF","ALNINC04_HF","WL0","warm","long","chill0","ALN",NA,NA,"5","7","leaves on alnus!","",29,-4,29,5,7
2015-03-06,"ALNINC04_HF_04","ALNINC","4","HF","ALNINC04_HF","CL0","cool","long","chill0","ALN",NA,NA,"4","1","","",29,-4,29,4,1
2015-03-06,"ALNINC04_SH_02","ALNINC","4","SH","ALNINC04_SH","WL0","warm","long","chill0","ALN",26,26,"1","5","","",29,-4,29,1,5
2015-03-06,"ALNINC04_SH_04","ALNINC","4","SH","ALNINC04_SH","WS0","warm","short","chill0","ALN",NA,NA,"-","-","missing","",29,-4,29,NA,NA
2015-03-06,"ALNINC05_HF_01","ALNINC","5","HF","ALNINC05_HF","CL0","cool","long","chill0","ALN",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"ALNINC05_HF_02","ALNINC","5","HF","ALNINC05_HF","WS0","warm","short","chill0","ALN",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"ALNINC05_HF_03","ALNINC","5","HF","ALNINC05_HF","WL0","warm","long","chill0","ALN",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"ALNINC05_SH_02","ALNINC","5","SH","ALNINC05_SH","WS0","warm","short","chill0","ALN",NA,NA,"-","5","no term?","",29,-4,29,NA,5
2015-03-06,"ALNINC05_SH_03","ALNINC","5","SH","ALNINC05_SH","WL0","warm","long","chill0","ALN",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"ALNINC05_SH_04","ALNINC","5","SH","ALNINC05_SH","CL0","cool","long","chill0","ALN",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"ALNINC06_SH_01","ALNINC","6","SH","ALNINC06_SH","CL0","cool","long","chill0","ALN",NA,NA,"3","4","","",29,-4,29,3,4
2015-03-06,"ALNINC06_SH_03","ALNINC","6","SH","ALNINC06_SH","WL0","warm","long","chill0","ALN",NA,NA,"3","5","","",29,-4,29,3,5
2015-03-06,"ALNINC06_SH_04","ALNINC","6","SH","ALNINC06_SH","WS0","warm","short","chill0","ALN",25,NA,"1","4","","",29,-4,29,1,4
2015-03-06,"ALNINC07_HF_02","ALNINC","7","HF","ALNINC07_HF","WS0","warm","short","chill0","ALN",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"ALNINC07_HF_03","ALNINC","7","HF","ALNINC07_HF","CL0","cool","long","chill0","ALN",NA,NA,"1","0","","",29,-4,29,1,0
2015-03-06,"ALNINC07_HF_04","ALNINC","7","HF","ALNINC07_HF","WL0","warm","long","chill0","ALN",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"ALNINC07_SH_01","ALNINC","7","SH","ALNINC07_SH","WL0","warm","long","chill0","ALN",NA,NA,"4","5","","",29,-4,29,4,5
2015-03-06,"ALNINC07_SH_02","ALNINC","7","SH","ALNINC07_SH","CL0","cool","long","chill0","ALN",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"ALNINC07_SH_04","ALNINC","7","SH","ALNINC07_SH","WS0","warm","short","chill0","ALN",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"ALNINC08_HF_01","ALNINC","8","HF","ALNINC08_HF","WS0","warm","short","chill0","ALN",NA,NA,"1","0","","",29,-4,29,1,0
2015-03-06,"ALNINC08_HF_02","ALNINC","8","HF","ALNINC08_HF","WL0","warm","long","chill0","ALN",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"ALNINC08_HF_03","ALNINC","8","HF","ALNINC08_HF","CL0","cool","long","chill0","ALN",NA,NA,"3","1","catkin starting to break bud","",29,-4,29,3,1
2015-03-06,"AROMEL04_HF_01","AROMEL","4","HF","AROMEL04_HF","WS0","warm","short","chill0","ARO",NA,NA,"7","4","","",29,-4,29,7,4
2015-03-06,"AROMEL04_HF_04","AROMEL","4","HF","AROMEL04_HF","WL0","warm","long","chill0","ARO",NA,NA,"7","7","","",29,-4,29,7,7
2015-03-06,"AROMEL06_HF_02","AROMEL","6","HF","AROMEL06_HF","WL0","warm","long","chill0","ARO",NA,NA,"-","-","missing","",29,-4,29,NA,NA
2015-03-06,"AROMEL06_HF_04","AROMEL","6","HF","AROMEL06_HF","WS0","warm","short","chill0","ARO",NA,NA,"-","-","","",29,-4,29,NA,NA
2015-03-06,"AROMEL08_HF_01","AROMEL","8","HF","AROMEL08_HF","WS0","warm","short","chill0","ARO",18,NA,"6","-","","",29,-4,29,6,NA
2015-03-06,"AROMEL08_HF_03","AROMEL","8","HF","AROMEL08_HF","WL0","warm","long","chill0","ARO",NA,NA,"6","7","","",29,-4,29,6,7
2015-03-06,"AROMEL08_HF_04","AROMEL","8","HF","AROMEL08_HF","CL0","cool","long","chill0","ARO",NA,NA,"6","6","","",29,-4,29,6,6
2015-03-06,"AROMEL11_HF_03","AROMEL","11","HF","AROMEL11_HF","WS0","warm","short","chill0","ARO",NA,NA,"7","7","","",29,-4,29,7,7
2015-03-06,"AROMEL11_HF_04","AROMEL","11","HF","AROMEL11_HF","WL0","warm","long","chill0","ARO",NA,NA,"8","7","","",29,-4,29,8,7
2015-03-06,"BETALL01_SH_07","BETALL","1","SH","BETALL01_SH","CL0","cool","long","chill0","BET",NA,NA,"6","5","","",29,-4,29,6,5
2015-03-06,"BETALL01_SH_10","BETALL","1","SH","BETALL01_SH","WS0","warm","short","chill0","BET",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"BETALL01_SH_12","BETALL","1","SH","BETALL01_SH","WL0","warm","long","chill0","BET",NA,NA,"4","6","","",29,-4,29,4,6
2015-03-06,"BETALL02_SH_01","BETALL","2","SH","BETALL02_SH","WL0","warm","long","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETALL02_SH_06","BETALL","2","SH","BETALL02_SH","WS0","warm","short","chill0","BET",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"BETALL03_SH_02","BETALL","3","SH","BETALL03_SH","WL0","warm","long","chill0","BET",NA,NA,"5","6","","",29,-4,29,5,6
2015-03-06,"BETALL03_SH_05","BETALL","3","SH","BETALL03_SH","WS0","warm","short","chill0","BET",NA,NA,"6","6","","",29,-4,29,6,6
2015-03-06,"BETALL08_SH_05","BETALL","8","SH","BETALL08_SH","WL0","warm","long","chill0","BET",NA,NA,"6","8","","",29,-4,29,6,8
2015-03-06,"BETALL08_SH_10","BETALL","8","SH","BETALL08_SH","WS0","warm","short","chill0","BET",16,16,"4","4","purple female fl","",29,-4,29,4,4
2015-03-06,"BETALL09_SH_02","BETALL","9","SH","BETALL09_SH","WS0","warm","short","chill0","BET",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"BETALL09_SH_06","BETALL","9","SH","BETALL09_SH","WL0","warm","long","chill0","BET",NA,NA,"4","4","","",29,-4,29,4,4
2015-03-06,"BETALL10_HF_04","BETALL","10","HF","BETALL10_HF","WL0","warm","long","chill0","BET",NA,NA,"5","7","","",29,-4,29,5,7
2015-03-06,"BETALL10_HF_10","BETALL","10","HF","BETALL10_HF","WS0","warm","short","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETALL10_SH_02","BETALL","10","SH","BETALL10_SH","WL0","warm","long","chill0","BET",NA,NA,"5","7","","",29,-4,29,5,7
2015-03-06,"BETALL10_SH_04","BETALL","10","SH","BETALL10_SH","WS0","warm","short","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETALL16_HF_02","BETALL","16","HF","BETALL16_HF","CL0","cool","long","chill0","BET",NA,NA,"6","5","","",29,-4,29,6,5
2015-03-06,"BETALL16_HF_06","BETALL","16","HF","BETALL16_HF","WL0","warm","long","chill0","BET",NA,NA,"5","7","","",29,-4,29,5,7
2015-03-06,"BETALL16_HF_07","BETALL","16","HF","BETALL16_HF","WS0","warm","short","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETALL17_HF_03","BETALL","17","HF","BETALL17_HF","WL0","warm","long","chill0","BET",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"BETALL17_HF_07","BETALL","17","HF","BETALL17_HF","CL0","cool","long","chill0","BET",NA,NA,"1","-","","",29,-4,29,1,NA
2015-03-06,"BETALL17_HF_10","BETALL","17","HF","BETALL17_HF","WS0","warm","short","chill0","BET",NA,NA,"-","5","","",29,-4,29,NA,5
2015-03-06,"BETALL18_HF_03","BETALL","18","HF","BETALL18_HF","WS0","warm","short","chill0","BET",NA,NA,"4","7","","",29,-4,29,4,7
2015-03-06,"BETALL18_HF_04","BETALL","18","HF","BETALL18_HF","WL0","warm","long","chill0","BET",NA,NA,"1","5","","",29,-4,29,1,5
2015-03-06,"BETALL19_HF_01","BETALL","19","HF","BETALL19_HF","CL0","cool","long","chill0","BET",NA,NA,"6","7","","",29,-4,29,6,7
2015-03-06,"BETALL19_HF_06","BETALL","19","HF","BETALL19_HF","WS0","warm","short","chill0","BET",NA,NA,"6","7","","",29,-4,29,6,7
2015-03-06,"BETALL19_HF_09","BETALL","19","HF","BETALL19_HF","WL0","warm","long","chill0","BET",NA,NA,"6","6","","",29,-4,29,6,6
2015-03-06,"BETALL20_HF_03","BETALL","20","HF","BETALL20_HF","WL0","warm","long","chill0","BET",NA,NA,"5","7","","",29,-4,29,5,7
2015-03-06,"BETALL20_HF_09","BETALL","20","HF","BETALL20_HF","CL0","cool","long","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETALL20_HF_10","BETALL","20","HF","BETALL20_HF","WS0","warm","short","chill0","BET",NA,NA,"1","4","","",29,-4,29,1,4
2015-03-06,"BETLEN04_HF_03","BETLEN","4","HF","BETLEN04_HF","WL0","warm","long","chill0","BET",NA,NA,"1","4","","",29,-4,29,1,4
2015-03-06,"BETLEN04_HF_04","BETLEN","4","HF","BETLEN04_HF","WS0","warm","short","chill0","BET",NA,NA,"4","4","","",29,-4,29,4,4
2015-03-06,"BETLEN05_HF_03","BETLEN","5","HF","BETLEN05_HF","WS0","warm","short","chill0","BET",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"BETLEN05_HF_04","BETLEN","5","HF","BETLEN05_HF","WL0","warm","long","chill0","BET",NA,NA,"4","5","","",29,-4,29,4,5
2015-03-06,"BETLEN06_HF_01","BETLEN","6","HF","BETLEN06_HF","WL0","warm","long","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETLEN06_HF_02","BETLEN","6","HF","BETLEN06_HF","WS0","warm","short","chill0","BET",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"BETLEN08_HF_01","BETLEN","8","HF","BETLEN08_HF","WS0","warm","short","chill0","BET",NA,NA,"4","4","","",29,-4,29,4,4
2015-03-06,"BETLEN08_HF_02","BETLEN","8","HF","BETLEN08_HF","CL0","cool","long","chill0","BET",NA,NA,"4","4","","",29,-4,29,4,4
2015-03-06,"BETLEN08_HF_03","BETLEN","8","HF","BETLEN08_HF","WL0","warm","long","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETLEN10_HF_01","BETLEN","10","HF","BETLEN10_HF","WL0","warm","long","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETLEN10_HF_03","BETLEN","10","HF","BETLEN10_HF","WS0","warm","short","chill0","BET",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"BETLEN11_HF_01","BETLEN","11","HF","BETLEN11_HF","WL0","warm","long","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETLEN11_HF_02","BETLEN","11","HF","BETLEN11_HF","WS0","warm","short","chill0","BET",NA,NA,"5","4","","",29,-4,29,5,4
2015-03-06,"BETLEN11_HF_04","BETLEN","11","HF","BETLEN11_HF","CL0","cool","long","chill0","BET",NA,NA,"4","4","","",29,-4,29,4,4
2015-03-06,"BETPAP04_SH_10","BETPAP","4","SH","BETPAP04_SH","WS0","warm","short","chill0","BET",NA,NA,"5","4","","",29,-4,29,5,4
2015-03-06,"BETPAP04_SH_12","BETPAP","4","SH","BETPAP04_SH","WL0","warm","long","chill0","BET",NA,NA,"4","7","","",29,-4,29,4,7
2015-03-06,"BETPAP06_HF_03","BETPAP","6","HF","BETPAP06_HF","CL0","cool","long","chill0","BET",NA,NA,"5","6","","",29,-4,29,5,6
2015-03-06,"BETPAP06_HF_09","BETPAP","6","HF","BETPAP06_HF","WS0","warm","short","chill0","BET",NA,NA,"6","8","","",29,-4,29,6,8
2015-03-06,"BETPAP06_HF_11","BETPAP","6","HF","BETPAP06_HF","WL0","warm","long","chill0","BET",NA,NA,"5","7","","",29,-4,29,5,7
2015-03-06,"BETPAP06_SH_03","BETPAP","6","SH","BETPAP06_SH","WL0","warm","long","chill0","BET",NA,NA,"6","6","","",29,-4,29,6,6
2015-03-06,"BETPAP06_SH_05","BETPAP","6","SH","BETPAP06_SH","WS0","warm","short","chill0","BET",NA,NA,"5","6","","",29,-4,29,5,6
2015-03-06,"BETPAP06_SH_06","BETPAP","6","SH","BETPAP06_SH","CL0","cool","long","chill0","BET",NA,NA,"4","4","","",29,-4,29,4,4
2015-03-06,"BETPAP07_HF_02","BETPAP","7","HF","BETPAP07_HF","WS0","warm","short","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETPAP07_HF_08","BETPAP","7","HF","BETPAP07_HF","WL0","warm","long","chill0","BET",NA,NA,"4","6","","",29,-4,29,4,6
2015-03-06,"BETPAP07_SH_03","BETPAP","7","SH","BETPAP07_SH","WL0","warm","long","chill0","BET",NA,NA,"6","6","","",29,-4,29,6,6
2015-03-06,"BETPAP07_SH_11","BETPAP","7","SH","BETPAP07_SH","WS0","warm","short","chill0","BET",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"BETPAP08_SH_03","BETPAP","8","SH","BETPAP08_SH","WS0","warm","short","chill0","BET",NA,NA,"4","4","","",29,-4,29,4,4
2015-03-06,"BETPAP08_SH_05","BETPAP","8","SH","BETPAP08_SH","WL0","warm","long","chill0","BET",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"BETPAP08_SH_07","BETPAP","8","SH","BETPAP08_SH","CL0","cool","long","chill0","BET",NA,NA,"1","0","","",29,-4,29,1,0
2015-03-06,"BETPAP09_HF_10","BETPAP","9","HF","BETPAP09_HF","WL0","warm","long","chill0","BET",NA,NA,"7","7","","",29,-4,29,7,7
2015-03-06,"BETPAP09_HF_11","BETPAP","9","HF","BETPAP09_HF","WS0","warm","short","chill0","BET",NA,NA,"1","0","","",29,-4,29,1,0
2015-03-06,"BETPAP09_SH_02","BETPAP","9","SH","BETPAP09_SH","WL0","warm","long","chill0","BET",NA,NA,"6","7","","",29,-4,29,6,7
2015-03-06,"BETPAP09_SH_08","BETPAP","9","SH","BETPAP09_SH","WS0","warm","short","chill0","BET",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"BETPAP10_SH_01","BETPAP","10","SH","BETPAP10_SH","WS0","warm","short","chill0","BET",NA,NA,"3","3","","",29,-4,29,3,3
2015-03-06,"BETPAP10_SH_08","BETPAP","10","SH","BETPAP10_SH","WL0","warm","long","chill0","BET",NA,NA,"","","","",29,-4,29,NA,NA
2015-03-06,"BETPAP13_HF_01","BETPAP","13","HF","BETPAP13_HF","WS0","warm","short","chill0","BET",NA,NA,"6","6","","",29,-4,29,6,6
2015-03-06,"BETPAP13_HF_06","BETPAP","13","HF","BETPAP13_HF","CL0","cool","long","chill0","BET",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"BETPAP13_HF_10","BETPAP","13","HF","BETPAP13_HF","WL0","warm","long","chill0","BET",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"BETPAP14_HF_02","BETPAP","14","HF","BETPAP14_HF","WL0","warm","long","chill0","BET",NA,NA,"-","7","no term","",29,-4,29,NA,7
2015-03-06,"BETPAP14_HF_03","BETPAP","14","HF","BETPAP14_HF","WS0","warm","short","chill0","BET",NA,NA,"5","6","","",29,-4,29,5,6
2015-03-06,"BETPAP15_HF_03","BETPAP","15","HF","BETPAP15_HF","WS0","warm","short","chill0","BET",NA,NA,"-","6","","",29,-4,29,NA,6
2015-03-06,"BETPAP15_HF_04","BETPAP","15","HF","BETPAP15_HF","WL0","warm","long","chill0","BET",NA,NA,"1","6","","",29,-4,29,1,6
2015-03-06,"CORCOR01_HF_01","CORCOR","1","HF","CORCOR01_HF","WL0","warm","long","chill0","COR",NA,NA,"-","-","missing","",29,-4,29,NA,NA
2015-03-06,"CORCOR01_HF_02","CORCOR","1","HF","CORCOR01_HF","WS0","warm","short","chill0","COR",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"CORCOR05_SH_02","CORCOR","5","SH","CORCOR05_SH","CL0","cool","long","chill0","COR",NA,NA,"6","7","","",29,-4,29,6,7
2015-03-06,"CORCOR05_SH_03","CORCOR","5","SH","CORCOR05_SH","WL0","warm","long","chill0","COR",NA,NA,"8","7","","",29,-4,29,8,7
2015-03-06,"CORCOR05_SH_04","CORCOR","5","SH","CORCOR05_SH","WS0","warm","short","chill0","COR",18,18,"7","7","","",29,-4,29,7,7
2015-03-06,"CORCOR06_HF_02","CORCOR","6","HF","CORCOR06_HF","WL0","warm","long","chill0","COR",19,19,"7","6","fl parts I think","",29,-4,29,7,6
2015-03-06,"CORCOR06_HF_03","CORCOR","6","HF","CORCOR06_HF","CL0","cool","long","chill0","COR",NA,NA,"6","6","","",29,-4,29,6,6
2015-03-06,"CORCOR06_HF_04","CORCOR","6","HF","CORCOR06_HF","WS0","warm","short","chill0","COR",NA,NA,"4","4","","",29,-4,29,4,4
2015-03-06,"CORCOR07_HF_01","CORCOR","7","HF","CORCOR07_HF","WL0","warm","long","chill0","COR",18,18,"6","7","","",29,-4,29,6,7
2015-03-06,"CORCOR07_HF_02","CORCOR","7","HF","CORCOR07_HF","CL0","cool","long","chill0","COR",NA,16,"6","6","purple hairs","",29,-4,29,6,6
2015-03-06,"CORCOR07_HF_03","CORCOR","7","HF","CORCOR07_HF","WS0","warm","short","chill0","COR",NA,NA,"1","6","","",29,-4,29,1,6
2015-03-06,"CORCOR07_SH_02","CORCOR","7","SH","CORCOR07_SH","WL0","warm","long","chill0","COR",18,18,"5","5","","",29,-4,29,5,5
2015-03-06,"CORCOR07_SH_03","CORCOR","7","SH","CORCOR07_SH","CL0","cool","long","chill0","COR",16,NA,"6","6","purble barely visible","",29,-4,29,6,6
2015-03-06,"CORCOR07_SH_04","CORCOR","7","SH","CORCOR07_SH","WS0","warm","short","chill0","COR",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"CORCOR08_HF_01","CORCOR","8","HF","CORCOR08_HF","WL0","warm","long","chill0","COR",NA,16,"4","1","","",29,-4,29,4,1
2015-03-06,"CORCOR08_HF_02","CORCOR","8","HF","CORCOR08_HF","CL0","cool","long","chill0","COR",NA,16,"4","4","purple hairs","",29,-4,29,4,4
2015-03-06,"CORCOR08_HF_04","CORCOR","8","HF","CORCOR08_HF","WS0","warm","short","chill0","COR",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"CORCOR08_SH_01","CORCOR","8","SH","CORCOR08_SH","WL0","warm","long","chill0","COR",19,19,"8","8","","",29,-4,29,8,8
2015-03-06,"CORCOR08_SH_04","CORCOR","8","SH","CORCOR08_SH","WS0","warm","short","chill0","COR",NA,NA,"7","7","","",29,-4,29,7,7
2015-03-06,"CORCOR09_HF_01","CORCOR","9","HF","CORCOR09_HF","WS0","warm","short","chill0","COR",16,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"CORCOR09_HF_02","CORCOR","9","HF","CORCOR09_HF","WL0","warm","long","chill0","COR",16,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"CORCOR09_SH_01","CORCOR","9","SH","CORCOR09_SH","WS0","warm","short","chill0","COR",NA,NA,"5","5","","",29,-4,29,5,5
2015-03-06,"CORCOR09_SH_04","CORCOR","9","SH","CORCOR09_SH","WL0","warm","long","chill0","COR",16,16,"6","5","","",29,-4,29,6,5
2015-03-06,"CORCOR10_HF_01","CORCOR","10","HF","CORCOR10_HF","WS0","warm","short","chill0","COR",NA,16,"4","4","","",29,-4,29,4,4
2015-03-06,"CORCOR10_HF_02","CORCOR","10","HF","CORCOR10_HF","CL0","cool","long","chill0","COR",NA,16,"5","5","purple hairs","",29,-4,29,5,5
2015-03-06,"CORCOR10_HF_03","CORCOR","10","HF","CORCOR10_HF","WL0","warm","long","chill0","COR",NA,NA,"5","6","","",29,-4,29,5,6
2015-03-06,"CORCOR10_SH_01","CORCOR","10","SH","CORCOR10_SH","WL0","warm","long","chill0","COR",19,19,"6","6","","",29,-4,29,6,6
2015-03-06,"CORCOR10_SH_03","CORCOR","10","SH","CORCOR10_SH","CL0","cool","long","chill0","COR",NA,25,"6","5","dry catkin","",29,-4,29,6,5
2015-03-06,"CORCOR10_SH_04","CORCOR","10","SH","CORCOR10_SH","WS0","warm","short","chill0","COR",NA,16,"5","6","","",29,-4,29,5,6
2015-03-06,"CORCOR11_SH_03","CORCOR","11","SH","CORCOR11_SH","WL0","warm","long","chill0","COR",NA,20,"6","7","","",29,-4,29,6,7
2015-03-06,"CORCOR11_SH_04","CORCOR","11","SH","CORCOR11_SH","WS0","warm","short","chill0","COR",NA,NA,"5","4","","",29,-4,29,5,4
2015-03-06,"FAGGRA02_SH_01","FAGGRA","2","SH","FAGGRA02_SH","WL0","warm","long","chill0","FAG",NA,NA,"1","2","","",29,-4,29,1,2
2015-03-06,"FAGGRA02_SH_02","FAGGRA","2","SH","FAGGRA02_SH","WS0","warm","short","chill0","FAG",NA,NA,"3","0","","",29,-4,29,3,0
2015-03-06,"FAGGRA03_HF_08","FAGGRA","3","HF","FAGGRA03_HF","WL0","warm","long","chill0","FAG",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"FAGGRA03_HF_11","FAGGRA","3","HF","FAGGRA03_HF","WS0","warm","short","chill0","FAG",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"FAGGRA04_SH_02","FAGGRA","4","SH","FAGGRA04_SH","WS0","warm","short","chill0","FAG",NA,NA,"6","1","","",29,-4,29,6,1
2015-03-06,"FAGGRA04_SH_09","FAGGRA","4","SH","FAGGRA04_SH","WL0","warm","long","chill0","FAG",NA,NA,"0","1","","",29,-4,29,0,1
2015-03-06,"FAGGRA05_SH_01","FAGGRA","5","SH","FAGGRA05_SH","CL0","cool","long","chill0","FAG",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"FAGGRA05_SH_04","FAGGRA","5","SH","FAGGRA05_SH","WS0","warm","short","chill0","FAG",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"FAGGRA05_SH_12","FAGGRA","5","SH","FAGGRA05_SH","WL0","warm","long","chill0","FAG",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"FAGGRA06_SH_05","FAGGRA","6","SH","FAGGRA06_SH","WL0","warm","long","chill0","FAG",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"FAGGRA06_SH_06","FAGGRA","6","SH","FAGGRA06_SH","WS0","warm","short","chill0","FAG",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"FAGGRA07_SH_02","FAGGRA","7","SH","FAGGRA07_SH","WS0","warm","short","chill0","FAG",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"FAGGRA07_SH_09","FAGGRA","7","SH","FAGGRA07_SH","WL0","warm","long","chill0","FAG",NA,NA,"1","2","","",29,-4,29,1,2
2015-03-06,"FAGGRA07_SH_10","FAGGRA","7","SH","FAGGRA07_SH","CL0","cool","long","chill0","FAG",NA,NA,"3","0","","",29,-4,29,3,0
2015-03-06,"FAGGRA08_SH_01","FAGGRA","8","SH","FAGGRA08_SH","WL0","warm","long","chill0","FAG",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"FAGGRA08_SH_05","FAGGRA","8","SH","FAGGRA08_SH","WS0","warm","short","chill0","FAG",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"FAGGRA09_HF_01","FAGGRA","9","HF","FAGGRA09_HF","WL0","warm","long","chill0","FAG",NA,NA,"2","2","","",29,-4,29,2,2
2015-03-06,"FAGGRA09_HF_09","FAGGRA","9","HF","FAGGRA09_HF","WS0","warm","short","chill0","FAG",NA,NA,"-","1","","",29,-4,29,NA,1
2015-03-06,"FAGGRA10_HF_01","FAGGRA","10","HF","FAGGRA10_HF","WS0","warm","short","chill0","FAG",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"FAGGRA10_HF_10","FAGGRA","10","HF","FAGGRA10_HF","WL0","warm","long","chill0","FAG",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"FAGGRA11_HF_02","FAGGRA","11","HF","FAGGRA11_HF","CL0","cool","long","chill0","FAG",NA,NA,"0","-","","",29,-4,29,0,NA
2015-03-06,"FAGGRA11_HF_04","FAGGRA","11","HF","FAGGRA11_HF","WS0","warm","short","chill0","FAG",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"FAGGRA11_HF_05","FAGGRA","11","HF","FAGGRA11_HF","WL0","warm","long","chill0","FAG",NA,NA,"1","1","","",29,-4,29,1,1
2015-03-06,"FAGGRA13_HF_09","FAGGRA","13","HF","FAGGRA13_HF","WL0","warm","long","chill0","FAG",NA,NA,"2","1","","",29,-4,29,2,1
2015-03-06,"FAGGRA13_HF_11","FAGGRA","13","HF","FAGGRA13_HF","WS0","warm","short","chill0","FAG",NA,NA,"0","0","","",29,-4,29,0,0
2015-03-06,"FAGGRA14_HF_03","FAGGRA","14","HF","FAGGRA14_HF","WS0","warm","short","chill0","FAG",16,NA,"7","7","","",29,-4,29,7,7
2015-03-06,"FAGGRA14_HF_06","FAGGRA","14","HF","FAGGRA14_HF","CL0","cool","long","chill0","FAG",NA,NA,"1","0","","",29,-4,29,1,0
2015-03-06,"FAGGRA14_HF_07","FAGGRA","14","HF","FAGGRA14_HF","WL0","warm","long","chill0","FAG",NA,NA,"1","0","","",29,-4,29,1,0
2015-03-06,"FRANIG01_HF_02","FRANIG","1","HF","FRANIG01_HF","WS0","warm","short","chill0","FRA",NA,NA,"-","-","missing","",29,-4,29,NA,NA
