"id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","lday","fday","bday"
"ALNINC07_SH_02","ALNINC","7","SH","ALNINC07_SH","CL0","15","08","chill0","ALN",NA,NA,"0","0","Terminal buds slightly peeling off, possibly sick","",1,-32,1,40,75,34
"ALNINC07_SH_03","ALNINC","7","SH","ALNINC07_SH","CS0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,53,75,33
"ALNINC07_SH_04","ALNINC","7","SH","ALNINC07_SH","WS0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,34,75,27
"ALNINC08_HF_01","ALNINC","8","HF","ALNINC08_HF","WS0","20","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,43,75,34
"ALNINC08_HF_02","ALNINC","8","HF","ALNINC08_HF","WL0","20","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,42,75,13
"ALNINC08_HF_03","ALNINC","8","HF","ALNINC08_HF","CL0","15","08","chill0","ALN",NA,NA,"0","0","","",1,-32,1,61,75,29
"ALNINC08_HF_04","ALNINC","8","HF","ALNINC08_HF","CS0","15","12","chill0","ALN",NA,NA,"0","0","","",1,-32,1,68,75,47
"AROMEL04_HF_01","AROMEL","4","HF","AROMEL04_HF","WS0","20","12","chill0","ARO",NA,NA,"0","0","","",1,-32,1,26,75,13
"AROMEL04_HF_02","AROMEL","4","HF","AROMEL04_HF","CS0","15","12","chill0","ARO",NA,NA,"0","0","","",1,-32,1,42,75,13
"AROMEL04_HF_03","AROMEL","4","HF","AROMEL04_HF","CL0","15","08","chill0","ARO",NA,NA,"0","0","","",1,-32,1,32,75,12
"AROMEL04_HF_04","AROMEL","4","HF","AROMEL04_HF","WL0","20","08","chill0","ARO",NA,NA,"0","0","","",1,-32,1,18,75,13
"AROMEL06_HF_01","AROMEL","6","HF","AROMEL06_HF","CS0","15","12","chill0","ARO",NA,NA,"0","0","Missing","",1,-32,1,75,75,75
"AROMEL06_HF_02","AROMEL","6","HF","AROMEL06_HF","WL0","20","08","chill0","ARO",NA,NA,"0","0","Missing","",1,-32,1,75,75,18
"AROMEL06_HF_03","AROMEL","6","HF","AROMEL06_HF","CL0","15","08","chill0","ARO",NA,NA,"0","0","Missing","",1,-32,1,75,75,75
"AROMEL06_HF_04","AROMEL","6","HF","AROMEL06_HF","WS0","20","12","chill0","ARO",NA,NA,"0","0","","",1,-32,1,75,75,75
"AROMEL08_HF_01","AROMEL","8","HF","AROMEL08_HF","WS0","20","12","chill0","ARO",NA,NA,"0","0","","",1,-32,1,27,75,12
"AROMEL08_HF_02","AROMEL","8","HF","AROMEL08_HF","CS0","15","12","chill0","ARO",NA,NA,"0","0","","",1,-32,1,39,42,13
"AROMEL08_HF_03","AROMEL","8","HF","AROMEL08_HF","WL0","20","08","chill0","ARO",NA,NA,"0","0","","",1,-32,1,26,75,13
"AROMEL08_HF_04","AROMEL","8","HF","AROMEL08_HF","CL0","15","08","chill0","ARO",NA,NA,"0","0","","",1,-32,1,29,43,12
"AROMEL11_HF_01","AROMEL","11","HF","AROMEL11_HF","CS0","15","12","chill0","ARO",NA,NA,"0","0","","",1,-32,1,42,75,21
"AROMEL11_HF_02","AROMEL","11","HF","AROMEL11_HF","CL0","15","08","chill0","ARO",NA,NA,"0","0","","",1,-32,1,32,75,12
"AROMEL11_HF_03","AROMEL","11","HF","AROMEL11_HF","WS0","20","12","chill0","ARO",NA,NA,"0","0","","",1,-32,1,27,75,12
"AROMEL11_HF_04","AROMEL","11","HF","AROMEL11_HF","WL0","20","08","chill0","ARO",NA,NA,"0","0","","",1,-32,1,18,75,13
"BETALL01_SH_01","BETALL","1","SH","BETALL01_SH","CS2","15","12","chill2","BET",NA,NA,"-","-","missing","TS",36,3,3,75,75,75
"BETALL01_SH_02","BETALL","1","SH","BETALL01_SH","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,17,75,13
"BETALL01_SH_03","BETALL","1","SH","BETALL01_SH","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,50,75,24
"BETALL01_SH_04","BETALL","1","SH","BETALL01_SH","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,38,75,13
"BETALL01_SH_05","BETALL","1","SH","BETALL01_SH","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,39
"BETALL01_SH_06","BETALL","1","SH","BETALL01_SH","CL2","15","08","chill2","BET",NA,NA,"-","-","missing","EB",36,3,3,75,75,75
"BETALL01_SH_07","BETALL","1","SH","BETALL01_SH","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,29,75,29
"BETALL01_SH_09","BETALL","1","SH","BETALL01_SH","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,9
"BETALL01_SH_10","BETALL","1","SH","BETALL01_SH","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,56,75,34
"BETALL01_SH_11","BETALL","1","SH","BETALL01_SH","WL2","20","08","chill2","BET",NA,NA,"0","-","","EB",36,3,3,27,75,14
"BETALL01_SH_12","BETALL","1","SH","BETALL01_SH","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,26,75,26
"BETALL02_SH_01","BETALL","2","SH","BETALL02_SH","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,39,75,26
"BETALL02_SH_02","BETALL","2","SH","BETALL02_SH","CS2","15","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,52,75,23
"BETALL02_SH_04","BETALL","2","SH","BETALL02_SH","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,17,75,13
"BETALL02_SH_05","BETALL","2","SH","BETALL02_SH","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,48,75,32
"BETALL02_SH_06","BETALL","2","SH","BETALL02_SH","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,56,75,34
"BETALL02_SH_07","BETALL","2","SH","BETALL02_SH","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,17
"BETALL02_SH_08","BETALL","2","SH","BETALL02_SH","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,52,75,23
"BETALL02_SH_09","BETALL","2","SH","BETALL02_SH","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,47
"BETALL02_SH_10","BETALL","2","SH","BETALL02_SH","WL2","20","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,14,75,14
"BETALL02_SH_11","BETALL","2","SH","BETALL02_SH","CL2","15","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,43,75,16
"BETALL02_SH_12","BETALL","2","SH","BETALL02_SH","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,31,75,24
"BETALL03_SH_02","BETALL","3","SH","BETALL03_SH","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,26,75,26
"BETALL03_SH_03","BETALL","3","SH","BETALL03_SH","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,17,75,13
"BETALL03_SH_04","BETALL","3","SH","BETALL03_SH","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,44,75,15
"BETALL03_SH_05","BETALL","3","SH","BETALL03_SH","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,27,75,27
"BETALL03_SH_06","BETALL","3","SH","BETALL03_SH","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,31,75,24
"BETALL03_SH_07","BETALL","3","SH","BETALL03_SH","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,40,75,32
"BETALL03_SH_08","BETALL","3","SH","BETALL03_SH","WL2","20","08","chill2","BET",NA,NA,"0","-","","EB",36,3,3,36,75,14
"BETALL03_SH_09","BETALL","3","SH","BETALL03_SH","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,13
"BETALL03_SH_10","BETALL","3","SH","BETALL03_SH","CS2","15","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,30,75,13
"BETALL03_SH_11","BETALL","3","SH","BETALL03_SH","CL2","15","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,37,75,16
"BETALL03_SH_12","BETALL","3","SH","BETALL03_SH","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,47,75,33
"BETALL08_SH_01","BETALL","8","SH","BETALL08_SH","CL2","15","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,30,75,13
"BETALL08_SH_02","BETALL","8","SH","BETALL08_SH","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,9
"BETALL08_SH_03","BETALL","8","SH","BETALL08_SH","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,42,75,33
"BETALL08_SH_04","BETALL","8","SH","BETALL08_SH","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,24,75,8
"BETALL08_SH_05","BETALL","8","SH","BETALL08_SH","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,26,75,18
"BETALL08_SH_06","BETALL","8","SH","BETALL08_SH","WS2","20","12","chill2","BET",NA,NA,"-","0","","TS",36,3,3,24,75,13
"BETALL08_SH_07","BETALL","8","SH","BETALL08_SH","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,17,75,13
"BETALL08_SH_08","BETALL","8","SH","BETALL08_SH","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,40,75,32
"BETALL08_SH_09","BETALL","8","SH","BETALL08_SH","CS2","15","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,44,75,13
"BETALL08_SH_10","BETALL","8","SH","BETALL08_SH","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,34,75,27
"BETALL08_SH_11","BETALL","8","SH","BETALL08_SH","WL2","20","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,20,75,20
"BETALL09_SH_01","BETALL","9","SH","BETALL09_SH","CS2","15","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,44,75,17
"BETALL09_SH_02","BETALL","9","SH","BETALL09_SH","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,40,75,34
"BETALL09_SH_03","BETALL","9","SH","BETALL09_SH","WL2","20","08","chill2","BET",NA,NA,"0","-","","EB",36,3,3,27,75,14
"BETALL09_SH_04","BETALL","9","SH","BETALL09_SH","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,15
"BETALL09_SH_05","BETALL","9","SH","BETALL09_SH","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,22,75,13
"BETALL09_SH_06","BETALL","9","SH","BETALL09_SH","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,39,75,29
"BETALL09_SH_07","BETALL","9","SH","BETALL09_SH","CL2","15","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,37,75,13
"BETALL09_SH_08","BETALL","9","SH","BETALL09_SH","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,42
"BETALL09_SH_09","BETALL","9","SH","BETALL09_SH","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,31,75,24
"BETALL09_SH_11","BETALL","9","SH","BETALL09_SH","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,48,75,32
"BETALL09_SH_12","BETALL","9","SH","BETALL09_SH","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,24,75,8
"BETALL10_HF_01","BETALL","10","HF","BETALL10_HF","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,75,75,23
"BETALL10_HF_02","BETALL","10","HF","BETALL10_HF","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,31,75,24
"BETALL10_HF_03","BETALL","10","HF","BETALL10_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,33
"BETALL10_HF_04","BETALL","10","HF","BETALL10_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,26,75,18
"BETALL10_HF_05","BETALL","10","HF","BETALL10_HF","WL2","20","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,36,75,14
"BETALL10_HF_06","BETALL","10","HF","BETALL10_HF","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,13
"BETALL10_HF_08","BETALL","10","HF","BETALL10_HF","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,38,75,13
"BETALL10_HF_09","BETALL","10","HF","BETALL10_HF","CS2","15","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,30,75,17
"BETALL10_HF_10","BETALL","10","HF","BETALL10_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,34,75,26
"BETALL10_HF_11","BETALL","10","HF","BETALL10_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,40,75,32
"BETALL10_HF_12","BETALL","10","HF","BETALL10_HF","CL2","15","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,37,75,23
"BETALL10_SH_01","BETALL","10","SH","BETALL10_SH","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,24,75,13
"BETALL10_SH_02","BETALL","10","SH","BETALL10_SH","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,29,75,26
"BETALL10_SH_03","BETALL","10","SH","BETALL10_SH","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,22,75,13
"BETALL10_SH_04","BETALL","10","SH","BETALL10_SH","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,34,75,26
"BETALL10_SH_05","BETALL","10","SH","BETALL10_SH","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,47,75,33
"BETALL10_SH_07","BETALL","10","SH","BETALL10_SH","CS2","15","12","chill2","BET",NA,NA,"-","0","","TS",36,3,3,30,75,13
"BETALL10_SH_08","BETALL","10","SH","BETALL10_SH","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,44,75,15
"BETALL10_SH_09","BETALL","10","SH","BETALL10_SH","WL2","20","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,27,75,14
"BETALL10_SH_10","BETALL","10","SH","BETALL10_SH","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,17,75,8
"BETALL10_SH_11","BETALL","10","SH","BETALL10_SH","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,40,75,32
"BETALL10_SH_12","BETALL","10","SH","BETALL10_SH","CL2","15","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,23,75,13
"BETALL16_HF_01","BETALL","16","HF","BETALL16_HF","CS2","15","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,30,75,17
"BETALL16_HF_02","BETALL","16","HF","BETALL16_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,29,75,20
"BETALL16_HF_03","BETALL","16","HF","BETALL16_HF","WL2","20","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,27,75,14
"BETALL16_HF_04","BETALL","16","HF","BETALL16_HF","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,24,75,13
"BETALL16_HF_05","BETALL","16","HF","BETALL16_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,53,75,33
"BETALL16_HF_06","BETALL","16","HF","BETALL16_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,26,75,18
"BETALL16_HF_07","BETALL","16","HF","BETALL16_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,34,75,26
"BETALL16_HF_08","BETALL","16","HF","BETALL16_HF","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,22,75,13
"BETALL16_HF_09","BETALL","16","HF","BETALL16_HF","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,15
"BETALL16_HF_10","BETALL","16","HF","BETALL16_HF","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,24,75,13
"BETALL16_HF_11","BETALL","16","HF","BETALL16_HF","CL2","15","08","chill2","BET",NA,NA,"0","-","","EB",36,3,3,30,75,13
"BETALL17_HF_01","BETALL","17","HF","BETALL17_HF","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,31,75,24
"BETALL17_HF_02","BETALL","17","HF","BETALL17_HF","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,24,75,13
"BETALL17_HF_03","BETALL","17","HF","BETALL17_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,75,75,75
"BETALL17_HF_04","BETALL","17","HF","BETALL17_HF","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,17
"BETALL17_HF_05","BETALL","17","HF","BETALL17_HF","CL2","15","08","chill2","BET",NA,NA,"0","-","","EB",36,3,3,30,75,23
"BETALL17_HF_06","BETALL","17","HF","BETALL17_HF","WL2","20","08","chill2","BET",NA,NA,"0","-","","EB",36,3,3,27,75,27
"BETALL17_HF_07","BETALL","17","HF","BETALL17_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,34,75,34
"BETALL17_HF_08","BETALL","17","HF","BETALL17_HF","CS2","15","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,44,75,23
"BETALL17_HF_10","BETALL","17","HF","BETALL17_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,34,75,27
"BETALL17_HF_11","BETALL","17","HF","BETALL17_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,39
"BETALL17_HF_12","BETALL","17","HF","BETALL17_HF","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,44,75,23
"BETALL18_HF_01","BETALL","18","HF","BETALL18_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,39,75,21
"BETALL18_HF_02","BETALL","18","HF","BETALL18_HF","WL2","20","08","chill2","BET",NA,NA,"-","-","missing","EB",36,3,3,75,75,75
"BETALL18_HF_03","BETALL","18","HF","BETALL18_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,27,75,27
"BETALL18_HF_04","BETALL","18","HF","BETALL18_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,26,75,18
"BETALL18_HF_05","BETALL","18","HF","BETALL18_HF","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,38,75,8
"BETALL18_HF_06","BETALL","18","HF","BETALL18_HF","CL2","15","08","chill2","BET",NA,NA,"-","-","missing","EB",36,3,3,75,75,75
"BETALL18_HF_07","BETALL","18","HF","BETALL18_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,32,75,20
"BETALL18_HF_08","BETALL","18","HF","BETALL18_HF","CS2","15","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,75,75,17
"BETALL18_HF_09","BETALL","18","HF","BETALL18_HF","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,41,75,24
"BETALL18_HF_11","BETALL","18","HF","BETALL18_HF","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,15
"BETALL18_HF_12","BETALL","18","HF","BETALL18_HF","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,37,75,13
"BETALL19_HF_01","BETALL","19","HF","BETALL19_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,29,75,20
"BETALL19_HF_02","BETALL","19","HF","BETALL19_HF","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,44,75,15
"BETALL19_HF_03","BETALL","19","HF","BETALL19_HF","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,31,75,8
"BETALL19_HF_04","BETALL","19","HF","BETALL19_HF","WL2","20","08","chill2","BET",NA,NA,"0","-","","EB",36,3,3,27,75,14
"BETALL19_HF_05","BETALL","19","HF","BETALL19_HF","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,37,75,13
"BETALL19_HF_06","BETALL","19","HF","BETALL19_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,27,75,18
"BETALL19_HF_07","BETALL","19","HF","BETALL19_HF","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,31,75,13
"BETALL19_HF_09","BETALL","19","HF","BETALL19_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,26,75,18
"BETALL19_HF_10","BETALL","19","HF","BETALL19_HF","CL2","15","08","chill2","BET",NA,NA,"0","-","","EB",36,3,3,30,75,13
"BETALL19_HF_11","BETALL","19","HF","BETALL19_HF","CS2","15","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,30,75,13
"BETALL19_HF_12","BETALL","19","HF","BETALL19_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,42,75,33
"BETALL20_HF_01","BETALL","20","HF","BETALL20_HF","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,17,75,13
"BETALL20_HF_02","BETALL","20","HF","BETALL20_HF","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,13
"BETALL20_HF_03","BETALL","20","HF","BETALL20_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,26,75,26
"BETALL20_HF_04","BETALL","20","HF","BETALL20_HF","WL2","20","08","chill2","BET",NA,NA,"0","-","","EB",36,3,3,27,75,14
"BETALL20_HF_05","BETALL","20","HF","BETALL20_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,33
"BETALL20_HF_06","BETALL","20","HF","BETALL20_HF","CL2","15","08","chill2","BET",NA,NA,"0","-","","EB",36,3,3,30,75,13
"BETALL20_HF_07","BETALL","20","HF","BETALL20_HF","CS2","15","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,30,75,17
"BETALL20_HF_09","BETALL","20","HF","BETALL20_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,40,75,29
"BETALL20_HF_10","BETALL","20","HF","BETALL20_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,34,75,26
"BETALL20_HF_11","BETALL","20","HF","BETALL20_HF","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,31,75,24
"BETALL20_HF_12","BETALL","20","HF","BETALL20_HF","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,44,75,15
"BETLEN04_HF_01","BETLEN","4","HF","BETLEN04_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,61,75,32
"BETLEN04_HF_02","BETLEN","4","HF","BETLEN04_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,39
"BETLEN04_HF_03","BETLEN","4","HF","BETLEN04_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,75,75,29
"BETLEN04_HF_04","BETLEN","4","HF","BETLEN04_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,56,75,29
"BETLEN05_HF_01","BETLEN","5","HF","BETLEN05_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,43,75,32
"BETLEN05_HF_02","BETLEN","5","HF","BETLEN05_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,75,75,21
"BETLEN05_HF_03","BETLEN","5","HF","BETLEN05_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,40,75,34
"BETLEN05_HF_04","BETLEN","5","HF","BETLEN05_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,33,75,26
"BETLEN06_HF_01","BETLEN","6","HF","BETLEN06_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,39,75,26
"BETLEN06_HF_02","BETLEN","6","HF","BETLEN06_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,40,75,27
"BETLEN06_HF_03","BETLEN","6","HF","BETLEN06_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,43,75,32
"BETLEN06_HF_04","BETLEN","6","HF","BETLEN06_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,47
"BETLEN08_HF_01","BETLEN","8","HF","BETLEN08_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,43,75,27
"BETLEN08_HF_02","BETLEN","8","HF","BETLEN08_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,40,75,20
"BETLEN08_HF_03","BETLEN","8","HF","BETLEN08_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,33,75,26
"BETLEN08_HF_04","BETLEN","8","HF","BETLEN08_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,33
"BETLEN10_HF_01","BETLEN","10","HF","BETLEN10_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,39,75,29
"BETLEN10_HF_02","BETLEN","10","HF","BETLEN10_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,33
"BETLEN10_HF_03","BETLEN","10","HF","BETLEN10_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,43,75,27
"BETLEN10_HF_04","BETLEN","10","HF","BETLEN10_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,32
"BETLEN11_HF_01","BETLEN","11","HF","BETLEN11_HF","WL0","20","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,39,75,26
"BETLEN11_HF_02","BETLEN","11","HF","BETLEN11_HF","WS0","20","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,40,75,27
"BETLEN11_HF_03","BETLEN","11","HF","BETLEN11_HF","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,33
"BETLEN11_HF_04","BETLEN","11","HF","BETLEN11_HF","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,48,75,29
"BETPAP04_SH_01","BETPAP","4","SH","BETPAP04_SH","CS0","15","12","chill0","BET",NA,NA,"0","0","","",1,-32,1,68,75,21
"BETPAP04_SH_02","BETPAP","4","SH","BETPAP04_SH","CL1","15","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,30,75,13
"BETPAP04_SH_03","BETPAP","4","SH","BETPAP04_SH","CL0","15","08","chill0","BET",NA,NA,"0","0","","",1,-32,1,34,75,32
"BETPAP04_SH_04","BETPAP","4","SH","BETPAP04_SH","WL1","20","08","chill1","BET",NA,NA,"0","0","","TS",36,3,3,17,75,13
"BETPAP04_SH_05","BETPAP","4","SH","BETPAP04_SH","WL2","20","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,27,75,14
"BETPAP04_SH_06","BETPAP","4","SH","BETPAP04_SH","CS1","15","12","chill1","BET",NA,NA,"0","0","","TS",36,3,3,44,75,9
"BETPAP04_SH_07","BETPAP","4","SH","BETPAP04_SH","CS2","15","12","chill2","BET",NA,NA,"","","[not measured]","TS",36,3,3,30,75,17
"BETPAP04_SH_08","BETPAP","4","SH","BETPAP04_SH","CL2","15","08","chill2","BET",NA,NA,"0","0","","EB",36,3,3,37,75,23
"BETPAP04_SH_09","BETPAP","4","SH","BETPAP04_SH","WS2","20","12","chill2","BET",NA,NA,"0","0","","TS",36,3,3,31,75,13
