"id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","lday","fday","bday"
"ACEPEN03_HF_10","ACEPEN","3","HF","ACEPEN03_HF","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,40,75,18
"ACEPEN03_HF_11","ACEPEN","3","HF","ACEPEN03_HF","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,50,75,13
"ACEPEN03_HF_12","ACEPEN","3","HF","ACEPEN03_HF","CS1","15","12","chill1","ACE",NA,NA,"1","3","","TS",36,3,3,75,75,3
"ACEPEN04_HF_01","ACEPEN","4","HF","ACEPEN04_HF","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,27,75,14
"ACEPEN04_HF_02","ACEPEN","4","HF","ACEPEN04_HF","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,48,75,20
"ACEPEN04_HF_03","ACEPEN","4","HF","ACEPEN04_HF","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,68,75,18
"ACEPEN04_HF_05","ACEPEN","4","HF","ACEPEN04_HF","CL1","15","08","chill1","ACE",NA,NA,"3","0","","TS",36,3,3,37,75,3
"ACEPEN04_HF_06","ACEPEN","4","HF","ACEPEN04_HF","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,75,75,21
"ACEPEN04_HF_07","ACEPEN","4","HF","ACEPEN04_HF","CS2","15","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,75
"ACEPEN04_HF_08","ACEPEN","4","HF","ACEPEN04_HF","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,44,75,9
"ACEPEN04_HF_09","ACEPEN","4","HF","ACEPEN04_HF","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,31,75,13
"ACEPEN04_HF_10","ACEPEN","4","HF","ACEPEN04_HF","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,31,75,8
"ACEPEN04_HF_11","ACEPEN","4","HF","ACEPEN04_HF","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,29,75,13
"ACEPEN04_HF_12","ACEPEN","4","HF","ACEPEN04_HF","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,75,75,13
"ACEPEN04_SH_01","ACEPEN","4","SH","ACEPEN04_SH","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,75,75,14
"ACEPEN04_SH_02","ACEPEN","4","SH","ACEPEN04_SH","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,42,75,13
"ACEPEN04_SH_03","ACEPEN","4","SH","ACEPEN04_SH","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,43,75,13
"ACEPEN04_SH_04","ACEPEN","4","SH","ACEPEN04_SH","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,15
"ACEPEN04_SH_05","ACEPEN","4","SH","ACEPEN04_SH","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,40,75,18
"ACEPEN04_SH_06","ACEPEN","4","SH","ACEPEN04_SH","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,37,75,13
"ACEPEN04_SH_07","ACEPEN","4","SH","ACEPEN04_SH","CS2","15","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,13
"ACEPEN04_SH_08","ACEPEN","4","SH","ACEPEN04_SH","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,31,75,13
"ACEPEN04_SH_09","ACEPEN","4","SH","ACEPEN04_SH","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,50,75,24
"ACEPEN04_SH_11","ACEPEN","4","SH","ACEPEN04_SH","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,68,75,21
"ACEPEN04_SH_12","ACEPEN","4","SH","ACEPEN04_SH","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,54,75,32
"ACEPEN06_SH_01","ACEPEN","6","SH","ACEPEN06_SH","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,33,75,18
"ACEPEN06_SH_02","ACEPEN","6","SH","ACEPEN06_SH","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,27,75,20
"ACEPEN06_SH_03","ACEPEN","6","SH","ACEPEN06_SH","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,40,75,18
"ACEPEN06_SH_04","ACEPEN","6","SH","ACEPEN06_SH","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,82,75,21
"ACEPEN06_SH_05","ACEPEN","6","SH","ACEPEN06_SH","CS2","15","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,44,75,13
"ACEPEN06_SH_06","ACEPEN","6","SH","ACEPEN06_SH","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,51,43,8
"ACEPEN06_SH_07","ACEPEN","6","SH","ACEPEN06_SH","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,44,75,9
"ACEPEN06_SH_08","ACEPEN","6","SH","ACEPEN06_SH","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,8
"ACEPEN06_SH_09","ACEPEN","6","SH","ACEPEN06_SH","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,30,75,13
"ACEPEN06_SH_10","ACEPEN","6","SH","ACEPEN06_SH","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,48,75,20
"ACEPEN06_SH_11","ACEPEN","6","SH","ACEPEN06_SH","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,13
"ACEPEN07_SH_01","ACEPEN","7","SH","ACEPEN07_SH","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,23
"ACEPEN07_SH_02","ACEPEN","7","SH","ACEPEN07_SH","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,41,75,24
"ACEPEN07_SH_03","ACEPEN","7","SH","ACEPEN07_SH","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,75,75,16
"ACEPEN07_SH_04","ACEPEN","7","SH","ACEPEN07_SH","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,13
"ACEPEN07_SH_05","ACEPEN","7","SH","ACEPEN07_SH","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,82,75,39
"ACEPEN07_SH_07","ACEPEN","7","SH","ACEPEN07_SH","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,61,75,32
"ACEPEN07_SH_08","ACEPEN","7","SH","ACEPEN07_SH","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,75,36,14
"ACEPEN07_SH_09","ACEPEN","7","SH","ACEPEN07_SH","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,40,75,27
"ACEPEN07_SH_10","ACEPEN","7","SH","ACEPEN07_SH","CS2","15","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,17
"ACEPEN07_SH_11","ACEPEN","7","SH","ACEPEN07_SH","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,17
"ACEPEN07_SH_12","ACEPEN","7","SH","ACEPEN07_SH","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,42,75,26
"ACEPEN08_SH_01","ACEPEN","8","SH","ACEPEN08_SH","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,56,75,27
"ACEPEN08_SH_02","ACEPEN","8","SH","ACEPEN08_SH","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,57,75,13
"ACEPEN08_SH_03","ACEPEN","8","SH","ACEPEN08_SH","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,82,75,32
"ACEPEN08_SH_04","ACEPEN","8","SH","ACEPEN08_SH","CS2","15","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,13
"ACEPEN08_SH_05","ACEPEN","8","SH","ACEPEN08_SH","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,52,75,15
"ACEPEN08_SH_06","ACEPEN","8","SH","ACEPEN08_SH","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,82,75,39
"ACEPEN08_SH_07","ACEPEN","8","SH","ACEPEN08_SH","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,50,75,13
"ACEPEN08_SH_09","ACEPEN","8","SH","ACEPEN08_SH","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,31,75,13
"ACEPEN08_SH_10","ACEPEN","8","SH","ACEPEN08_SH","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,27,75,14
"ACEPEN08_SH_11","ACEPEN","8","SH","ACEPEN08_SH","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,41,75,24
"ACEPEN08_SH_12","ACEPEN","8","SH","ACEPEN08_SH","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,39,39,18
"ACEPEN09_SH_01","ACEPEN","9","SH","ACEPEN09_SH","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,44,75,9
"ACEPEN09_SH_02","ACEPEN","9","SH","ACEPEN09_SH","CS2","15","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,52,75,13
"ACEPEN09_SH_03","ACEPEN","9","SH","ACEPEN09_SH","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,75,75,13
"ACEPEN09_SH_04","ACEPEN","9","SH","ACEPEN09_SH","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,40,43,18
"ACEPEN09_SH_05","ACEPEN","9","SH","ACEPEN09_SH","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,48,75,20
"ACEPEN09_SH_06","ACEPEN","9","SH","ACEPEN09_SH","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,75,75,14
"ACEPEN09_SH_07","ACEPEN","9","SH","ACEPEN09_SH","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,68,75,33
"ACEPEN09_SH_08","ACEPEN","9","SH","ACEPEN09_SH","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,41,75,13
"ACEPEN09_SH_10","ACEPEN","9","SH","ACEPEN09_SH","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,30,75,8
"ACEPEN09_SH_11","ACEPEN","9","SH","ACEPEN09_SH","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,37,75,13
"ACEPEN09_SH_12","ACEPEN","9","SH","ACEPEN09_SH","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,38,75,13
"ACEPEN11_HF_01","ACEPEN","11","HF","ACEPEN11_HF","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,41,75,24
"ACEPEN11_HF_02","ACEPEN","11","HF","ACEPEN11_HF","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,37,75,13
"ACEPEN11_HF_03","ACEPEN","11","HF","ACEPEN11_HF","WL1","20","08","chill1","ACE",NA,NA,NA,NA,"no data","TS",36,3,3,31,75,13
"ACEPEN11_HF_04","ACEPEN","11","HF","ACEPEN11_HF","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,68,75,33
"ACEPEN11_HF_05","ACEPEN","11","HF","ACEPEN11_HF","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,36,75,14
"ACEPEN11_HF_06","ACEPEN","11","HF","ACEPEN11_HF","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,39,75,6
"ACEPEN11_HF_07","ACEPEN","11","HF","ACEPEN11_HF","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,75,75,26
"ACEPEN11_HF_08","ACEPEN","11","HF","ACEPEN11_HF","CS2","15","12","chill2","ACE",NA,NA,"","","[not measured]","TS",36,3,3,44,75,17
"ACEPEN11_HF_09","ACEPEN","11","HF","ACEPEN11_HF","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,30,75,13
"ACEPEN11_HF_11","ACEPEN","11","HF","ACEPEN11_HF","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,23
"ACEPEN11_HF_12","ACEPEN","11","HF","ACEPEN11_HF","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,48,75,32
"ACEPEN11_SH_01","ACEPEN","11","SH","ACEPEN11_SH","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,41,75,24
"ACEPEN11_SH_02","ACEPEN","11","SH","ACEPEN11_SH","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,17
"ACEPEN11_SH_03","ACEPEN","11","SH","ACEPEN11_SH","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,31,75,8
"ACEPEN11_SH_04","ACEPEN","11","SH","ACEPEN11_SH","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,50,75,13
"ACEPEN11_SH_05","ACEPEN","11","SH","ACEPEN11_SH","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,48,75,20
"ACEPEN11_SH_07","ACEPEN","11","SH","ACEPEN11_SH","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,15
"ACEPEN11_SH_08","ACEPEN","11","SH","ACEPEN11_SH","CS2","15","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,52,75,13
"ACEPEN11_SH_09","ACEPEN","11","SH","ACEPEN11_SH","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,75,75,26
"ACEPEN11_SH_10","ACEPEN","11","SH","ACEPEN11_SH","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,75,75,27
"ACEPEN11_SH_11","ACEPEN","11","SH","ACEPEN11_SH","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,68,75,33
"ACEPEN11_SH_12","ACEPEN","11","SH","ACEPEN11_SH","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,43,75,26
"ACEPEN12_HF_01","ACEPEN","12","HF","ACEPEN12_HF","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,33,75,26
"ACEPEN12_HF_02","ACEPEN","12","HF","ACEPEN12_HF","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,48,75,20
"ACEPEN12_HF_03","ACEPEN","12","HF","ACEPEN12_HF","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,43,43,8
"ACEPEN12_HF_04","ACEPEN","12","HF","ACEPEN12_HF","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,68,82,33
"ACEPEN12_HF_05","ACEPEN","12","HF","ACEPEN12_HF","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,75,75,13
"ACEPEN12_HF_06","ACEPEN","12","HF","ACEPEN12_HF","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,40,75,18
"ACEPEN12_HF_07","ACEPEN","12","HF","ACEPEN12_HF","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,75,75,14
"ACEPEN12_HF_08","ACEPEN","12","HF","ACEPEN12_HF","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,50,75,24
"ACEPEN12_HF_10","ACEPEN","12","HF","ACEPEN12_HF","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,52,75,9
"ACEPEN12_HF_11","ACEPEN","12","HF","ACEPEN12_HF","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,31,31,8
"ACEPEN12_HF_12","ACEPEN","12","HF","ACEPEN12_HF","CS2","15","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,17
"ACERUB05_SH_01","ACERUB","5","SH","ACERUB05_SH","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,52,75,44
"ACERUB05_SH_02","ACERUB","5","SH","ACERUB05_SH","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,43,75,30
"ACERUB05_SH_03","ACERUB","5","SH","ACERUB05_SH","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,56,75,31
"ACERUB05_SH_04","ACERUB","5","SH","ACERUB05_SH","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,68,75,56
"ACERUB05_SH_05","ACERUB","5","SH","ACERUB05_SH","CS2","15","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,44,75,30
"ACERUB05_SH_06","ACERUB","5","SH","ACERUB05_SH","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,75,75,20
"ACERUB05_SH_07","ACERUB","5","SH","ACERUB05_SH","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,68,75,54
"ACERUB05_SH_08","ACERUB","5","SH","ACERUB05_SH","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,82,75,68
"ACERUB05_SH_09","ACERUB","5","SH","ACERUB05_SH","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,75,75
"ACERUB05_SH_10","ACERUB","5","SH","ACERUB05_SH","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,75,75,75
"ACERUB05_SH_11","ACERUB","5","SH","ACERUB05_SH","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,37,75,22
"ACERUB06_SH_01","ACERUB","6","SH","ACERUB06_SH","CL1","15","08","chill1","ACE",16,16,"1","1","","TS",36,3,3,75,8,22
"ACERUB06_SH_02","ACERUB","6","SH","ACERUB06_SH","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,31,8,17
"ACERUB06_SH_03","ACERUB","6","SH","ACERUB06_SH","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,34,18,27
"ACERUB06_SH_04","ACERUB","6","SH","ACERUB06_SH","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,75,21,39
"ACERUB06_SH_05","ACERUB","6","SH","ACERUB06_SH","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,75,75,43
"ACERUB06_SH_06","ACERUB","6","SH","ACERUB06_SH","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,75,75,75
"ACERUB06_SH_07","ACERUB","6","SH","ACERUB06_SH","CL2","15","08","chill2","ACE",NA,NA,"0","-","Betpap","EB",36,3,3,50,75,13
"ACERUB06_SH_08","ACERUB","6","SH","ACERUB06_SH","CS1","15","12","chill1","ACE",16,16,"0","0","","TS",36,3,3,75,9,23
"ACERUB06_SH_09","ACERUB","6","SH","ACERUB06_SH","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,75,75,39
"ACERUB06_SH_10","ACERUB","6","SH","ACERUB06_SH","CS2","15","12","chill2","ACE",16,16,"1","1","","TS",36,3,3,75,23,23
"ACERUB06_SH_11","ACERUB","6","SH","ACERUB06_SH","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,56,75,24
"ACERUB07_SH_01","ACERUB","7","SH","ACERUB07_SH","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,30,75,13
"ACERUB07_SH_02","ACERUB","7","SH","ACERUB07_SH","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,33,75,18
"ACERUB07_SH_03","ACERUB","7","SH","ACERUB07_SH","CS2","15","12","chill2","ACE",NA,16,"0","0","","TS",36,3,3,44,75,13
"ACERUB07_SH_04","ACERUB","7","SH","ACERUB07_SH","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,48,75,32
"ACERUB07_SH_06","ACERUB","7","SH","ACERUB07_SH","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,37,75,16
"ACERUB07_SH_07","ACERUB","7","SH","ACERUB07_SH","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,31,75,13
"ACERUB07_SH_08","ACERUB","7","SH","ACERUB07_SH","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,36,75,14
"ACERUB07_SH_09","ACERUB","7","SH","ACERUB07_SH","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,24,75,13
"ACERUB07_SH_10","ACERUB","7","SH","ACERUB07_SH","CS0","15","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,68,33,33
"ACERUB07_SH_11","ACERUB","7","SH","ACERUB07_SH","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,75,75,29
"ACERUB07_SH_12","ACERUB","7","SH","ACERUB07_SH","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,44,75,15
"ACERUB08_SH_01","ACERUB","8","SH","ACERUB08_SH","WL1","20","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,8,13
"ACERUB08_SH_02","ACERUB","8","SH","ACERUB08_SH","WS0","20","12","chill0","ACE",NA,NA,"0","0","","",1,-32,1,43,75,29
"ACERUB08_SH_03","ACERUB","8","SH","ACERUB08_SH","WL0","20","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,47,13,33
"ACERUB08_SH_04","ACERUB","8","SH","ACERUB08_SH","WL2","20","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,36,75,14
"ACERUB08_SH_05","ACERUB","8","SH","ACERUB08_SH","WS2","20","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,31,75,24
"ACERUB08_SH_06","ACERUB","8","SH","ACERUB08_SH","CL2","15","08","chill2","ACE",NA,NA,"0","0","","EB",36,3,3,30,75,16
"ACERUB08_SH_07","ACERUB","8","SH","ACERUB08_SH","CL1","15","08","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,30,8,13
"ACERUB08_SH_08","ACERUB","8","SH","ACERUB08_SH","CS1","15","12","chill1","ACE",NA,NA,"0","0","","TS",36,3,3,75,9,23
"ACERUB08_SH_09","ACERUB","8","SH","ACERUB08_SH","CS2","15","12","chill2","ACE",NA,NA,"0","0","","TS",36,3,3,44,75,23
"ACERUB08_SH_11","ACERUB","8","SH","ACERUB08_SH","CL0","15","08","chill0","ACE",NA,NA,"0","0","","",1,-32,1,61,75,34
