# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=9
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=618887279
# chain_id=1
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,mu
-12.1726,0.509151,0.285856,1,1,0,0.117754
-12.0573,1,2.73485,2,3,0,0.568022
-12.0573,0,39.3421,1,1,1,0.568022
-12.0573,6.6826e-32,6.64887,2,2,1,0.568022
-11.8132,1,0.655792,2,3,0,0.499523
-11.6154,0.98814,0.886999,2,3,0,0.386056
-11.6121,0.999271,1.33894,2,3,0,0.379967
-11.6121,0.01557,2.27191,1,1,0,0.379967
-13.1,0.996478,0.189702,5,19,0,0.742074
-13.1873,0.999115,0.33527,3,7,0,0.753205
-12.8239,0.9883,0.615501,2,3,0,0.704545
-12.3099,1,1.11057,1,1,0,0.620892
-12.3751,0.969025,2.09645,1,1,0,0.632897
-12.3751,0.165214,3.59759,2,3,0,0.632897
-12.3076,1,0.496095,1,1,0,0.620445
-13.3388,0.970331,0.946141,3,7,0,0.77182
-12.305,1,1.6382,1,1,0,0.619959
-12.5612,0.764167,3.09097,1,1,0,0.0467212
-11.6141,1,2.81561,1,1,0,0.383711
-11.6417,0.306558,5.25358,2,3,1,0.296118
-11.6063,0.998618,1.20779,2,3,0,0.35262
-13.0814,0.443307,2.24029,1,1,0,0.739666
-13.24,0.988992,0.796889,1,1,0,0.759784
-11.994,0.817325,1.42886,2,3,0,0.158791
-11.6642,1,1.54088,2,3,0,0.279561
-12.375,0.539677,2.81021,1,1,0,0.0784822
-11.9967,1,1.36194,1,1,0,0.158116
-11.9967,0.141954,2.46216,1,1,0,0.158116
-12.1225,0.997161,0.395823,2,3,0,0.128513
-12.0031,0.998914,0.710411,2,3,0,0.156503
-12.0743,0.960312,1.26878,2,3,0,0.139381
-12.5946,0.792075,2.01915,1,1,0,0.0413648
-12.0805,0.942188,2.01917,2,3,0,0.137952
-12.0805,0.000184791,3.0254,1,1,0,0.137952
-12.37,0.997863,0.363449,3,7,0,0.079372
-11.7101,0.995509,0.635722,3,7,0,0.457568
-11.6089,0.989671,1.09523,2,3,0,0.339314
-11.6089,0.41304,1.84238,2,3,0,0.339314
-11.6063,0.999813,0.691029,3,5,0,0.353132
-14.0815,0.782312,1.18759,2,3,0,-0.141721
-14.2025,0.982181,1.16264,1,1,0,-0.153738
-12.0066,1,1.88761,1,1,0,0.155628
-12.0066,0.577987,3.18157,1,1,0,0.155628
-12.0066,0.444986,1.85852,1,1,0,0.155628
-11.9758,1,0.787265,2,3,0,0.163481
-11.7176,0.927748,1.31996,3,7,0,0.461192
-12.6389,0.709367,1.84174,1,1,0,0.676953
-11.7576,1,1.50692,2,3,0,0.232672
-12.2095,0.735467,2.48739,1,1,0,0.110112
-12.1062,1,2.16726,2,3,0,0.132117
-12.1062,0.000315901,3.54374,1,1,0,0.132117
-11.6146,0.951132,1.09102,2,3,0,0.384676
-11.6146,0,14.3605,1,1,1,0.384676
-12.1753,0.40529,2.36388,1,1,0,0.594171
-11.9838,1,0.6763,1,1,0,0.549945
-12.014,0.991676,0.979684,1,1,0,0.557567
-12.234,0.882688,1.56221,2,3,0,0.105184
-12.234,0.225223,1.9095,1,1,0,0.105184
-12.4386,0.992898,0.310012,4,15,0,0.644124
-12.4484,0.987444,0.549197,3,5,0,0.0655476
-11.8902,1,0.978413,2,3,0,0.524152
-12.4141,0.601227,1.83544,1,1,0,0.0715163
-11.815,1,0.981616,1,1,0,0.211216
-11.61,1,1.8562,1,1,0,0.336214
-11.61,7.18559e-12,3.50227,1,1,0,0.336214
-12.1774,0.979697,0.290896,3,7,0,0.116735
-11.7739,1,0.519358,2,3,0,0.226205
-11.6168,1,0.981489,2,3,0,0.323158
-12.8212,0.308525,1.84037,1,1,0,0.0071985
-12.338,1,0.420791,2,3,0,0.0852221
-11.9124,0.999498,0.787993,3,7,0,0.180727
-12.4076,0.807363,1.45955,2,3,0,0.638687
-11.6155,1,1.51697,1,1,0,0.325183
-11.8122,0.646774,2.77234,1,1,0,0.212194
-11.8122,0.0274099,1.79677,1,1,0,0.212194
-11.65,0.999971,0.196906,4,15,0,0.289519
-11.7735,0.994826,0.360813,4,15,0,0.226357
-12.3256,0.931939,0.645044,3,7,0,0.0875327
-12.1486,1,0.957109,1,1,0,0.122846
-11.7417,1,1.70527,1,1,0,0.239298
-11.7417,1.03108e-21,3.00906,1,1,0,0.239298
-12.1267,0.983987,0.340095,3,7,0,0.583761
-11.9051,0.998702,0.576853,3,7,0,0.52853
-11.6204,0.967321,1.0092,2,3,0,0.393312
-11.6927,0.947473,1.60887,1,1,0,0.262705
-11.6088,1,2.41518,1,1,0,0.339513
-11.6088,8.54955e-05,4.13559,1,1,0,0.339513
-11.8414,0.966998,0.517122,3,5,0,0.202351
-11.7729,1,0.815865,1,1,0,0.226611
-11.6176,0.996153,1.39116,2,3,0,0.32192
-11.6176,0.0105223,2.3298,1,1,0,0.32192
-12.0795,0.974983,0.319867,3,5,0,0.573182
-11.6171,0.999469,0.509541,3,7,0,0.388676
-11.9681,0.951448,0.856799,2,3,0,0.545861
-11.9401,1,1.26956,1,1,0,0.538369
-13.0976,0.227218,2.10738,1,1,0,-0.030413
-12.9987,1,0.527232,1,1,0,-0.0173927
-12.9987,0.844513,0.874206,1,1,0,-0.0173927
-13.9651,0.760987,0.990158,1,1,0,-0.12989
-15.1285,0.754275,0.916973,1,1,0,-0.237666
-14.1179,1,0.836582,1,1,0,-0.145363
-11.9367,1,1.36361,1,1,0,0.173928
-14.2806,0.0370801,2.20817,1,1,0,0.872693
-14.1123,1,0.378296,3,7,0,0.856164
-13.6811,1,0.613762,1,1,0,0.81107
-12.2471,1,0.989553,1,1,0,0.608781
-12.176,0.987876,1.5857,2,3,0,0.11703
-11.6209,1,2.45738,1,1,0,0.317357
-11.6209,1.26288e-19,3.89241,1,1,0,0.317357
-11.949,0.915449,0.652705,2,3,0,0.540783
-11.6224,0.99599,0.858472,2,3,0,0.395969
-11.6224,0.0211953,1.3449,1,1,0,0.395969
-11.7012,0.994939,0.245429,3,7,0,0.453112
-11.6871,0.956048,0.384344,3,7,0,0.265747
-12.1978,0.843967,0.550159,2,3,0,0.598842
-11.9735,1,0.615444,1,1,0,0.547276
-11.7821,1,0.961591,1,1,0,0.488257
-11.6063,1,1.49482,1,1,0,0.358344
-11.6063,4.51055e-09,2.31226,1,1,0,0.358344
-12.3373,0.96568,0.429643,3,5,0,0.625996
-12.6377,0.989103,0.619503,2,3,0,0.676768
-12.472,1,0.934357,1,1,0,0.649848
-11.6183,1,1.43516,1,1,0,0.320967
-11.6183,0.0111637,2.19431,1,1,0,0.320967
-13.1207,0.914766,0.436124,3,7,0,-0.0333895
-13.8061,0.949093,0.560931,3,5,0,0.824588
-14.0026,0.966823,0.771681,1,1,0,0.845087
-12.637,1,1.09684,1,1,0,0.67666
-11.6122,1,1.66096,1,1,0,0.331279
-11.6122,0.00513182,2.50475,1,1,0,0.331279
-11.6066,0.998929,0.515714,2,3,0,0.361819
-13.6254,0.647913,0.777291,2,3,0,-0.0935623
-13.1275,1,0.582736,1,1,0,-0.0342596
-12.1778,0.708411,0.876081,2,3,0,0.594708
-11.6246,0.953442,0.740974,2,3,0,0.312832
-11.6246,0.347077,1.01213,2,3,0,0.312832
-12.5972,0.947923,0.424866,3,7,0,0.670396
-12.6163,0.998191,0.573944,1,1,0,0.67341
-11.6107,0.979568,0.851628,2,3,0,0.376952
-11.6097,1,1.21498,2,3,0,0.33698
-11.7813,0.85243,1.79635,1,1,0,0.487983
-11.7813,0.000153729,2.00025,1,1,0,0.487983
-11.8268,0.993233,0.444796,2,3,0,0.504163
-11.788,0.997985,0.648747,3,7,0,0.490481
-13.1885,0.754815,0.951493,2,3,0,0.753362
-14.894,0.681083,0.883851,1,1,0,0.928927
-14.5439,0.880958,0.716404,2,3,0,0.897548
-13.5657,1,0.841713,1,1,0,0.798223
-13.5579,1,1.22952,1,1,0,0.797343
-13.5579,2.69918e-05,1.79027,1,1,0,0.797343
-13.905,0.994205,0.41868,2,3,0,0.83501
-13.905,7.5251e-06,2.41599,2,3,1,0.83501
-13.905,0,5.64157,1,1,1,0.83501
-11.8126,0.988551,0.556257,3,7,0,0.212046
-12.1245,0.953032,0.561938,3,5,0,0.583271
-13.7938,0.886124,0.663146,3,7,0,-0.11192
-13.41,0.999892,0.733165,3,7,0,0.780287
-11.64,0.999122,1.23042,2,3,0,0.413788
-11.64,0.0412546,2.17661,1,1,0,0.413788
-11.9183,0.997463,0.195935,4,9,0,0.532305
-11.7223,0.995579,0.357119,3,5,0,0.24795
-11.6665,1,0.658981,1,1,0,0.278046
-11.6794,0.951937,1.24454,2,3,0,0.441218
-11.6794,0.00232991,2.02621,1,1,0,0.441218
-11.6817,0.999979,0.168002,1,1,0,0.442525
-11.9849,0.991293,0.322079,4,15,0,0.16113
-11.9392,1,0.598677,1,1,0,0.173254
-13.4595,0.520997,1.13651,1,1,0,-0.0747152
-13.797,0.972826,0.495826,1,1,0,-0.112269
-13.4666,1,0.862743,1,1,0,-0.075539
-11.7502,1,1.61661,1,1,0,0.475661
-11.7502,4.63558e-11,3.00071,1,1,0,0.475661
-11.8437,0.998686,0.286816,4,9,0,0.201609
-11.9155,0.993774,0.533132,3,5,0,0.531508
-11.6911,1,0.967231,2,3,0,0.447801
-11.9949,0.729319,1.76916,1,1,0,0.158583
-11.6252,1,1.47828,1,1,0,0.312161
-11.6252,0.000601886,2.6678,1,1,0,0.312161
-11.6201,0.999727,0.287847,4,9,0,0.39294
-11.7815,0.975896,0.52118,3,7,0,0.488029
-11.74,0.696301,0.874855,2,3,0,0.240047
-11.7852,0.993138,0.67703,1,1,0,0.221913
-12.2006,0.825751,1.17828,1,1,0,0.11194
-11.7724,1,1.29455,1,1,0,0.226793
-11.6062,1,2.26207,1,1,0,0.35617
-11.6062,4.11859e-25,3.91723,1,1,0,0.35617
-11.6167,0.997983,0.484978,2,3,0,0.323328
-11.8965,0.923417,0.838245,2,3,0,0.526013
-11.8742,1,1.18429,1,1,0,0.519328
-12.7867,0.288341,2.02595,1,1,0,0.699178
-11.8864,0.985326,0.560275,3,7,0,0.188329
-11.7297,0.962894,0.921091,2,3,0,0.466757
-11.6621,1,1.42064,1,1,0,0.430389
-11.8172,0.745438,2.38793,1,1,0,0.500906
-11.8172,0.538408,2.12168,1,1,0,0.500906
-12.6213,0.708819,1.1354,1,1,0,0.674203
-13.1449,0.86071,0.928887,1,1,0,0.747841
-13.4778,0.874618,1.10088,1,1,0,0.788192
-12.3703,0.898679,1.34579,2,3,0,0.079332
-11.6254,1,1.73757,1,1,0,0.399488
-12.0726,0.301144,2.84301,1,1,0,0.571592
-11.8889,1,0.889895,1,1,0,0.523768
-11.6615,1,1.45274,1,1,0,0.430027
-11.6615,0.00346072,2.35617,1,1,0,0.430027
-11.6715,0.99984,0.379517,2,3,0,0.436483
-11.8913,0.909422,0.616662,2,3,0,0.186883
-11.6069,0.991467,0.810099,2,3,0,0.363833
-12.1601,0.741048,1.27732,1,1,0,0.590969
-12.9283,0.718328,1.13888,1,1,0,0.719196
-12.5052,1,0.966319,1,1,0,0.655434
-12.5052,0.0813204,1.53794,1,1,0,0.655434
-13.4011,0.957029,0.318652,2,3,0,0.779234
-13.0667,0.990502,0.461796,2,3,0,0.737743
-11.61,1,0.716874,2,3,0,0.37504
-11.6539,0.981523,1.13019,1,1,0,0.424744
-12.7538,0.346787,1.70296,1,1,0,0.0169975
-12.3145,1,0.652454,2,3,0,0.0896111
-11.7766,1,1.02099,2,3,0,0.225167
-11.7766,0.0929368,1.58965,1,1,0,0.225167
-11.6096,0.998948,0.361824,3,7,0,0.337162
-11.6065,0.999979,0.562463,3,5,0,0.360858
-11.6845,0.981337,0.872011,2,3,0,0.444133
-11.7018,0.977811,1.29431,2,3,0,0.45344
-11.7018,0.0123598,1.8991,1,1,0,0.45344
-11.7224,0.997553,0.380238,2,3,0,0.463455
-12.4584,0.943836,0.582216,2,3,0,0.647535
-11.6074,0.973108,0.795504,2,3,0,0.344736
-12.6677,0.74357,1.14965,2,3,0,0.681394
-11.7378,1,1.04173,1,1,0,0.470356
-11.6565,1,1.58081,1,1,0,0.426576
-11.6565,0.180809,2.38886,1,1,0,0.426576
-12.0723,0.873707,0.705657,2,3,0,0.139843
-12.4541,0.916284,0.83046,1,1,0,0.0645628
-18.4428,0.106618,1.06105,1,1,0,-0.470951
-18.1732,1,0.276808,2,3,0,-0.454492
-15.9576,0.993459,0.417514,2,3,0,-0.303811
-14.8282,1,0.619369,1,1,0,-0.211808
-13.3285,1,0.927044,2,3,0,-0.0592205
-12.5229,0.929662,1.38235,2,3,0,0.658374
-13.8469,0.242605,1.79496,1,1,0,0.828921
-13.8603,0.998254,0.627727,1,1,0,0.830329
-11.6637,1,0.929385,2,3,0,0.431499
-11.6119,1,1.37568,1,1,0,0.379438
-11.6403,0.961894,2.0292,1,1,0,0.414028
-11.6403,7.89289e-07,2.7775,1,1,0,0.414028
-11.6673,0.975222,0.630824,2,3,0,0.277564
-11.8021,0.965394,0.887044,1,1,0,0.215762
-11.7845,0.758046,1.22127,2,3,0,0.489184
-11.7845,0.832035,1.14476,2,3,0,0.489184
-11.7896,0.871034,1.22952,2,3,0,0.220292
-11.7896,0.642264,1.4171,1,1,0,0.220292
-11.9366,0.945033,1.07621,1,1,0,0.173953
-11.7217,1,1.41725,1,1,0,0.248222
-11.7217,0.37097,2.05619,1,1,0,0.248222
-11.7217,0.566429,0.960852,2,3,0,0.248222
-11.6065,0.994425,0.640813,2,3,0,0.350453
-11.6448,0.989694,0.919218,2,3,0,0.417805
-12.1232,0.763373,1.3038,1,1,0,0.583002
-12.1127,1,1.23596,2,3,0,0.130671
-12.2486,0.867104,1.77816,1,1,0,0.102291
-12.2486,9.36826e-08,2.02041,1,1,0,0.102291
-12.8186,0.959592,0.503741,3,7,0,0.00757279
-11.8994,0.991352,0.674896,2,3,0,0.184499
-14.4093,0.564378,0.953288,2,3,0,-0.173638
-14.4093,0.977236,0.642039,1,1,0,-0.173638
-13.1337,1,0.882922,1,1,0,-0.0350558
-12.3412,1,1.25954,1,1,0,0.0846373
-11.8035,1,1.79211,1,1,0,0.496107
-11.8035,8.56519e-42,2.54329,1,1,0,0.496107
-11.63,0.971043,0.659466,2,3,0,0.404452
-11.8705,0.950259,0.892046,2,3,0,0.518208
-11.6351,1,1.16258,2,3,0,0.409458
-11.6351,0.00268415,1.64405,1,1,0,0.409458
-11.6062,0.999722,0.437004,3,7,0,0.353608
-11.8348,0.954523,0.61826,2,3,0,0.506844
-11.7466,0.952902,0.809425,2,3,0,0.237198
-11.7321,0.899453,1.05487,2,3,0,0.243489
-11.8234,0.953309,1.25634,1,1,0,0.208347
-11.8234,0.00120803,1.63294,1,1,0,0.208347
-12.3135,0.960677,0.444698,2,3,0,0.0897937
-12.358,0.939891,0.585961,3,5,0,0.629791
-13.337,0.944976,0.745006,2,3,0,0.771597
-11.7757,1,0.95353,2,3,0,0.485835
-11.7757,0.840755,1.33188,2,3,0,0.485835
-11.7757,0.158485,1.43578,1,1,0,0.485835
-11.9643,0.99577,0.516539,3,7,0,0.166497
-11.9643,0.948603,0.71565,1,1,0,0.166497
-11.7597,1,0.917608,1,1,0,0.231829
-11.7597,0.445193,1.27486,2,3,0,0.231829
-11.7468,1,0.732584,1,1,0,0.237141
-11.6327,1,1.01636,2,3,0,0.407144
-11.6327,0.698845,1.40717,1,1,0,0.407144
-11.6605,0.620323,1.21076,2,3,0,0.28203
-11.622,1,0.921906,2,3,0,0.315989
-11.8129,0.902374,1.27286,1,1,0,0.211933
-11.6623,1,1.50639,1,1,0,0.280832
-11.6305,1,2.07262,1,1,0,0.306421
-11.6305,3.22065e-14,2.84618,1,1,0,0.306421
-11.7388,0.776368,0.832543,2,3,0,0.47078
-11.8542,0.923669,0.810821,2,3,0,0.198242
-11.6826,0.756846,0.990195,2,3,0,0.268299
-11.6211,0.969826,0.935579,2,3,0,0.394267
-11.6207,0.99488,1.22396,2,3,0,0.317665
-11.7704,0.871823,1.66084,1,1,0,0.227556
-11.7704,0.36794,1.86641,1,1,0,0.227556
-11.9287,0.983673,0.977711,2,3,0,0.176148
-11.6076,1,1.30179,1,1,0,0.367402
-12.2149,0.530358,1.77349,1,1,0,0.109023
-12.3389,0.981064,1.19203,2,3,0,0.626285
-12.2491,1,1.57618,2,3,0,0.102186
-12.2491,0.108869,2.14048,2,3,0,0.102186
-12.322,0.985745,0.770458,1,1,0,0.0882096
-11.9356,1,1.02464,1,1,0,0.17422
-11.6192,1,1.38954,1,1,0,0.319673
-11.6874,0.922985,1.88123,1,1,0,0.445751
-11.6874,0.000156538,2.27017,1,1,0,0.445751
-11.8133,0.980947,0.706113,2,3,0,0.499552
-11.6104,0.758376,0.929033,2,3,0,0.33512
-11.6776,0.980219,0.881857,2,3,0,0.440147
-11.657,1,1.15661,1,1,0,0.42692
-11.6064,1,1.55892,1,1,0,0.350819
-11.9736,0.584806,2.09784,1,1,0,0.547302
-11.9478,1,1.54702,2,3,0,0.170911
-11.88,0.36998,2.07859,2,3,0,0.521092
-12.0417,0.934036,1.12735,1,1,0,0.564306
-12.0417,0.180899,1.377,1,1,0,0.564306
-12.1408,0.989286,0.572249,1,1,0,0.586822
-11.6092,0.985485,0.756796,2,3,0,0.373009
-11.72,0.969223,0.994031,2,3,0,0.24902
-11.72,0.672124,1.27407,1,1,0,0.24902
-12.1228,0.880245,1.07093,2,3,0,0.582911
-12.1228,0.298105,1.20878,1,1,0,0.582911
-12.448,0.98091,0.600483,3,7,0,0.0656191
-11.6962,1,0.781385,3,7,0,0.450544
-11.8283,0.953442,1.04299,1,1,0,0.504651
-12.1861,0.817412,1.30257,1,1,0,0.596435
-12.1861,0.282989,1.3441,2,3,0,0.596435
-12.1446,0.975719,0.659156,2,3,0,0.587652
-12.6146,0.759042,0.848589,2,3,0,0.0382097
-11.9971,0.838284,0.808245,2,3,0,0.553326
-12.1964,0.952324,0.859075,1,1,0,0.598559
-11.8757,1,1.0682,2,3,0,0.191547
-14.5764,0.165332,1.41675,1,1,0,0.900537
-11.6951,1,0.597092,3,7,0,0.449941
-11.7893,0.980581,0.791924,1,1,0,0.490951
-12.275,0.845115,1.02148,1,1,0,0.614231
-13.6591,0.576825,1.09422,1,1,0,0.808655
-11.6079,1,0.8137,2,3,0,0.368776
-11.6083,0.999953,1.07556,2,3,0,0.370122
-12.2892,0.634005,1.41976,1,1,0,0.616953
-11.9711,0.999012,1.14208,2,3,0,0.164702
-12.3701,0.887425,1.50352,2,3,0,0.0793545
-12.3701,0,17.6255,1,1,1,0.0793545
-12.3701,0.00039425,2.80341,2,3,1,0.0793545
-11.6122,0.993004,0.267375,3,7,0,0.380204
-11.9861,0.986598,0.346912,3,7,0,0.550546
-11.6151,0.948372,0.513603,3,5,0,0.325842
-11.8278,0.946384,0.738515,2,3,0,0.504514
-11.6964,1,1.10799,1,1,0,0.450643
-11.6964,0.0715857,2.02569,1,1,0,0.450643
-12.1834,0.994038,0.201083,3,7,0,0.595868
-11.9794,1,0.369196,2,3,0,0.548806
-12.0321,0.993047,0.697339,1,1,0,0.561986
-11.6125,1,1.29266,1,1,0,0.380762
-11.6125,0.145658,2.44636,1,1,0,0.380762
-11.6853,0.99512,0.321197,4,9,0,0.266738
-11.7179,0.996785,0.602365,1,1,0,0.250006
-12.105,0.66272,1.1285,2,3,0,0.132387
-12.2955,0.761201,0.756372,2,3,0,0.618152
-13.2146,0.943654,0.688248,3,5,0,-0.0452749
-11.7706,0.822047,1.08653,2,3,0,0.483861
-11.8558,0.860529,1.18568,2,3,0,0.513627
-12.6697,0.767853,1.44846,2,3,0,0.681713
-11.6108,1,1.34453,2,3,0,0.377058
-11.7284,0.824504,2.45444,1,1,0,0.466183
-11.7284,2.62724e-26,2.6751,1,1,0,0.466183
-11.8547,0.998685,0.276102,3,7,0,0.513281
-11.8679,0.999095,0.501538,1,1,0,0.517417
-11.6307,0.998441,0.903035,2,3,0,0.405118
-11.6345,0.997278,1.60709,1,1,0,0.40889
-11.6345,2.90799e-14,2.82357,1,1,0,0.40889
-11.6489,0.995461,0.320154,4,9,0,0.290326
-11.6066,0.999947,0.561988,3,5,0,0.349649
-12.146,0.869667,0.989303,2,3,0,0.587955
-11.9869,1,1.21831,2,3,0,0.550749
-11.9869,0.0238078,2.11219,1,1,0,0.550749
-11.6677,0.993319,0.278714,3,7,0,0.277303
-11.9894,0.987921,0.476206,3,7,0,0.159963
-11.6671,0.999374,0.795613,3,7,0,0.433667
-11.6671,0.151659,1.35805,1,1,0,0.433667
-11.6543,0.997519,0.264933,4,11,0,0.286356
-11.6515,1,0.450122,1,1,0,0.288403
-11.6227,0.999091,0.763405,2,3,0,0.31508
-11.8658,0.896917,1.28168,1,1,0,0.194585
-11.8658,0.0918439,1.65841,1,1,0,0.194585
-12.339,0.991004,0.295791,4,11,0,0.626306
-12.175,1,0.484648,2,3,0,0.594121
-12.1071,1,0.805878,1,1,0,0.579418
-12.5192,0.819773,1.33047,1,1,0,0.657763
-11.8724,1,1.41816,1,1,0,0.518802
-11.8724,0.0348445,2.31614,1,1,0,0.518802
-11.8349,0.998832,0.386322,4,15,0,0.204492
-13.4214,0.885857,0.630437,2,3,0,-0.0702659
-12.7675,1,0.78591,1,1,0,0.0149809
-12.7675,0.717748,1.27172,1,1,0,0.0149809
-12.2217,1,1.06956,2,3,0,0.107653
-12.2217,0.373568,1.71653,1,1,0,0.107653
-12.4644,0.971481,0.661554,1,1,0,0.062803
