# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=9
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=618887279
# chain_id=3
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,mu
-13.1777,0.458696,2.13457,1,1,0,-0.0406418
-12.81,0.964316,0.714761,2,3,0,0.00880333
-11.6088,1,0.953625,2,3,0,0.339438
-11.6062,1,1.57182,1,1,0,0.354886
-11.6062,2.52029e-05,2.7682,1,1,0,0.354886
-11.8625,0.998092,0.22515,4,15,0,0.515726
-11.6135,0.999012,0.405022,3,5,0,0.328633
-11.6461,0.989842,0.748091,2,3,0,0.292529
-12.0966,0.882357,1.35891,2,3,0,0.134285
-11.7024,1,1.76639,1,1,0,0.257598
-11.819,0.72664,3.3321,1,1,0,0.209832
-11.6381,1,2.65883,1,1,0,0.299218
-11.6381,1.61492e-162,4.99308,1,1,0,0.299218
-11.6098,0.999015,0.42017,3,7,0,0.374646
-11.742,0.986672,0.791609,2,3,0,0.472167
-12.0883,0.894088,1.4251,2,3,0,0.575195
-11.6519,1,1.92222,1,1,0,0.423254
-11.6519,6.57641e-12,3.54983,1,1,0,0.423254
-13.3565,0.95614,0.329297,4,9,0,-0.0625855
-11.931,0.969353,0.537019,3,7,0,0.175493
-12.7125,0.917457,0.903352,3,7,0,0.688208
-11.7942,1,1.29577,2,3,0,0.492748
-11.7942,0.182377,2.34384,1,1,0,0.492748
-11.8653,0.995552,0.405933,2,3,0,0.516597
-12.1022,0.972569,0.725128,2,3,0,0.578319
-12.1521,0.982347,1.20258,1,1,0,0.589255
-12.1521,0.0216077,2.03217,1,1,0,0.589255
-11.6807,0.998362,0.239731,4,13,0,0.269415
-11.6372,0.998934,0.425284,3,7,0,0.411328
-11.6396,0.999953,0.748503,3,7,0,0.297927
-11.6149,1,1.30879,1,1,0,0.326171
-11.6149,0.465442,2.26806,1,1,0,0.326171
-11.6469,0.996319,0.94466,3,7,0,0.419423
-11.6469,0.906138,1.61121,2,3,0,0.419423
-11.9598,0.698994,2.15372,1,1,0,0.543668
-12.078,0.933059,1.67645,2,3,0,0.138524
-12.078,0.000183392,2.38972,1,1,0,0.138524
-11.8497,0.999606,0.314224,4,9,0,0.511684
-11.6331,0.989612,0.533843,2,3,0,0.407524
-12.9943,0.771299,0.877453,2,3,0,0.72816
-12.3826,1,0.830805,1,1,0,0.634253
-11.6708,0.989904,1.38632,2,3,0,0.436016
-11.9012,0.75183,2.23991,1,1,0,0.527394
-11.623,1,2.01096,1,1,0,0.314665
-11.623,4.91011e-17,3.29824,1,1,0,0.314665
-11.623,0.998321,0.484699,3,5,0,0.396701
-11.7629,0.985702,0.794047,2,3,0,0.480816
-12.5836,0.727338,1.25393,1,1,0,0.668227
-12.5836,3.78343e-17,4.28157,2,2,1,0.668227
-12.5836,0,9.99775,1,1,1,0.668227
-11.8024,0.996587,0.985771,2,3,0,0.495698
-11.6445,0.965894,1.01739,2,3,0,0.293782
-11.6445,0.842714,1.24749,2,3,0,0.293782
-11.7337,0.961606,1.21493,2,3,0,0.46854
-11.7204,0.848659,1.81012,2,3,0,0.248843
-11.6064,1,1.99846,1,1,0,0.351208
-11.6064,0.00296432,3.63763,1,1,0,0.351208
-11.7041,0.998234,0.290095,3,7,0,0.256739
-13.7493,0.930682,0.539233,3,7,0,-0.107145
-13.7285,1,0.818845,1,1,0,-0.104896
-13.4008,1,1.55564,1,1,0,-0.0678385
-12.1589,1,2.95528,1,1,0,0.590706
-12.1589,5.28683e-35,5.59504,2,3,1,0.590706
-12.0673,0.998802,0.47521,4,15,0,0.14101
-12.1924,0.984335,0.903825,1,1,0,0.113622
-11.9427,1,1.633,2,3,0,0.17229
-11.9427,8.8022e-09,3.07054,1,1,0,0.17229
-11.6124,0.988228,0.283113,4,15,0,0.380533
-11.6965,0.997132,0.517128,3,5,0,0.260665
-13.3973,0.851967,0.961055,2,3,0,-0.067428
-13.317,1,1.1557,1,1,0,-0.0578432
-11.7551,1,2.13136,1,1,0,0.47766
-11.6271,1,3.89122,1,1,0,0.401337
-11.6271,1.85267e-149,7.03312,1,1,0,0.401337
-11.6127,0.993781,0.740668,3,5,0,0.330231
-12.3747,0.877851,1.32119,2,3,0,0.632821
-12.1442,1,1.69001,2,3,0,0.587561
-12.7615,0.161066,3.01678,2,3,0,0.0158655
-11.6101,0.98386,0.536066,3,5,0,0.375354
-11.7567,0.975141,0.915816,2,3,0,0.478311
-11.6091,0.968109,1.51488,2,3,0,0.372731
-11.6091,0.000321605,2.43905,1,1,0,0.372731
-11.6142,0.998483,0.299729,4,15,0,0.32737
-11.6793,0.998356,0.52542,3,7,0,0.270227
-11.6166,0.985791,0.912553,2,3,0,0.387845
-12.4446,0.545561,1.52093,2,3,0,0.645163
-12.136,0.930417,0.811767,2,3,0,0.585794
-12.2576,0.812239,1.16653,2,3,0,0.100511
-11.7215,0.937682,1.23624,2,3,0,0.463042
-11.7483,0.991753,1.79343,2,3,0,0.474836
-11.6074,1,2.96058,1,1,0,0.366585
-11.6074,7.43699e-07,4.95141,1,1,0,0.366585
-11.7014,0.984849,0.704503,2,3,0,0.453244
-11.8857,0.921651,1.13855,2,3,0,0.188549
-11.6228,0.991344,1.56805,2,3,0,0.396358
-11.6228,0.000488569,2.54214,1,1,0,0.396358
-11.6384,0.998955,0.383761,3,7,0,0.298942
-11.6369,0.984086,0.635236,3,5,0,0.41109
-11.633,0.987213,1.00831,2,3,0,0.303905
-11.7354,0.960233,1.60222,1,1,0,0.242051
-11.7354,0.357337,2.37637,1,1,0,0.242051
-11.9232,0.96411,0.870385,3,7,0,0.17767
-11.6085,1,1.3007,2,3,0,0.340469
-11.6168,0.994358,2.09873,1,1,0,0.323079
-11.6168,0.086235,3.32306,1,1,0,0.323079
-11.6445,0.987103,0.67574,3,7,0,0.293846
-12.9735,0.709035,1.05386,2,3,0,0.725357
-13.1431,0.979924,0.880104,1,1,0,0.747607
-11.6253,0.971696,1.34133,2,3,0,0.312011
-11.6253,0.362971,1.9974,1,1,0,0.312011
-11.8781,0.929638,0.781814,2,3,0,0.520536
-11.6418,0.967208,1.06066,2,3,0,0.296065
-11.9443,0.940314,1.55513,2,3,0,0.17185
-11.9443,0.249115,2.1425,1,1,0,0.17185
-12.7671,0.932612,0.670987,2,3,0,0.0150402
-12.8367,0.991141,0.910239,1,1,0,0.00498534
-12.0271,1,1.39265,1,1,0,0.150563
-12.0271,0.700595,2.16059,2,3,0,0.150563
-11.6191,1,1.78336,1,1,0,0.319807
-11.6191,0.107074,2.74972,1,1,0,0.319807
-11.9274,0.97166,0.664901,3,7,0,0.534861
-11.6064,1,0.96754,2,3,0,0.360373
-11.6064,0.454883,1.48615,2,3,0,0.360373
-11.6506,0.996709,0.748351,3,7,0,0.289062
-11.7404,0.989949,1.13815,3,7,0,0.471474
-11.621,1,1.70022,2,3,0,0.394185
-11.9324,0.725898,2.5811,1,1,0,0.175112
-12.2164,0.933252,2.25697,2,3,0,0.602645
-12.2164,3.63835e-08,2.98385,1,1,0,0.602645
-11.6067,0.996038,0.621048,3,7,0,0.348921
-11.73,0.977781,0.932219,2,3,0,0.244448
-12.0021,0.926803,1.34482,1,1,0,0.156745
-13.0482,0.609636,1.7503,1,1,0,-0.0239608
-11.656,0.990455,1.22774,2,3,0,0.285117
-11.6562,0.999964,1.80312,2,3,0,0.426387
-11.6562,0.0456421,2.68738,1,1,0,0.426387
-12.0066,0.961696,0.64206,2,3,0,0.555719
-12.1987,0.98908,0.890443,3,7,0,0.112327
-12.9145,0.830344,1.29689,1,1,0,-0.00592994
-13.8461,0.755853,1.39477,1,1,0,-0.117484
-12.6767,1,1.30303,1,1,0,0.0285779
-11.6368,1,1.92392,1,1,0,0.300397
-11.6165,1,2.83096,1,1,0,0.32365
-11.6165,2.23308e-05,4.15171,1,1,0,0.32365
-11.7436,0.963274,0.955524,2,3,0,0.472852
-12.2069,0.957137,1.31134,2,3,0,0.110655
-12.1848,1,1.77471,2,3,0,0.596151
-12.2556,0.929187,2.59068,1,1,0,0.610451
-12.2556,0.519831,1.65725,1,1,0,0.610451
-12.2556,0,9.95768,1,1,1,0.610451
-12.3154,0.981159,1.29921,1,1,0,0.621909
-11.6404,0.968568,1.51007,2,3,0,0.414134
-11.6404,0.194451,2.056,1,1,0,0.414134
-11.735,0.994933,0.308691,3,7,0,0.469131
-11.806,0.997715,0.503576,2,3,0,0.496976
-11.6194,0.974573,0.879365,2,3,0,0.319423
-11.6101,1,1.47954,1,1,0,0.335878
-11.6855,0.898095,2.75007,1,1,0,0.444675
-11.6855,4.85791e-21,3.74094,1,1,0,0.444675
-11.6878,0.99996,0.299414,1,1,0,0.445977
-11.6182,0.99981,0.568853,3,7,0,0.321115
-14.8357,0.682783,1.08029,2,3,0,0.923818
-15.867,0.964488,0.760889,2,3,0,1.00826
-16.9797,0.704569,1.2915,1,1,0,1.08853
-17.282,0.946686,0.980053,1,1,0,1.10887
-13.0118,1,1.5664,1,1,0,0.730501
-13.0118,8.56459e-09,2.92465,1,1,0,0.730501
-12.9351,0.998899,0.26772,2,3,0,0.720125
-12.7801,1,0.501127,2,3,0,0.698207
-13.132,0.943939,0.932069,1,1,0,0.746199
-12.2928,1,1.45636,1,1,0,0.617639
-11.6125,1,2.65899,1,1,0,0.380819
-11.6125,1.13334e-13,4.80624,1,1,0,0.380819
-11.6588,0.998688,0.493996,3,7,0,0.428163
-11.6122,0.991795,0.893649,2,3,0,0.331131
-11.6244,0.952192,1.56997,2,3,0,0.398295
-11.6068,1,2.44691,1,1,0,0.348235
-11.7122,0.689989,4.31979,1,1,0,0.252769
-11.7122,0.057995,3.23211,1,1,0,0.252769
-11.7132,0.999962,0.436646,1,1,0,0.252253
-11.8147,0.922967,0.770892,2,3,0,0.500046
-11.8907,0.923297,1.09772,2,3,0,0.187057
-12.908,0.77267,1.55554,2,3,0,-0.0050388
-11.8949,1,1.47516,1,1,0,0.18581
-11.8497,0.528447,2.5333,2,3,0,0.511689
-11.6281,0.927034,1.27283,2,3,0,0.308908
-11.6696,0.974983,1.79906,1,1,0,0.276089
-11.6696,5.576e-15,2.85814,1,1,0,0.276089
-11.6205,0.995268,0.38271,4,15,0,0.31785
-11.8585,0.967633,0.642646,2,3,0,0.196893
-12.8446,0.716747,0.999541,2,3,0,0.707494
-12.5699,1,0.830198,3,7,0,0.666032
-12.2376,1,1.38643,1,1,0,0.606883
-12.2376,0.00162958,2.29833,1,1,0,0.606883
-12.8146,0.979109,0.336944,4,9,0,0.00814731
-12.6699,1,0.532578,1,1,0,0.0296075
-11.8184,0.997794,0.879238,2,3,0,0.210058
-11.9193,0.96158,1.43404,1,1,0,0.178767
-11.9193,0.000479844,2.13336,1,1,0,0.178767
-13.0564,0.976788,0.332606,4,9,0,0.7364
-11.6094,0.979732,0.51477,3,7,0,0.337894
-11.6081,0.998854,0.797529,2,3,0,0.369312
-11.6372,0.956499,1.28373,2,3,0,0.411323
-11.6372,0.497982,1.86457,1,1,0,0.411323
-11.6165,0.992792,0.952924,2,3,0,0.323619
-11.6078,0.993414,1.49764,2,3,0,0.368436
-11.6078,0.930332,2.34384,1,1,0,0.368436
-11.6078,7.02712e-33,3.1701,1,1,0,0.368436
-11.6505,0.989429,0.545053,3,7,0,0.289158
-11.6953,0.965843,0.843697,2,3,0,0.450034
-11.8731,0.983399,1.23388,2,3,0,0.192338
-11.8731,0.523052,1.86635,2,3,0,0.192338
-12.6983,0.86253,1.03837,2,3,0,0.0252913
-12.0918,1,1.20654,1,1,0,0.135373
-11.6184,1,1.87761,1,1,0,0.320769
-11.6184,0.163497,2.90743,1,1,0,0.320769
-11.6066,0.998323,0.764127,3,5,0,0.36166
-11.6066,0.955991,1.17908,2,3,0,0.36166
-11.6066,0.703036,1.65732,1,1,0,0.36166
-11.6167,0.997299,1.37123,2,3,0,0.387998
-14.5806,0.0869384,2.08997,1,1,0,-0.189562
-14.4771,1,0.486698,2,3,0,-0.179997
-11.6322,1,0.746565,3,5,0,0.304754
-11.9904,0.928868,1.14009,2,3,0,0.159706
-12.9718,0.659046,1.50069,1,1,0,-0.0137666
-11.9027,1,1.14296,2,3,0,0.52781
-11.9027,0.506779,1.73038,2,3,0,0.52781
-11.8702,1,0.974131,1,1,0,0.518123
-11.7423,1,1.46979,1,1,0,0.472313
-11.7423,0.300675,2.20873,1,1,0,0.472313
-11.8557,0.993751,0.834522,3,5,0,0.197766
-11.9665,0.968492,1.23722,1,1,0,0.165899
-12.5846,0.702687,1.73954,1,1,0,0.042966
-11.8406,1,1.45533,2,3,0,0.202629
-11.6943,1,2.16593,1,1,0,0.44952
-11.6943,0.205442,3.21166,2,3,0,0.44952
-11.8503,0.922718,1.03663,2,3,0,0.199489
-11.6119,0.984595,1.32618,2,3,0,0.379621
-12.3732,0.594214,1.9037,1,1,0,0.0787984
-11.8578,1,1.30294,2,3,0,0.514262
-11.6167,1,1.91919,1,1,0,0.387994
-11.6167,0.0739708,2.81728,1,1,0,0.387994
-11.6214,0.993576,0.733245,2,3,0,0.316747
-12.2562,0.841552,1.06441,2,3,0,0.610563
-12.1822,0.879891,1.16283,2,3,0,0.11574
-11.6869,1,1.36218,1,1,0,0.265872
-11.6504,1,1.98604,2,3,0,0.422148
-11.6504,0.127873,2.88649,1,1,0,0.422148
-11.6504,0.798549,0.856548,2,3,0,0.422148
-11.6693,0.968648,0.864654,3,7,0,0.276248
-12.4005,0.90746,1.18607,2,3,0,0.637443
-12.1582,1,1.45386,2,3,0,0.120794
-12.1582,0.397588,2.09953,1,1,0,0.120794
-12.2882,0.974153,1.03327,1,1,0,0.0945953
-11.93,1,1.42294,1,1,0,0.175792
-11.617,1,2.04602,1,1,0,0.322852
-11.617,0.0699782,2.93361,1,1,0,0.322852
-12.3914,0.949927,0.820292,3,7,0,0.0755391
-11.6353,0.991488,1.0783,2,3,0,0.301758
-11.6353,0.464608,1.52066,2,3,0,0.301758
-11.6463,0.998471,0.85744,1,1,0,0.292352
-11.6062,0.999814,1.2217,2,3,0,0.357446
-11.6062,0.582505,1.74012,1,1,0,0.357446
-11.715,0.637724,1.20806,2,3,0,0.459942
-11.7356,0.967301,0.924138,3,7,0,0.469402
-11.7356,0.901633,1.24172,1,1,0,0.469402
-11.8492,0.953586,1.48927,1,1,0,0.511514
-12.2757,0.876317,1.94762,2,3,0,0.0969901
-11.9722,1,2.23175,1,1,0,0.164416
-12.0559,0.855446,3.14464,1,1,0,0.143674
-12.0559,2.31219e-10,3.47043,1,1,0,0.143674
-11.9041,1,0.91896,1,1,0,0.183138
-12.8159,0.761241,1.29412,2,3,0,0.70339
-12.0903,1,1.22426,1,1,0,0.575642
-12.0903,0.525866,1.71826,1,1,0,0.575642
-11.6105,0.999189,1.10291,2,3,0,0.37631
-11.6222,0.994753,1.54283,1,1,0,0.395634
-11.6222,0.514031,2.1378,1,1,0,0.395634
-11.6146,0.984685,1.35087,2,3,0,0.384578
-11.7136,0.938784,1.83823,1,1,0,0.459305
-12.1481,0.643878,2.31764,1,1,0,0.122958
-12.8271,0.742088,1.81322,2,3,0,0.705009
-11.6234,0.998884,1.66382,2,3,0,0.314234
-11.9376,0.729771,2.30528,1,1,0,0.173686
-11.6397,1,2.07359,1,1,0,0.297791
-11.6397,0.0134343,2.87008,1,1,0,0.297791
-11.6618,0.997144,0.827941,1,1,0,0.281104
-11.7508,0.978359,1.1417,1,1,0,0.235456
-11.6291,1,1.5253,1,1,0,0.307884
-11.6291,0.150476,2.10454,1,1,0,0.307884
-11.6252,0.999575,0.764906,2,3,0,0.312056
-11.6796,0.988937,1.05478,2,3,0,0.270003
-11.7123,0.995838,1.42777,2,3,0,0.458659
-11.6112,1,1.94988,1,1,0,0.333301
-11.6112,0.00664457,2.67511,1,1,0,0.333301
-11.6321,0.991582,0.789835,2,3,0,0.40651
-14.8808,0.494472,1.07046,2,3,0,0.927775
-11.6708,1,0.675045,3,7,0,0.275346
-11.8818,0.974767,0.925481,2,3,0,0.189717
-11.8933,0.996774,1.21862,1,1,0,0.186281
-11.9385,0.971129,1.65658,2,3,0,0.537919
-11.9385,0.00477724,2.16213,1,1,0,0.537919
-11.6143,0.909063,0.652749,3,7,0,0.327295
-11.6926,0.975468,0.776627,2,3,0,0.448618
-11.6062,0.997306,1.02009,2,3,0,0.355605
-11.6444,0.989452,1.38236,2,3,0,0.293869
-11.6217,1,1.84822,2,3,0,0.39499
-11.8717,0.743573,2.50619,1,1,0,0.518574
-11.8717,0.00315663,2.31639,1,1,0,0.518574
-11.6586,0.937999,0.71381,2,3,0,0.283324
-11.6637,0.857027,0.883104,3,7,0,0.43147
-11.6766,0.997715,0.968335,1,1,0,0.439564
-13.1969,0.682469,1.30543,2,3,0,0.754408
-12.8466,1,1.10608,1,1,0,0.707774
-13.1498,0.960079,1.49313,2,3,0,-0.0371132
-13.0812,0.424851,1.89843,2,3,0,-0.0282859
-12.1752,1,1.10563,1,1,0,0.11721
-11.6069,1,1.4889,2,3,0,0.347368
-11.6069,0.947668,2.00188,1,1,0,0.347368
-11.6069,0.000242178,2.4917,1,1,0,0.347368
-11.6066,0.999991,0.790781,2,3,0,0.349374
-12.3785,0.830815,1.06247,2,3,0,0.633507
-13.2178,0.820332,1.11831,1,1,0,0.757026
-11.7372,1,1.15925,2,3,0,0.241251
-11.9783,0.896181,1.55244,1,1,0,0.162837
-12.829,0.597641,1.79081,1,1,0,0.00607561
-12.1466,1,1.35127,1,1,0,0.123262
-11.9647,1,1.80483,1,1,0,0.166379
-12.0901,0.871904,2.40713,1,1,0,0.135753
-12.0901,0.000285622,2.6765,1,1,0,0.135753
-11.7966,0.992349,0.87387,3,7,0,0.217711
-11.6948,0.972209,1.15262,2,3,0,0.449794
-11.6404,1,1.47603,1,1,0,0.414121
-11.6404,0.823962,1.96253,1,1,0,0.414121
-11.9322,0.795328,2.03957,1,1,0,0.17518
-12.1279,0.925897,2.03662,2,3,0,0.584028
-12.1279,8.51753e-12,2.43677,1,1,0,0.584028
-11.7484,0.931254,0.810501,3,7,0,0.236446
-11.8092,0.989095,0.978215,1,1,0,0.213247
-12.4394,0.929357,1.27722,2,3,0,0.0671015
-13.152,0.728646,1.53446,1,1,0,-0.0373899
-12.3938,1,1.39945,1,1,0,0.0751062
-14.7598,0.4932,1.84954,2,3,0,0.917104
-11.9973,1,1.2239,2,3,0,0.553394
-11.6263,1,1.6159,1,1,0,0.400526
-13.2591,0.246959,2.13072,1,1,0,-0.0507766
-11.9054,1,1.01296,3,7,0,0.528619
-11.8796,1,1.33539,2,3,0,0.520972
-11.732,1,0.879106,1,1,0,0.467806
-11.732,0,12.6464,1,1,1,0.467806
-11.732,0.0325871,2.13725,1,1,0,0.467806
-11.6455,0.997195,0.229925,3,7,0,0.418336
-12.6963,0.970868,0.310446,4,11,0,0.0256005
-12.0871,0.991839,0.446753,2,3,0,0.136437
-11.6076,0.999502,0.741744,3,7,0,0.367682
-12.1607,0.854846,1.32474,2,3,0,0.120263
-12.1766,0.997025,1.54545,2,3,0,0.11691
-12.1766,1.7985e-07,2.85506,1,1,0,0.11691
-12.1411,0.999674,0.227117,2,3,0,0.124451
-11.7819,1,0.428513,4,15,0,0.488201
-12.466,0.764378,0.811798,2,3,0,0.0625206
-12.7911,0.948043,0.733698,2,3,0,0.0115443
-11.996,1,1.18008,1,1,0,0.158302
-11.996,7.39147e-07,2.22092,1,1,0,0.158302
-11.9773,0.999895,0.191267,2,3,0,0.163082
-12.0138,0.998638,0.362313,3,7,0,0.153833
-12.1029,0.985145,0.678045,2,3,0,0.132874
-12.9857,0.904687,1.20755,2,3,0,0.727005
-13.9198,0.652939,1.67704,2,3,0,-0.125197
-14.3681,0.959894,1.10086,2,3,0,-0.169727
-13.0187,1,1.79031,2,3,0,0.731412
-13.0187,1.86799e-33,3.24541,1,1,0,0.731412
-11.6228,0.995843,0.326392,3,5,0,0.396344
-11.6333,0.972479,0.587441,3,7,0,0.407695
-11.6124,0.972453,0.979885,2,3,0,0.330855
-11.806,0.886978,1.62042,1,1,0,0.214379
-11.9538,0.858112,2.09428,1,1,0,0.169279
-11.9538,0.28632,2.48864,2,3,0,0.169279
-12.2689,0.993491,0.615992,3,7,0,0.613042
-12.3303,0.983697,1.06499,1,1,0,0.624705
-12.7454,0.818094,1.77727,2,3,0,0.0182398
-12.8562,0.970294,1.88965,2,3,0,0.709141
-12.8562,4.14185e-12,3.00444,1,1,0,0.709141
-12.4185,1,0.369771,2,3,0,0.640616
-11.7025,0.981596,0.638764,2,3,0,0.453784
-12.4696,0.915061,1.04312,2,3,0,0.061923
-12.4696,0.282791,1.42496,2,3,0,0.061923
-11.7201,0.999935,0.386594,4,15,0,0.462363
-11.6073,0.99975,0.656322,3,5,0,0.345278
-11.6255,0.995727,1.1049,2,3,0,0.311722
-11.6664,0.968328,1.82732,1,1,0,0.433234
-11.8253,0.342642,2.80324,2,3,0,0.207703
-11.8218,1,0.918839,3,7,0,0.502466
-12.0981,0.86385,1.52079,2,3,0,0.577404
-12.6648,0.772886,1.79711,2,3,0,0.0303952
-11.7363,1,1.70225,1,1,0,0.241659
-11.7363,0.0899338,2.77594,1,1,0,0.241659
-11.7188,1,0.518861,1,1,0,0.249579
-11.7124,1,0.847214,1,1,0,0.252656
-11.6728,1,1.3743,1,1,0,0.27412
-11.6728,0.210206,2.21509,1,1,0,0.27412
-11.6541,0.999135,0.571834,3,5,0,0.424873
