# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=9
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=618887279
# chain_id=2
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./norm_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,mu
-11.8663,0.930464,0.647213,2,3,0,0.194455
-11.64,0.999382,0.893754,2,3,0,0.297545
-11.6085,0.842922,1.43567,2,3,0,0.340485
-11.6085,0.190067,1.61482,1,1,0,0.340485
-12.2463,0.977755,0.423908,4,15,0,0.608618
-12.1781,1,0.646241,2,3,0,0.594767
-12.0391,1,1.02932,1,1,0,0.563684
-12.3994,0.818647,1.63038,1,1,0,0.637239
-11.6151,1,1.73141,1,1,0,0.325926
-11.6151,0.262088,2.71935,1,1,0,0.325926
-11.9266,0.923898,0.86952,2,3,0,0.534626
-11.7563,0.94491,1.15899,2,3,0,0.233187
-11.7883,0.967517,1.61009,2,3,0,0.220777
-11.7883,1.40032e-08,2.33762,1,1,0,0.220777
-11.8216,0.999547,0.441847,2,3,0,0.208934
-12.3347,0.922171,0.687838,2,3,0,0.0858318
-12.0328,0.967843,0.907176,2,3,0,0.149178
-11.7874,1,1.3111,1,1,0,0.221106
-11.6081,1,2.01662,1,1,0,0.341969
-11.6081,0.000327647,3.08776,1,1,0,0.341969
-12.1259,0.922186,0.613853,3,5,0,0.127775
-11.7763,0.99628,0.803974,2,3,0,0.22528
-11.967,0.942499,1.21931,1,1,0,0.165788
-11.7657,0.972831,1.65297,2,3,0,0.2294
-11.6809,1,2.37353,1,1,0,0.269279
-11.6783,0.333337,3.58436,2,3,0,0.440592
-11.6384,0.993694,1.44205,2,3,0,0.298917
-11.6257,1,2.14719,1,1,0,0.399763
-11.6257,1.68043e-10,3.22444,1,1,0,0.399763
-12.2711,0.903388,0.686222,2,3,0,0.613475
-12.7902,0.974564,0.855487,2,3,0,0.699685
-12.3196,1,1.22113,1,1,0,0.622713
-12.3196,0.00971712,1.82436,1,1,0,0.622713
-11.7324,0.999956,0.407838,4,9,0,0.243352
-11.6291,0.990991,0.609969,3,7,0,0.403506
-11.7019,0.970549,0.893601,2,3,0,0.257883
-12.927,0.735765,1.25519,2,3,0,-0.00766528
-11.9196,1,1.13028,1,1,0,0.178689
-11.9196,0.287565,1.67075,1,1,0,0.178689
-11.8433,1,0.652024,1,1,0,0.201725
-12.1097,0.840082,0.962726,3,7,0,0.579997
-11.6699,0.998525,1.0541,2,3,0,0.435442
-12.4559,0.676107,1.54376,1,1,0,0.647096
-12.5571,0.967605,1.24787,1,1,0,0.663964
-11.6234,1,1.72036,1,1,0,0.397087
-12.2095,0.462606,2.50889,1,1,0,0.601233
-12.3462,0.947179,1.3784,1,1,0,0.627634
-12.3462,0.00958143,1.8234,1,1,0,0.627634
-11.7496,0.999542,0.44665,3,7,0,0.475411
-13.2936,0.816871,0.650267,2,3,0,0.766353
-11.8878,0.98783,0.681589,3,7,0,0.187898
-11.7433,1,0.967301,1,1,0,0.238605
-11.7433,0.646631,1.39875,1,1,0,0.238605
-11.7726,0.894453,1.08229,2,3,0,0.484642
-12.8834,0.677141,1.29606,1,1,0,0.712968
-12.4918,1,1.06004,1,1,0,0.653188
-12.4732,1,1.52345,2,3,0,0.0612952
-11.6081,1,2.1834,1,1,0,0.369428
-11.6081,0.0252345,3.12076,1,1,0,0.369428
-11.9673,0.925289,0.830223,2,3,0,0.165705
-12.2109,0.945945,1.04475,1,1,0,0.109824
-15.2553,0.308548,1.35962,1,1,0,-0.248247
-15.2553,0.962687,0.596272,1,1,0,-0.248247
-14.8617,1,0.798366,1,1,0,-0.21475
-12.7823,1,1.13616,1,1,0,0.0128183
-11.6099,1,1.61278,1,1,0,0.336369
-11.6099,0.284261,2.28362,1,1,0,0.336369
-11.6099,0.90304,0.973636,2,3,0,0.336369
-11.6067,0.985862,1.17191,2,3,0,0.348824
-11.6067,0.312175,1.61659,1,1,0,0.348824
-12.354,0.941019,0.728992,3,5,0,0.629064
-11.9208,1,0.933243,1,1,0,0.532992
-12.3939,0.944095,1.31421,2,3,0,0.0750931
-12.5247,0.925364,1.68466,1,1,0,0.0526895
-12.5247,2.99636e-06,2.09089,1,1,0,0.0526895
-11.884,0.964663,0.574017,3,5,0,0.522314
-11.8518,0.884217,0.760919,2,3,0,0.199006
-11.6272,0.968014,0.883892,2,3,0,0.4015
-12.2921,0.851878,1.17414,2,3,0,0.617514
-11.8771,1,1.29163,1,1,0,0.52022
-11.9668,0.941051,1.8004,1,1,0,0.545521
-11.6142,1,2.27913,1,1,0,0.383878
-11.7622,0.733656,3.1643,1,1,0,0.23081
-11.7622,0.0253336,2.87245,1,1,0,0.23081
-11.6153,0.981974,0.850475,2,3,0,0.385876
-12.1543,0.878201,1.14757,2,3,0,0.58974
-11.6505,1,1.3128,2,3,0,0.42224
-11.6505,0.00422513,1.81628,1,1,0,0.42224
-11.6062,0.999579,0.528795,3,7,0,0.355642
-11.8069,0.983746,0.731644,3,5,0,0.214061
-12.3645,0.939667,0.985741,3,7,0,0.630983
-11.8985,1,1.23817,2,3,0,0.526608
-11.8985,0.456522,1.70476,2,3,0,0.526608
-11.7218,0.97886,1.01448,2,3,0,0.463184
-11.7218,0.391091,1.35033,2,3,0,0.463184
-11.7504,0.93738,0.72963,2,3,0,0.235623
-11.9086,0.972942,0.91089,1,1,0,0.181816
-11.6336,0.984081,1.19885,2,3,0,0.40802
-12.3161,0.780805,1.60217,2,3,0,0.622053
-12.3161,0.276399,1.5715,1,1,0,0.622053
-12.4365,0.987043,0.720075,1,1,0,0.643754
-11.6181,0.612274,0.965546,2,3,0,0.390184
-11.8086,0.947076,0.73655,2,3,0,0.21346
-11.6384,0.969624,0.928659,3,7,0,0.412404
-12.0795,0.879557,1.20934,2,3,0,0.138178
-11.9299,1,1.37527,2,3,0,0.175797
-11.63,1,1.86868,1,1,0,0.306872
-11.63,0.0409997,2.5348,1,1,0,0.306872
-11.6097,0.995759,0.833484,2,3,0,0.374449
-11.6098,0.999971,1.1241,1,1,0,0.374743
-11.6098,0.604717,1.52295,1,1,0,0.374743
-11.6078,1,1.15486,1,1,0,0.368475
-11.6167,0.996888,1.56197,2,3,0,0.388046
-11.6518,0.96817,2.09963,1,1,0,0.423188
-11.6281,1,2.70279,1,1,0,0.402507
-11.6281,8.96362e-07,3.63851,1,1,0,0.402507
-11.6125,0.985786,1.15299,2,3,0,0.330619
-12.6591,0.602693,1.52164,1,1,0,0.0312727
-12.7835,0.965852,1.15613,1,1,0,0.0126427
-12.7835,0.116965,1.4806,1,1,0,0.0126427
-12.9841,0.995611,0.562427,2,3,0,-0.015426
-12.954,1,0.751901,1,1,0,-0.0113501
-11.6081,1,1.00999,2,3,0,0.342058
-11.6331,0.990443,1.35463,1,1,0,0.303824
-11.6331,0.142546,1.78978,1,1,0,0.303824
-12.2006,0.918853,0.713055,2,3,0,0.111945
-11.9172,1,0.851868,1,1,0,0.179373
-12.1006,0.951458,1.13961,1,1,0,0.133391
-11.6076,0.997666,1.42218,2,3,0,0.367655
-11.8985,0.80465,1.8912,1,1,0,0.18476
-11.8985,0.0193293,1.91855,1,1,0,0.18476
-11.6062,0.991997,0.652427,3,7,0,0.355762
-11.6108,0.999067,0.860577,2,3,0,0.33422
-12.2303,0.846579,1.14476,2,3,0,0.605427
-12.2207,1,1.23179,2,3,0,0.603499
-11.7183,1,1.63697,1,1,0,0.461516
-11.6346,1,2.17247,1,1,0,0.302414
-12.2938,0.319196,2.87927,1,1,0,0.093515
-11.6074,0.998961,1.50087,2,3,0,0.366434
-11.6074,0.0213687,1.98539,1,1,0,0.366434
-12.8184,0.795444,0.692413,2,3,0,0.703751
-12.6662,1,0.694908,1,1,0,0.68117
-12.9686,0.94789,0.920334,1,1,0,0.724688
-16.8521,0.77393,1.13443,2,3,0,-0.368425
-13.1999,1,1.10458,1,1,0,-0.0434341
-13.3433,0.97942,1.45848,2,3,0,0.772355
-13.3433,0.841419,1.87086,2,3,0,0.772355
-13.3433,0.0747845,1.99218,1,1,0,0.772355
-13.3576,0.998275,0.760442,1,1,0,0.774066
-12.9706,1,1.00004,2,3,0,0.724961
-11.8213,0.969259,1.31654,2,3,0,0.20904
-11.8213,0.91413,1.66178,1,1,0,0.20904
-11.8213,0.0437876,1.94766,1,1,0,0.20904
-13.4021,0.885728,0.721136,2,3,0,-0.0680029
-12.7865,0.955825,0.814979,2,3,0,0.0122158
-12.8052,0.996023,1.00958,1,1,0,0.00950421
-12.1846,1,1.31727,2,3,0,0.596105
-12.3551,0.966442,1.72573,2,3,0,0.0820904
-12.2311,1,2.16114,1,1,0,0.605595
-11.6063,1,2.82493,1,1,0,0.357903
-11.6063,0.00017662,3.68834,1,1,0,0.357903
-11.6065,0.999951,1.31042,2,3,0,0.36131
-11.6065,0.598999,1.71163,1,1,0,0.36131
-11.9238,0.880988,1.32859,2,3,0,0.177513
-12.4274,0.880585,1.48629,2,3,0,0.0691759
-11.6159,1,1.66105,1,1,0,0.386796
-11.7015,0.91967,2.16376,1,1,0,0.258084
-13.1066,0.150566,2.53947,1,1,0,0.742931
-11.6312,1,1.11131,2,3,0,0.405648
-11.6064,0.999844,1.44642,2,3,0,0.351464
-11.6163,0.992688,1.88015,1,1,0,0.387471
-11.8704,0.732945,2.41915,1,1,0,0.518175
-12.8395,0.363716,2.23492,1,1,0,0.00458594
-11.6499,0.901712,1.29278,2,3,0,0.421763
-11.6654,0.997646,1.48119,2,3,0,0.278781
-11.6641,1,1.91474,2,3,0,0.431748
-11.6641,0.334652,2.48,1,1,0,0.431748
-11.6413,1,1.38868,1,1,0,0.414913
-11.617,1,1.79789,2,3,0,0.32284
-11.617,0.152659,2.32529,1,1,0,0.32284
-11.7665,0.971452,1.04049,2,3,0,0.229092
-11.7665,0.746016,1.29863,1,1,0,0.229092
-12.0141,0.925594,1.22267,1,1,0,0.153773
-11.8567,1,1.43965,1,1,0,0.197456
-12.4155,0.668239,1.85802,1,1,0,0.0712649
-11.704,1,1.58798,1,1,0,0.256804
-11.704,0.0295107,2.04703,1,1,0,0.256804
-11.611,0.986851,0.795437,2,3,0,0.377534
-11.6119,0.997749,1.00922,3,7,0,0.331869
-11.6181,0.988538,1.29656,2,3,0,0.321213
-12.0153,0.798747,1.6454,1,1,0,0.15346
-11.7307,1,1.65332,1,1,0,0.24411
-12.3113,0.578266,2.12485,1,1,0,0.621152
-11.623,0.991024,1.63041,2,3,0,0.396706
-11.623,0.134242,2.07068,1,1,0,0.396706
-11.6188,1,0.926783,1,1,0,0.391161
-11.6598,0.987928,1.19011,1,1,0,0.428896
-11.6072,1,1.50467,1,1,0,0.365482
-11.6072,0.759114,1.92866,1,1,0,0.365482
-11.714,0.926705,1.84656,1,1,0,0.459479
-11.714,0.149822,2.16399,1,1,0,0.459479
-11.778,0.986832,0.995409,1,1,0,0.486727
-11.7418,1,1.25451,2,3,0,0.472072
-11.7328,1,1.60486,2,3,0,0.468161
-11.6503,1,2.05122,1,1,0,0.422042
-11.6503,0.328924,2.6194,1,1,0,0.422042
-11.7837,0.939097,1.5015,1,1,0,0.488857
-11.6063,1,1.78275,1,1,0,0.359125
-11.6063,0.0997516,2.27411,1,1,0,0.359125
-11.6066,0.999867,0.996478,2,3,0,0.349245
-12.6736,0.548419,1.27111,2,3,0,0.029045
-12.2441,1,0.950194,1,1,0,0.103167
-11.9086,1,1.21131,1,1,0,0.181825
-11.9086,0.611433,1.54286,1,1,0,0.181825
-11.7022,0.856415,1.24344,2,3,0,0.257723
-11.6127,1,1.33696,1,1,0,0.330135
-11.6127,0.301802,1.70044,1,1,0,0.330135
-11.8127,0.978332,0.954924,2,3,0,0.499338
-11.6207,0.974201,1.18388,2,3,0,0.3938
-11.8919,0.886308,1.4596,1,1,0,0.524652
-12.9027,0.730982,1.62339,2,3,0,0.71565
-12.9027,0.436991,1.5069,1,1,0,0.71565
-12.4973,1,0.994876,1,1,0,0.654112
-11.6108,0.837539,1.26231,2,3,0,0.334224
-11.9136,0.750288,1.32633,2,3,0,0.18039
-11.7598,1,1.2599,1,1,0,0.231793
-11.6692,0.709487,1.596,2,3,0,0.435039
-11.7367,0.970944,1.44633,1,1,0,0.469875
-11.7367,0.787698,1.77022,2,3,0,0.469875
-11.7159,1,1.75493,2,3,0,0.460384
-11.7159,0.0656725,2.21835,1,1,0,0.460384
-11.6607,1,0.963383,1,1,0,0.429502
-11.6136,1,1.21802,2,3,0,0.382773
-11.6136,0.437145,1.53877,1,1,0,0.382773
-14.3477,0.719238,1.02423,2,3,0,-0.167784
-11.6154,1,0.940314,2,3,0,0.386032
-11.6998,0.980839,1.18706,2,3,0,0.45238
-12.1833,0.831189,1.46529,2,3,0,0.595846
-11.9964,1,1.52633,2,3,0,0.553156
-12.0432,0.964443,1.92317,1,1,0,0.564675
-12.0048,0.557281,2.32632,2,3,0,0.156078
-11.6626,1,1.77917,1,1,0,0.280631
-11.6626,0.0369452,2.23869,1,1,0,0.280631
-11.678,0.999015,0.956347,2,3,0,0.270944
-11.7553,0.976947,1.20231,1,1,0,0.233622
-11.6136,1,1.47364,1,1,0,0.328554
-11.6136,0.219059,1.85207,1,1,0,0.328554
-12.5538,0.822367,0.974534,2,3,0,0.0479253
-12.3208,1,1.00513,1,1,0,0.0884213
-12.392,0.976561,1.26263,1,1,0,0.075423
-11.6851,1,1.5443,1,1,0,0.266873
-11.896,0.847581,1.93726,1,1,0,0.525865
-12.6046,0.536121,2.05194,1,1,0,0.0397832
-12.7642,0.923858,1.54084,1,1,0,0.0154631
-12.7265,0.89571,1.77547,2,3,0,0.690303
-12.7265,0.0535984,1.98255,1,1,0,0.690303
-11.6427,0.911096,0.877289,3,7,0,0.2953
-11.613,0.994892,0.997,2,3,0,0.381798
-11.6798,0.969674,1.24149,2,3,0,0.269934
-11.8771,0.911059,1.50288,1,1,0,0.191119
-11.8771,0.740786,1.70549,1,1,0,0.191119
-12.1724,0.852755,1.6068,1,1,0,0.117788
-12.0093,1,1.71042,2,3,0,0.556389
-12.0093,0.383071,2.13645,1,1,0,0.556389
-11.6118,0.964685,1.36487,2,3,0,0.379304
-12.0818,0.76783,1.64024,1,1,0,0.13766
-11.8525,1,1.59196,1,1,0,0.198763
-11.7237,1,1.98605,1,1,0,0.247302
-11.6066,1,2.47608,1,1,0,0.361886
-11.6066,0.0873955,3.08503,1,1,0,0.361886
-12.1169,0.854495,1.43847,2,3,0,0.129745
-12.1206,0.999389,1.53299,2,3,0,0.582433
-12.1206,3.66545e-05,1.90821,1,1,0,0.582433
-12.1271,0.99911,0.813448,1,1,0,0.583849
-12.346,0.95419,1.01252,1,1,0,0.627601
-12.4388,0.972446,1.20048,1,1,0,0.64415
-11.6999,1,1.45062,1,1,0,0.452443
-11.6999,0.0758587,1.80412,1,1,0,0.452443
-11.6179,0.999991,0.838793,3,7,0,0.389878
-11.7269,0.965664,1.04334,2,3,0,0.245853
-13.3588,0.665731,1.25057,2,3,0,-0.0628609
-12.5143,1,1.09031,1,1,0,0.0543981
-15.4574,0.323647,1.35443,1,1,0,-0.264751
-15.7572,0.937143,0.822878,3,7,0,0.999797
-16.2519,0.975528,0.956401,3,7,0,-0.325744
-11.6135,1,1.15698,2,3,0,0.328633
-11.6189,0.997672,1.43536,1,1,0,0.320003
-11.6189,0.36457,1.7753,1,1,0,0.320003
-11.6105,1,1.12932,1,1,0,0.334977
-12.191,0.849068,1.39982,2,3,0,0.597436
-12.191,0.642014,1.48073,1,1,0,0.597436
-11.6063,1,1.26137,2,3,0,0.358248
-11.6067,0.954436,1.56186,2,3,0,0.348537
-11.625,0.987091,1.84316,1,1,0,0.312312
-11.625,0.192527,2.2493,1,1,0,0.312312
-11.625,0.305894,1.20128,2,3,0,0.312312
-11.6134,0.99995,0.72289,2,3,0,0.328824
-11.6259,0.987341,0.894406,2,3,0,0.311333
-12.2478,0.839114,1.09163,2,3,0,0.608913
-13.3189,0.746686,1.14245,1,1,0,0.769425
-13.7454,0.966708,1.08667,2,3,0,0.818075
-12.8667,1,1.29699,1,1,0,0.710629
-12.377,0.576277,1.60123,2,3,0,0.0781225
-11.6063,1,1.2779,2,3,0,0.353299
-11.6063,0.646637,1.5768,1,1,0,0.353299
-11.6824,0.927097,1.35338,2,3,0,0.442923
-11.6068,1,1.54879,1,1,0,0.363402
-11.6092,0.998168,1.90896,1,1,0,0.37301
-11.6591,0.944172,2.34718,1,1,0,0.282956
-11.6591,0.000194837,2.72984,1,1,0,0.282956
-11.6498,1,1.21291,2,3,0,0.289662
-11.8236,0.922158,1.49379,1,1,0,0.208264
-11.6385,0.98535,1.69885,2,3,0,0.298881
-11.7155,0.93399,2.05935,1,1,0,0.460216
-11.7155,0.0939748,2.36853,1,1,0,0.460216
-11.6066,1,1.16341,2,3,0,0.361743
-11.6409,0.98988,1.43095,2,3,0,0.414604
-11.8054,0.938626,1.74119,2,3,0,0.214563
-11.8054,0.0883775,2.01093,1,1,0,0.214563
-11.8447,0.99205,0.985953,1,1,0,0.201272
-11.6369,1,1.20198,2,3,0,0.300311
-11.6069,0.829473,1.47635,2,3,0,0.363698
-11.6065,0.994242,1.52735,2,3,0,0.349824
-13.0211,0.358239,1.86365,1,1,0,-0.0203802
-11.9383,0.756023,1.20255,2,3,0,0.173485
-11.6368,1,1.15615,2,3,0,0.410935
-11.849,0.428213,1.41826,2,3,0,0.51146
-12.0324,0.96364,0.98322,1,1,0,0.562063
-12.6935,0.829619,1.16286,1,1,0,0.685331
-12.0631,1,1.20316,1,1,0,0.569374
-12.0287,1,1.47434,2,3,0,0.150186
-13.6923,0.619441,1.80571,2,3,0,0.812305
-12.1414,0.96955,1.51596,2,3,0,0.586955
-11.7363,1,1.80059,1,1,0,0.469706
-11.7363,0.0171477,2.20308,1,1,0,0.469706
-12.3694,0.888078,1.02083,2,3,0,0.631875
-12.0086,1,1.1187,1,1,0,0.556227
-12.7705,0.742189,1.36853,1,1,0,0.69681
-12.7705,0.313904,1.29845,1,1,0,0.69681
-13.4209,0.914931,0.808867,1,1,0,0.781557
-12.1257,0.962765,0.909922,2,3,0,0.583551
-11.609,0.997172,1.07243,2,3,0,0.372452
-11.609,0.692363,1.30675,2,3,0,0.372452
-12.1322,0.87574,1.18128,2,3,0,0.584958
-12.1492,0.994217,1.27763,1,1,0,0.588634
-11.9952,1,1.55085,2,3,0,0.552861
-11.9952,0.0406407,1.89227,1,1,0,0.552861
-12.5047,0.731364,0.907131,2,3,0,0.055995
-12.4799,1,0.852572,1,1,0,0.0601755
-14.5149,0.802091,1.04025,3,7,0,0.894861
-13.835,1,1.04708,1,1,0,0.827662
-11.8204,1,1.27665,2,3,0,0.501989
-14.021,0.328558,1.55583,1,1,0,0.846964
-13.7927,1,0.990438,2,3,0,0.823157
-13.6014,1,1.20682,1,1,0,0.802243
-11.6542,1,1.46979,1,1,0,0.424926
-11.988,0.799884,1.78923,1,1,0,0.551023
-11.8328,1,1.79586,1,1,0,0.506173
-11.6919,1,2.18466,1,1,0,0.263116
-11.6919,0.37288,2.65641,1,1,0,0.263116
-11.6249,1,1.76976,1,1,0,0.312446
-11.9557,0.726166,2.15146,1,1,0,0.542589
-11.6253,1,2.01191,1,1,0,0.311976
-11.6253,0.277762,2.44437,1,1,0,0.311976
-12.9295,0.54606,1.49006,1,1,0,-0.00800036
-12.9295,0.904244,1.17435,1,1,0,-0.00800036
-11.7008,0.951443,1.30236,2,3,0,0.452922
-16.3036,0.378073,1.51028,2,3,0,1.04088
-16.3036,0.314987,1.0155,1,1,0,1.04088
-11.6093,1,0.643712,3,7,0,0.338032
-11.8462,0.945981,0.781855,2,3,0,0.510546
-11.875,0.995104,0.901898,1,1,0,0.5196
-12.1367,0.979056,1.08949,2,3,0,0.585942
-12.2721,0.9536,1.29575,1,1,0,0.613666
-11.6149,1,1.50389,1,1,0,0.385165
-11.6464,0.989496,1.82289,2,3,0,0.29233
-11.7022,0.945739,2.18686,1,1,0,0.453621
-11.7022,0.179577,2.51671,1,1,0,0.453621
-11.6304,1,1.40968,1,1,0,0.404901
-11.6304,0.386717,1.70733,1,1,0,0.404901
-11.874,0.964068,1.16323,2,3,0,0.19208
-11.9022,0.989109,1.36194,1,1,0,0.183665
-11.9293,0.935274,1.63182,2,3,0,0.175972
-11.7422,1,1.85851,1,1,0,0.239089
-11.7422,2.85251e-07,2.24787,1,1,0,0.239089
-12.99,0.67514,1.06983,2,3,0,0.727576
-13.3023,0.942059,0.95633,1,1,0,0.767415
-11.9476,1,1.09608,2,3,0,0.170947
-11.8736,1,1.32535,1,1,0,0.192191
-12.3956,0.2724,1.60192,2,3,0,0.636562
-12.3956,0.827165,0.985747,1,1,0,0.636562
-12.1252,1,1.01509,1,1,0,0.583445
-12.6861,0.946127,1.2265,2,3,0,0.027143
-12.3589,1,1.40938,1,1,0,0.0813966
-11.693,1,1.70161,1,1,0,0.262528
-13.0562,0.300817,2.05361,1,1,0,0.736374
-11.6917,0.898944,1.30087,2,3,0,0.263237
-11.7243,0.99538,1.43036,2,3,0,0.464342
-11.7243,0.23908,1.71819,1,1,0,0.464342
-11.648,0.960715,1.03008,2,3,0,0.291016
-11.648,0.8585,1.19857,2,3,0,0.291016
-11.9105,0.9154,1.2695,1,1,0,0.181271
-11.6339,0.788351,1.41636,2,3,0,0.408249
-11.6558,0.745157,1.40653,2,3,0,0.426107
-11.6558,0.756533,1.34274,1,1,0,0.426107
-11.7993,0.851556,1.29534,2,3,0,0.49459
-11.8436,0.994312,1.36279,2,3,0,0.509722
-11.8436,0.186259,1.63266,2,3,0,0.509722
-12.8824,0.67625,0.937363,2,3,0,-0.00146567
-11.9529,0.992738,0.841063,3,7,0,0.169525
-12.0106,0.995959,1.0061,2,3,0,0.15464
-12.5811,0.946887,1.2066,2,3,0,0.667837
-12.3792,1,1.38359,1,1,0,0.633633
-11.6066,1,1.66421,1,1,0,0.361822
-11.6066,0.136747,2.00099,1,1,0,0.361822
-11.7441,0.975427,1.1027,2,3,0,0.473086
-11.6585,1,1.29682,1,1,0,0.427943
-11.6605,0.999658,1.55876,2,3,0,0.282026
-12.1285,0.709788,1.87231,1,1,0,0.127203
-11.6203,1,1.73205,1,1,0,0.318207
-11.6203,0.0826817,2.08009,1,1,0,0.318207
-12.6341,0.760059,1.09587,2,3,0,0.676212
-11.6331,0.958518,1.06134,2,3,0,0.303854
-11.9134,0.863526,1.22802,2,3,0,0.53091
-11.7162,1,1.30466,1,1,0,0.460538
-12.0583,0.885777,1.56581,2,3,0,0.568244
-11.6062,1,1.6963,1,1,0,0.356945
-11.7909,0.852366,2.03455,1,1,0,0.491549
-11.7348,1,2.13852,1,1,0,0.242317
-11.7348,0.0771844,2.56342,1,1,0,0.242317
-11.6506,1,1.35132,2,3,0,0.422291
-11.6329,1,1.61996,1,1,0,0.407368
-11.6329,0.00127807,1.9413,1,1,0,0.407368
-11.7981,0.943553,0.958785,2,3,0,0.217168
-11.7073,1,1.09307,2,3,0,0.255179
-12.0328,0.948946,1.30969,2,3,0,0.149193
-11.6718,1,1.49942,2,3,0,0.274712
-11.8359,0.940066,1.79536,2,3,0,0.507194
-11.8359,0.282269,2.03821,1,1,0,0.507194
-11.6716,1,1.29501,2,3,0,0.436513
-11.6732,0.969321,1.55,2,3,0,0.273839
-11.6881,0.989936,1.80514,1,1,0,0.265221
-12.2076,0.608223,2.14009,1,1,0,0.110497
-11.6507,1,1.81369,1,1,0,0.288974
-11.6507,0.20879,2.16858,1,1,0,0.288974
-11.628,0.944861,1.29516,2,3,0,0.309049
-11.628,0.33767,1.47552,1,1,0,0.309049
-11.6462,0.996294,0.987788,1,1,0,0.292475
-11.6179,0.991065,1.17711,2,3,0,0.321507
-11.6205,0.914199,1.39586,2,3,0,0.317922
-11.62,0.515964,1.54735,2,3,0,0.392861
-11.62,0.172807,2.42376,1,1,0,0.392861
-11.62,0,7.74891,1,1,1,0.392861
-11.6716,0.973963,0.838599,2,3,0,0.436544
-11.647,0.978644,0.859357,2,3,0,0.291808
-11.647,0.980777,1.12486,1,1,0,0.291808
-11.7084,0.962134,1.68722,1,1,0,0.254599
-11.8581,0.802548,2.57955,1,1,0,0.196998
-11.8581,6.61383e-07,2.50525,1,1,0,0.196998
-11.6567,0.994272,0.198359,4,11,0,0.426705
-11.615,0.978522,0.357927,4,15,0,0.385306
-11.6064,0.999339,0.62579,2,3,0,0.359621
-11.6501,0.948583,1.17946,2,3,0,0.42191
-11.7158,0.969923,1.90041,2,3,0,0.251037
-11.7158,1.96735e-11,3.27421,1,1,0,0.251037
-11.6954,1,0.273249,2,3,0,0.261275
-11.6318,0.996421,0.522353,3,5,0,0.406214
-12.3506,0.817518,0.981712,2,3,0,0.0829144
-12.3245,1,1.06054,2,3,0,0.0877406
-12.3245,0.347223,1.99201,1,1,0,0.0877406
-12.5433,0.975266,0.521048,3,5,0,0.661726
-12.027,1,0.906827,1,1,0,0.560756
-13.2933,0.452627,1.68365,1,1,0,0.76632
-12.0336,1,0.621996,2,3,0,0.562358
-11.7508,0.928883,1.14758,2,3,0,0.235474
-11.8556,0.945407,1.70763,2,3,0,0.513568
-11.8556,0.0181533,2.64643,1,1,0,0.513568
-11.9523,0.996139,0.294429,4,11,0,0.16969
-11.7293,0.997274,0.530275,2,3,0,0.244743
-11.6634,1,0.948705,1,1,0,0.280056
-11.9322,0.821451,1.69362,2,3,0,0.175164
-11.9322,0.15049,1.83637,1,1,0,0.175164
-11.8702,0.987829,0.321438,3,7,0,0.193243
-11.8608,0.976758,0.552344,3,7,0,0.515195
-12.0344,0.968528,0.913354,1,1,0,0.56255
-11.739,1,1.46575,1,1,0,0.47089
-11.9713,0.425981,2.53587,2,3,0,0.164647
-11.7349,1,0.972957,1,1,0,0.242267
-12.0708,0.771523,1.67409,2,3,0,0.140179
-11.9283,1,1.58832,2,3,0,0.535091
-11.9283,0.0325798,2.69984,1,1,0,0.535091
-11.739,0.995913,0.393863,2,3,0,0.47088
-12.5145,0.946634,0.664179,2,3,0,0.656982
-12.5579,0.990781,0.982854,1,1,0,0.6641
-12.5579,0.600947,1.61293,1,1,0,0.6641
-12.716,0.752294,1.0085,2,3,0,0.0226281
-13.4337,0.958307,0.918165,2,3,0,-0.0717138
-11.6225,0.959373,1.37852,2,3,0,0.395987
-11.6225,0.00365941,2.06314,1,1,0,0.395987
-11.8985,0.974125,0.313047,4,11,0,0.526588
-11.9352,0.998073,0.487329,1,1,0,0.537025
# Adaptation terminated
# Step size = 0.976362
# Diagonal elements of inverse mass matrix:
# 0.0441431

-14.5682,0.749855,0.976362,3,7,0,-0.188425
-12.9306,1,0.976362,1,1,0,-0.00815626
-12.3286,0.706395,0.976362,3,7,0,0.624382
-12.5383,0.956821,0.976362,1,1,0,0.660898
-11.9565,1,0.976362,1,1,0,0.542788
-15.166,0.591247,0.976362,2,3,0,0.952165
-11.8593,0.967109,0.976362,2,3,0,0.514731
-11.9439,0.880914,0.976362,3,7,0,0.171955
-11.9439,0.944744,0.976362,1,1,0,0.171955
-11.6075,0.987388,0.976362,2,3,0,0.36703
-11.716,0.977256,0.976362,2,3,0,0.460457
-12.1556,0.844908,0.976362,2,3,0,0.121343
-11.623,0.992133,0.976362,2,3,0,0.314741
-13.2427,0.709331,0.976362,2,3,0,-0.0487613
-13.721,0.904223,0.976362,1,1,0,-0.104076
-13.721,0.645749,0.976362,1,1,0,-0.104076
-12.4845,1,0.976362,1,1,0,0.0593877
